"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000003677"," slc24a1","ENSCHAG00000003677",NA,"protein_coding","Atlantic herring",3,17.887509,"solute carrier family 24 member 1 [Source:ZFIN;Acc:ZDB-GENE-060503-191]",48.44,4,33052,2431.5,4032.5,175,1433,9.5
"ENSCHAG00000003814"," ints14","ENSCHAG00000003814",105892553,"protein_coding","Atlantic herring",3,17.922671,"integrator complex subunit 14 [Source:NCBI gene;Acc:105892553]",45.7,3,9374,1461,2475,60,952,10
"ENSCHAG00000004038"," hacd3","ENSCHAG00000004038",105892466,"protein_coding","Atlantic herring",3,17.932081,"3-hydroxyacyl-CoA dehydratase 3 [Source:NCBI gene;Acc:105892466]",45.71,6,6845,1086,2073,137,851,11
"ENSCHAG00000004502"," ppcdc","ENSCHAG00000004502",105892448,"protein_coding","Atlantic herring",3,17.93901,"phosphopantothenoylcysteine decarboxylase [Source:NCBI gene;Acc:105892448]",46.45,2,18196,576,927,350,NA,4.5
"ENSCHAG00000004518"," si:dkey-73n10.1","ENSCHAG00000004518",NA,"protein_coding","Atlantic herring",3,17.974727,"si:dkey-73n10.1 [Source:ZFIN;Acc:ZDB-GENE-030131-9311]",46.58,1,11816,3384,4709,269,784,4
"ENSCHAG00000004536"," arih1","ENSCHAG00000004536",NA,"protein_coding","Atlantic herring",3,17.998816,"ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila) [Source:NCBI gene;Acc:327005]",45.57,1,14948,702,1552,849,NA,5
"ENSCHAG00000004565"," hexa","ENSCHAG00000004565",105892436,"protein_coding","Atlantic herring",3,18.013256,"beta-hexosaminidase subunit alpha-like [Source:NCBI gene;Acc:105892436]",42.65,4,10926,1563,1665,NA,101,14
"ENSCHAG00000004783"," nr2e3","ENSCHAG00000004783",NA,"protein_coding","Atlantic herring",3,18.035913,"nuclear receptor subfamily 2, group E, member 3 [Source:ZFIN;Acc:ZDB-GENE-041114-63]",44.22,1,4289,1269,1676,NA,406,8
"ENSCHAG00000004806"," stoml1","ENSCHAG00000004806",105892434,"protein_coding","Atlantic herring",3,18.039246,"stomatin like 1 [Source:NCBI gene;Acc:105892434]",45.63,1,4235,1344,2369,458.5,105,8
"ENSCHAG00000004846"," cyp11a2","ENSCHAG00000004846",NA,"protein_coding","Atlantic herring",3,18.04514,"cytochrome P450, family 11, subfamily A, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-130911-1]",44.07,1,10824,1749,3002,NA,1252,9
"ENSCHAG00000004915"," ccdc33","ENSCHAG00000004915",NA,"protein_coding","Atlantic herring",3,18.056081,"coiled-coil domain containing 33 [Source:ZFIN;Acc:ZDB-GENE-101011-1]",46.59,1,11890,1185,1511,237,87,11
"ENSCHAG00000027691"," CDH4","ENSCHAG00000027691",NA,"protein_coding","Atlantic herring",4,15.617555,"cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]",46.91,10,276862,2685,2685,852,NA,16
"ENSCHAG00000007713"," osbpl2a","ENSCHAG00000007713",105894318,"protein_coding","Atlantic herring",4,19.411963,"oxysterol-binding protein-related protein 2-like [Source:NCBI gene;Acc:105894318]",44.07,6,7053,1404,2468.5,125,999,13
"ENSCHAG00000008102"," ADRM1","ENSCHAG00000008102",NA,"protein_coding","Atlantic herring",4,19.420749,"adhesion regulating molecule 1 [Source:HGNC Symbol;Acc:HGNC:15759]",44.6,2,5349,1210.5,1879.5,123,420,9.5
"ENSCHAG00000008159"," cables2a","ENSCHAG00000008159",NA,"protein_coding","Atlantic herring",4,19.425792,"Cdk5 and Abl enzyme substrate 2a [Source:ZFIN;Acc:ZDB-GENE-091118-58]",43.3,2,16757,1545,5090,363,3180,8.5
"ENSCHAG00000008172"," XKR7","ENSCHAG00000008172",105894283,"protein_coding","Atlantic herring",4,19.447552,"XK-related protein 7-like [Source:NCBI gene;Acc:105894283]",44.52,1,17109,1710,1844,133,NA,3
"ENSCHAG00000008183"," OPRL1","ENSCHAG00000008183",NA,"protein_coding","Atlantic herring",4,19.472818,"opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]",44.84,1,5273,1104,2785,744,935,3
"ENSCHAG00000008190"," NPBWR1","ENSCHAG00000008190",105894212,"protein_coding","Atlantic herring",4,19.483284,"neuropeptides B/W receptor type 2-like [Source:NCBI gene;Acc:105894212]",44.11,1,1874,987,987,NA,NA,2
"ENSCHAG00000008243"," myt1a","ENSCHAG00000008243",NA,"protein_coding","Atlantic herring",4,19.509134,"myelin transcription factor 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3885]",42.81,4,18507,3549,4543,42,950,22
"ENSCHAG00000008908"," pcmtd2a","ENSCHAG00000008908",105894310,"protein_coding","Atlantic herring",4,19.52851,"protein-L-isoaspartate O-methyltransferase domain-containing protein 2-like [Source:NCBI gene;Acc:105894310]",43.78,2,3976,1161,1366,101.5,NA,6.5
"ENSCHAG00000008933"," asxl1","ENSCHAG00000008933",NA,"protein_coding","Atlantic herring",4,19.535189,"ASXL transcriptional regulator 1 [Source:ZFIN;Acc:ZDB-GENE-091116-9]",48.87,1,18211,5121,5669,547,NA,13
"ENSCHAG00000008991"," dnajc11a","ENSCHAG00000008991",105894309,"protein_coding","Atlantic herring",4,19.555606,"dnaJ homolog subfamily C member 11-like [Source:NCBI gene;Acc:105894309]",42.35,5,7234,1650,2387,134,571,15
"ENSCHAG00000009617"," camta1a","ENSCHAG00000009617",NA,"protein_coding","Atlantic herring",4,19.56472,"calmodulin binding transcription activator 1a [Source:ZFIN;Acc:ZDB-GENE-090312-183]",48.42,6,362627,5472,5556,83,NA,22.5
"ENSCHAG00000018544"," tuba1a","ENSCHAG00000018544",NA,"protein_coding","Atlantic herring",5,5.087548,"tubulin, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090507-4]",43.83,3,7779,1350,2235,732,151,4
"ENSCHAG00000018574"," prph","ENSCHAG00000018574",NA,"protein_coding","Atlantic herring",5,5.10182,"peripherin [Source:ZFIN;Acc:ZDB-GENE-990415-207]",43.74,1,8149,1509,2785,185,1089,9
"ENSCHAG00000018595"," timeless","ENSCHAG00000018595",105912197,"protein_coding","Atlantic herring",5,5.111597,"timeless circadian regulator [Source:NCBI gene;Acc:105912197]",44.1,6,18903,3522,3897,38,793,27
"ENSCHAG00000018842"," mmp19","ENSCHAG00000018842",NA,"protein_coding","Atlantic herring",5,5.157606,"matrix metallopeptidase 19 [Source:ZFIN;Acc:ZDB-GENE-100308-3]",41.68,4,8494,1410,1609,98.5,NA,11
"ENSCHAG00000018890"," pmela","ENSCHAG00000018890",NA,"protein_coding","Atlantic herring",5,5.17298,"premelanosome protein a [Source:ZFIN;Acc:ZDB-GENE-030131-9818]",44.01,1,9640,2679,3152,315,156,12
"ENSCHAG00000018905"," cdk2","ENSCHAG00000018905",NA,"protein_coding","Atlantic herring",5,5.185549,"cyclin-dependent kinase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2741]",41.22,2,4795,972,2047,336,737,6
"ENSCHAG00000018982"," sarnp","ENSCHAG00000018982",105912253,"protein_coding","Atlantic herring",5,5.191305,"SAP domain containing ribonucleoprotein [Source:NCBI gene;Acc:105912253]",42.45,1,23071,630,1139,132,375,11
"ENSCHAG00000018985"," gdf11","ENSCHAG00000018985",105912181,"protein_coding","Atlantic herring",5,5.21771,"growth differentiation factor 11 [Source:NCBI gene;Acc:105912181]",43.6,1,21458,1170,3973,424,2377,3
"ENSCHAG00000019013"," rae1","ENSCHAG00000019013",NA,"protein_coding","Atlantic herring",5,5.258418,"ribonucleic acid export 1 [Source:NCBI gene;Acc:393973]",39.9,4,7811,1137,1903,329,400,12.5
"ENSCHAG00000019136"," ARPC4-TTLL3","ENSCHAG00000019136",105912151,"protein_coding","Atlantic herring",5,5.29097,"tubulin monoglycylase TTLL3-like [Source:NCBI gene;Acc:105912151]",46.69,1,6364,2523,3015,245,NA,14
"ENSCHAG00000019228"," uqcrc1","ENSCHAG00000019228",NA,"protein_coding","Atlantic herring",5,5.298001,"ubiquinol-cytochrome c reductase core protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1792]",47.13,7,4973,1455,1639,NA,201,13
"ENSCHAG00000019931"," cidec","ENSCHAG00000019931",NA,"protein_coding","Atlantic herring",5,5.311669,"cell death inducing DFFA like effector c [Source:ZFIN;Acc:ZDB-GENE-030131-4591]",45.45,3,4063,669,1690,NA,1020,6
"ENSCHAG00000020038"," ip6k2a","ENSCHAG00000020038",NA,"protein_coding","Atlantic herring",5,5.338968,"inositol hexakisphosphate kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-760]",46.7,2,36130,1443,2815,296,777,6.5
"ENSCHAG00000020113"," dnah1","ENSCHAG00000020113",NA,"protein_coding","Atlantic herring",5,5.379773,"dynein, axonemal, heavy chain 1 [Source:ZFIN;Acc:ZDB-GENE-081015-3]",45.39,4,25776,7995,7996,NA,0,52
"ENSCHAG00000010132"," kcnab2a","ENSCHAG00000010132",105908072,"protein_coding","Atlantic herring",5,10.742484,"voltage-gated potassium channel subunit beta-2-like [Source:NCBI gene;Acc:105908072]",46.87,7,123200,1104,1863,648,NA,13
"ENSCHAG00000010762"," akr7a3","ENSCHAG00000010762",105908328,"protein_coding","Atlantic herring",5,11.00975,"aflatoxin B1 aldehyde reductase member 4-like [Source:NCBI gene;Acc:105908328]",42.21,1,5060,1077,2459,381,999,7
"ENSCHAG00000010790"," mrto4","ENSCHAG00000010790",105907565,"protein_coding","Atlantic herring",5,11.01245,"MRT4 homolog, ribosome maturation factor [Source:NCBI gene;Acc:105907565]",41.26,2,4790,775.5,3225,285.5,2162,7.5
"ENSCHAG00000010824"," tspan2a","ENSCHAG00000010824",105907872,"protein_coding","Atlantic herring",5,11.029151,"tetraspanin 2 [Source:NCBI gene;Acc:105907872]",45.15,1,22445,648,3573,243,2680,8
"ENSCHAG00000010850"," slc25a55a","ENSCHAG00000010850",NA,"protein_coding","Atlantic herring",5,11.054339,"solute carrier family 25 member 55a [Source:ZFIN;Acc:ZDB-GENE-040426-2745]",44.3,1,5202,1431,1878,NA,446,9
"ENSCHAG00000010920"," tshba","ENSCHAG00000010920",NA,"protein_coding","Atlantic herring",5,11.065248,"thyroid stimulating hormone subunit beta a [Source:ZFIN;Acc:ZDB-GENE-030513-3]",49.83,1,2624,453,453,NA,NA,3
"ENSCHAG00000010965"," slc5a8l","ENSCHAG00000010965",105907726,"protein_coding","Atlantic herring",5,11.070707,"sodium-coupled monocarboxylate transporter 1-like [Source:NCBI gene;Acc:105907726]",43.81,4,10255,1779,1858,78,794,13.5
"ENSCHAG00000011106"," slc16a1a","ENSCHAG00000011106",105907593,"protein_coding","Atlantic herring",5,11.098862,"monocarboxylate transporter 1-like [Source:NCBI gene;Acc:105907593]",43.46,3,11079,1374,2059,341.5,287,6
"ENSCHAG00000021339"," prelp","ENSCHAG00000021339",NA,"protein_coding","Atlantic herring",5,14.899541,"proline/arginine-rich end leucine-rich repeat protein [Source:ZFIN;Acc:ZDB-GENE-080327-24]",44.85,1,14589,1155,3531,263,1847,4
"ENSCHAG00000021347"," il19l","ENSCHAG00000021347",105904131,"protein_coding","Atlantic herring",5,14.922474,"interleukin-20-like [Source:NCBI gene;Acc:105904131]",44.43,1,6841,537,783,NA,245,5
"ENSCHAG00000021388"," MAPKAPK2","ENSCHAG00000021388",NA,"protein_coding","Atlantic herring",5,14.957255,"MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]",46.11,8,108461,1098,1595,102.5,999,11
"ENSCHAG00000021690"," dyrk3","ENSCHAG00000021690",105904172,"protein_coding","Atlantic herring",5,15.101898,"dual specificity tyrosine phosphorylation regulated kinase 3 [Source:NCBI gene;Acc:105904172]",53.01,1,11000,1803,5054,NA,3250,3
"ENSCHAG00000021702"," RASSF5","ENSCHAG00000021702",105904133,"protein_coding","Atlantic herring",5,15.123059,"Ras association domain family member 5 [Source:NCBI gene;Acc:105904133]",47.61,3,87973,1044,2889,469.5,1138,6
"ENSCHAG00000022959"," foxp4","ENSCHAG00000022959",NA,"protein_coding","Atlantic herring",5,15.641073,"forkhead box P4 [Source:ZFIN;Acc:ZDB-GENE-101207-1]",49.41,4,155734,1977,3125,483,179,17
"ENSCHAG00000013065"," prdm2b","ENSCHAG00000013065",NA,"protein_coding","Atlantic herring",5,17.340183,"PR domain containing 2, with ZNF domain b [Source:ZFIN;Acc:ZDB-GENE-080613-3]",51.65,2,17637,4501.5,4501.5,NA,NA,9
"ENSCHAG00000013169"," kaznb","ENSCHAG00000013169",NA,"protein_coding","Atlantic herring",5,17.448115,"kazrin, periplakin interacting protein b [Source:ZFIN;Acc:ZDB-GENE-061215-31]",47.96,1,65318,1251,3098,NA,1846,8
"ENSCHAG00000013317"," tmem51b","ENSCHAG00000013317",NA,"protein_coding","Atlantic herring",5,17.557602,"transmembrane protein 51b [Source:ZFIN;Acc:ZDB-GENE-030131-5373]",56.14,3,2172,669,669,NA,NA,4
"ENSCHAG00000013389"," skib","ENSCHAG00000013389",NA,"protein_coding","Atlantic herring",5,17.566066,"v-ski avian sarcoma viral oncogene homolog b [Source:ZFIN;Acc:ZDB-GENE-990715-10]",47.85,1,44737,2178,2178,NA,NA,8
"ENSCHAG00000024252"," ptprt","ENSCHAG00000024252",NA,"protein_coding","Atlantic herring",5,18.246238,"protein tyrosine phosphatase receptor type T [Source:ZFIN;Acc:ZDB-GENE-101028-4]",44.75,10,205037,4059,5287,149.5,1187,31
"ENSCHAG00000026383"," pigu","ENSCHAG00000026383",105901886,"protein_coding","Atlantic herring",5,18.465785,"phosphatidylinositol glycan anchor biosynthesis class U [Source:NCBI gene;Acc:105901886]",40.32,1,7447,1308,3526,42,2174,11
"ENSCHAG00000026388"," osgn1","ENSCHAG00000026388",NA,"protein_coding","Atlantic herring",5,18.47488,"oxidative stress induced growth inhibitor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-864]",44.73,1,5505,1527,3336,403.5,999,6
"ENSCHAG00000000223"," mtss1","ENSCHAG00000000223",NA,"protein_coding","Atlantic herring",5,18.483019,"MTSS I-BAR domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081105-141]",47.12,2,62170,2175,2175,NA,NA,15
"ENSCHAG00000000269"," mych","ENSCHAG00000000269",NA,"protein_coding","Atlantic herring",5,18.587849,"myelocytomatosis oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-030219-51]",42.76,1,10717,1113,2376,568,693,3
"ENSCHAG00000000305"," ergic3","ENSCHAG00000000305",105901874,"protein_coding","Atlantic herring",5,18.599594,"ERGIC and golgi 3 [Source:NCBI gene;Acc:105901874]",41.35,3,8153,1116,1116,NA,NA,13
"ENSCHAG00000000530"," romo1","ENSCHAG00000000530",105901875,"protein_coding","Atlantic herring",5,18.601139,"reactive oxygen species modulator 1 [Source:NCBI gene;Acc:105901875]",46.06,1,494,240,240,NA,NA,2
"ENSCHAG00000008882"," si:ch211-203d1.3","ENSCHAG00000008882",NA,"protein_coding","Atlantic herring",6,3.893005,"si:ch211-203d1.3 [Source:ZFIN;Acc:ZDB-GENE-160113-15]",46.81,1,13574,1968,2230,130,NA,17
"ENSCHAG00000008900"," grhpra","ENSCHAG00000008900",NA,"protein_coding","Atlantic herring",6,3.907757,"glyoxylate reductase/hydroxypyruvate reductase a [Source:ZFIN;Acc:ZDB-GENE-040724-230]",43.92,1,3312,987,1156,168,NA,9
"ENSCHAG00000009006"," tomm5","ENSCHAG00000009006",NA,"protein_coding","Atlantic herring",6,3.920594,"translocase of outer mitochondrial membrane 5 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040724-90]",42.76,1,738,159,159,NA,NA,2
"ENSCHAG00000009029"," lingo2a","ENSCHAG00000009029",105908760,"protein_coding","Atlantic herring",6,4.073651,"leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 [Source:NCBI gene;Acc:105908760]",63.25,1,1844,1845,1845,NA,NA,1
"ENSCHAG00000012536"," plekhg4","ENSCHAG00000012536",NA,"protein_coding","Atlantic herring",6,17.171259,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-4824]",46.64,4,47804,6180,7437,NA,1172,23
"ENSCHAG00000013270"," slc9a5","ENSCHAG00000013270",NA,"protein_coding","Atlantic herring",6,17.260712,"solute carrier family 9 member A5 [Source:ZFIN;Acc:ZDB-GENE-080225-43]",42.51,2,26028,2904,5113,NA,2208,14.5
"ENSCHAG00000013415"," fhod1","ENSCHAG00000013415",NA,"protein_coding","Atlantic herring",6,17.288228,"formin homology 2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-110623-4]",44.63,8,41111,3507,3544,NA,36,21.5
"ENSCHAG00000014090"," rfx7a","ENSCHAG00000014090",NA,"protein_coding","Atlantic herring",6,17.333089,"regulatory factor X7a [Source:ZFIN;Acc:ZDB-GENE-100309-3]",46.21,1,23653,4824,5152,327,NA,9
"ENSCHAG00000014106"," tex9","ENSCHAG00000014106",NA,"protein_coding","Atlantic herring",6,17.356757,"testis expressed 9 [Source:ZFIN;Acc:ZDB-GENE-110623-3]",37.51,2,4192,1188,1340,75,NA,11.5
"ENSCHAG00000014156"," calml4a","ENSCHAG00000014156",NA,"protein_coding","Atlantic herring",6,17.361098,"calmodulin-like 4a [Source:ZFIN;Acc:ZDB-GENE-081022-9]",36.04,1,2796,537,944,NA,406,5
"ENSCHAG00000014165"," cln6a","ENSCHAG00000014165",105899748,"protein_coding","Atlantic herring",6,17.364641,"CLN6 transmembrane ER protein [Source:NCBI gene;Acc:105899748]",37.37,2,2734,903,1194,290,NA,7
"ENSCHAG00000014240"," hipk3b","ENSCHAG00000014240",NA,"protein_coding","Atlantic herring",6,17.374426,"homeodomain interacting protein kinase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-82]",45.02,7,42280,3786,3826.5,82,NA,17
"ENSCHAG00000000254"," prmt3","ENSCHAG00000000254",NA,"protein_coding","Atlantic herring",6,22.283771,"protein arginine methyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-041105-1]",44.65,2,37208,1084.5,1434.5,NA,349,11
"ENSCHAG00000000393"," slc6a5","ENSCHAG00000000393",NA,"protein_coding","Atlantic herring",6,22.322918,"solute carrier family 6 member 5 [Source:ZFIN;Acc:ZDB-GENE-050105-2]",40.86,1,14410,2340,2603,130.5,NA,16
"ENSCHAG00000001429"," NELL1","ENSCHAG00000001429",105902974,"protein_coding","Atlantic herring",6,22.388294,"neural EGFL like 1 [Source:NCBI gene;Acc:105902974]",42.62,10,132017,2286,4060,242,1671,18
"ENSCHAG00000006035"," lrp4","ENSCHAG00000006035",NA,"protein_coding","Atlantic herring",6,22.538135,"low density lipoprotein receptor-related protein 4 [Source:ZFIN;Acc:ZDB-GENE-130129-1]",45.14,10,96968,3699,4981,135,3536,36
"ENSCHAG00000009275"," CKAP5","ENSCHAG00000009275",NA,"protein_coding","Atlantic herring",6,22.565131,"cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]",45.68,3,17109,5757,5978,60,NA,43
"ENSCHAG00000018442"," grik1a","ENSCHAG00000018442",NA,"protein_coding","Atlantic herring",8,7.989024,"glutamate receptor, ionotropic, kainate 1a [Source:ZFIN;Acc:ZDB-GENE-030131-6502]",43.05,10,37229,2610,2703,165,145,15
"ENSCHAG00000020662"," bach1b","ENSCHAG00000020662",NA,"protein_coding","Atlantic herring",8,8.036753,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 b [Source:ZFIN;Acc:ZDB-GENE-050522-220]",47.5,1,4671,2103,3319,11,1203,4
"ENSCHAG00000020688"," cct8","ENSCHAG00000020688",105907457,"protein_coding","Atlantic herring",8,8.05124,"chaperonin containing TCP1 subunit 8 [Source:NCBI gene;Acc:105907457]",42.1,4,10246,1677,1982,18,187,16
"ENSCHAG00000020897"," cltca","ENSCHAG00000020897",NA,"protein_coding","Atlantic herring",8,8.06949,"clathrin, heavy chain a (Hc) [Source:ZFIN;Acc:ZDB-GENE-030131-2299]",44.94,6,40678,5046,6779,526,1726,32
"ENSCHAG00000022697"," ptrh2","ENSCHAG00000022697",NA,"protein_coding","Atlantic herring",8,8.110453,"peptidyl-tRNA hydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-163]",47.04,1,794,567,567,NA,NA,2
"ENSCHAG00000022732"," rps6kb1a","ENSCHAG00000022732",105907455,"protein_coding","Atlantic herring",8,8.180756,"ribosomal protein S6 kinase B1 [Source:NCBI gene;Acc:105907455]",42.48,7,12804,1536,1608,899,44,15
"ENSCHAG00000023238"," rnft1","ENSCHAG00000023238",105907456,"protein_coding","Atlantic herring",8,8.198769,"ring finger protein, transmembrane 1 [Source:NCBI gene;Acc:105907456]",43.46,1,3200,1272,1593,320,NA,9
