"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000022945"," gpr161","ENSCHAG00000022945",NA,"protein_coding","Atlantic herring",2,23.261845,"G protein-coupled receptor 161 [Source:NCBI gene;Acc:368421]",47.35,1,7469,1647,3470,580,1241,5
"ENSCHAG00000022971"," dcaf6","ENSCHAG00000022971",NA,"protein_coding","Atlantic herring",2,23.273635,"ddb1 and cul4 associated factor 6 [Source:ZFIN;Acc:ZDB-GENE-090206-2]",45.22,10,36716,2289,2776,486,NA,17
"ENSCHAG00000008521"," shank3a","ENSCHAG00000008521",NA,"protein_coding","Atlantic herring",3,14.509907,"SH3 and multiple ankyrin repeat domains 3a [Source:ZFIN;Acc:ZDB-GENE-060503-369]",47.42,7,302800,5037,6724,334,999,28
"ENSCHAG00000008855"," rabl2","ENSCHAG00000008855",105912558,"protein_coding","Atlantic herring",3,14.829849,"RAB, member of RAS oncogene family like 2A [Source:NCBI gene;Acc:105912558]",46.74,5,5592,675,2404,651,1547,9
"ENSCHAG00000009083"," ODF3","ENSCHAG00000009083",105912557,"protein_coding","Atlantic herring",3,14.841572,"outer dense fiber of sperm tails 3 [Source:NCBI gene;Acc:105912557]",52.02,1,1779,777,838,NA,60,6
"ENSCHAG00000009109"," zgc:77752","ENSCHAG00000009109",NA,"protein_coding","Atlantic herring",3,14.847366,"zgc:77752 [Source:ZFIN;Acc:ZDB-GENE-040426-1867]",47.11,1,6057,1452,1452,NA,NA,6
"ENSCHAG00000009143"," arf5","ENSCHAG00000009143",105912562,"protein_coding","Atlantic herring",3,14.889239,"ADP-ribosylation factor 4 [Source:NCBI gene;Acc:105912562]",45.12,2,6324,543,3027,215,2267,5.5
"ENSCHAG00000021723"," vwf","ENSCHAG00000021723",NA,"protein_coding","Atlantic herring",3,16.683838,"von Willebrand factor [Source:ZFIN;Acc:ZDB-GENE-070103-1]",48.35,1,38282,8196,8823,626,NA,54
"ENSCHAG00000006657"," usp3","ENSCHAG00000006657",NA,"protein_coding","Atlantic herring",3,18.293127,"ubiquitin specific peptidase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5142]",44.38,10,23131,1653,2642,483,999,17
"ENSCHAG00000007717"," DAPK2","ENSCHAG00000007717",NA,"protein_coding","Atlantic herring",3,18.423005,"death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]",47.36,4,29749,1171.5,1171.5,NA,NA,9
"ENSCHAG00000007897"," tbc1d2b","ENSCHAG00000007897",NA,"protein_coding","Atlantic herring",3,18.455689,"TBC1 domain family, member 2B [Source:ZFIN;Acc:ZDB-GENE-100922-148]",45.85,1,29587,2907,5097,136,2052,13
"ENSCHAG00000007931"," cib2","ENSCHAG00000007931",105892468,"protein_coding","Atlantic herring",3,18.51003,"calcium and integrin binding family member 2 [Source:NCBI gene;Acc:105892468]",44.19,2,37160,660,1549,327,560,6
"ENSCHAG00000007974"," lrrc61","ENSCHAG00000007974",105892521,"protein_coding","Atlantic herring",3,18.538549,"leucine rich repeat containing 61 [Source:NCBI gene;Acc:105892521]",38.7,4,7988,777,2048,NA,1270,9
"ENSCHAG00000008118"," idh3a","ENSCHAG00000008118",105892520,"protein_coding","Atlantic herring",3,18.547211,"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:NCBI gene;Acc:105892520]",43.61,8,11081,1092,1847,143,754,10
"ENSCHAG00000009400"," DNAJA4","ENSCHAG00000009400",NA,"protein_coding","Atlantic herring",3,18.556418,"DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]",43.25,1,14877,1365,2959,152,610,11
"ENSCHAG00000009594"," acsbg1","ENSCHAG00000009594",105892397,"protein_coding","Atlantic herring",3,18.558451,"acyl-CoA synthetase bubblegum family member 1 [Source:NCBI gene;Acc:105892397]",44.51,10,7772,2013,2100,51.5,NA,14
"ENSCHAG00000010048"," rps27l","ENSCHAG00000010048",NA,"protein_coding","Atlantic herring",3,18.571523,"ribosomal protein S27 like [Source:ZFIN;Acc:ZDB-GENE-060331-65]",39.96,3,1876,300,300,NA,NA,4
"ENSCHAG00000010155"," megf8","ENSCHAG00000010155",105892440,"protein_coding","Atlantic herring",3,18.574531,"RAB8B, member RAS oncogene family [Source:NCBI gene;Acc:105892440]",46.5,3,15810,594,738,143,2798,7
"ENSCHAG00000010296"," trpm1b","ENSCHAG00000010296",NA,"protein_coding","Atlantic herring",3,18.59193,"transient receptor potential cation channel, subfamily M, member 1b [Source:ZFIN;Acc:ZDB-GENE-070424-31]",47.76,10,43880,5370,6526,276,NA,27
"ENSCHAG00000015392"," th","ENSCHAG00000015392",105900747,"protein_coding","Atlantic herring",3,25.59619,"tyrosine hydroxylase [Source:NCBI gene;Acc:105900747]",42.4,6,9847,1341,2197,185,762,12.5
"ENSCHAG00000016320"," spty2d1","ENSCHAG00000016320",NA,"protein_coding","Atlantic herring",3,25.656222,"SPT2 chromatin protein domain containing 1 [Source:NCBI gene;Acc:337191]",47.31,2,4723,1980,2876,894,0,6
"ENSCHAG00000016338"," tmem86a","ENSCHAG00000016338",105900790,"protein_coding","Atlantic herring",3,25.661073,"transmembrane protein 86A [Source:NCBI gene;Acc:105900790]",44.9,1,4195,714,890,175,NA,3
"ENSCHAG00000016361"," b4galnt4a","ENSCHAG00000016361",NA,"protein_coding","Atlantic herring",3,25.696284,"beta-1,4-N-acetyl-galactosaminyl transferase 4a [Source:ZFIN;Acc:ZDB-GENE-100422-4]",47.88,5,156092,2319,3799,NA,1479,17
"ENSCHAG00000016981"," abtb2b","ENSCHAG00000016981",NA,"protein_coding","Atlantic herring",3,25.853761,"ankyrin repeat and BTB (POZ) domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-100422-14]",48.92,3,51624,3132,4632,378.5,740,18
"ENSCHAG00000023183"," bmp7b","ENSCHAG00000023183",NA,"protein_coding","Atlantic herring",4,7.8769,"bone morphogenetic protein 7b [Source:ZFIN;Acc:ZDB-GENE-060929-328]",47.63,3,28010,1194,2422,447,698,6
"ENSCHAG00000023191"," spo11","ENSCHAG00000023191",NA,"protein_coding","Atlantic herring",4,7.910411,"SPO11 initiator of meiotic double stranded breaks [Source:ZFIN;Acc:ZDB-GENE-040426-1900]",43.62,2,6627,1119,1119,NA,NA,12.5
"ENSCHAG00000023223"," rbm38","ENSCHAG00000023223",105906784,"protein_coding","Atlantic herring",4,7.924348,"RNA-binding protein 38-like [Source:NCBI gene;Acc:105906784]",46.18,1,13571,717,2540,519,1302,4
"ENSCHAG00000023231"," mipb","ENSCHAG00000023231",105906797,"protein_coding","Atlantic herring",4,7.941307,"lens fiber major intrinsic protein-like [Source:NCBI gene;Acc:105906797]",48.59,1,2156,792,1215,NA,422,4
"ENSCHAG00000023256"," baz2a","ENSCHAG00000023256",105906782,"protein_coding","Atlantic herring",4,7.95369,"bromodomain adjacent to zinc finger domain protein 2A-like [Source:NCBI gene;Acc:105906782]",49.31,2,20506,8169,9747,NA,1577,28
"ENSCHAG00000023309"," ptges3b","ENSCHAG00000023309",105906841,"protein_coding","Atlantic herring",4,7.978655,"prostaglandin E synthase 3-like [Source:NCBI gene;Acc:105906841]",39.14,1,4736,480,1889,400,1007,8
"ENSCHAG00000023337"," itga5","ENSCHAG00000023337",105906789,"protein_coding","Atlantic herring",4,7.999404,"integrin alpha-5-like [Source:NCBI gene;Acc:105906789]",46.75,9,44795,2883,6036,312,2950,24
"ENSCHAG00000023888"," csrnp2","ENSCHAG00000023888",NA,"protein_coding","Atlantic herring",4,8.084838,"cysteine-serine-rich nuclear protein 2 [Source:ZFIN;Acc:ZDB-GENE-090312-137]",53.02,1,2911,1224,1224,NA,NA,4
"ENSCHAG00000023907"," or135-1","ENSCHAG00000023907",105906778,"protein_coding","Atlantic herring",4,8.125738,"olfactory receptor 1M1-like [Source:NCBI gene;Acc:105906778]",51.17,1,1410,951,951,NA,NA,2
"ENSCHAG00000023913"," fmodb","ENSCHAG00000023913",105906776,"protein_coding","Atlantic herring",4,8.130495,"fibromodulin [Source:NCBI gene;Acc:105906776]",44.58,3,2545,1011,1011,NA,NA,3
"ENSCHAG00000023946"," mapkapk2b","ENSCHAG00000023946",NA,"protein_coding","Atlantic herring",4,8.136195,"MAPK activated protein kinase 2b [Source:ZFIN;Acc:ZDB-GENE-071018-1]",42.84,8,9543,1125,1250,NA,151,11
"ENSCHAG00000024355"," eif2d","ENSCHAG00000024355",105906791,"protein_coding","Atlantic herring",4,8.147636,"eukaryotic translation initiation factor 2D [Source:NCBI gene;Acc:105906791]",43.81,6,6546,1737,1966,NA,228,14
"ENSCHAG00000025049"," slc12a5b","ENSCHAG00000025049",105906774,"protein_coding","Atlantic herring",4,8.180174,"solute carrier family 12 member 5-like [Source:NCBI gene;Acc:105906774]",44.98,10,56440,3319.5,3506.5,31,179,24.5
"ENSCHAG00000024478"," sulf2b","ENSCHAG00000024478",NA,"protein_coding","Atlantic herring",4,17.678738,"sulfatase 2b [Source:ZFIN;Acc:ZDB-GENE-030131-775]",47.16,10,124937,2679,2854,51,3466.5,20
"ENSCHAG00000024718"," si:ch211-218g4.2","ENSCHAG00000024718",NA,"protein_coding","Atlantic herring",4,17.804439,"si:ch211-218g4.2 [Source:ZFIN;Acc:ZDB-GENE-090312-60]",48.86,1,81121,3546,3546,NA,NA,11
"ENSCHAG00000024739"," phf20b","ENSCHAG00000024739",105906431,"protein_coding","Atlantic herring",4,17.969066,"PHD finger protein 20 [Source:NCBI gene;Acc:105906431]",43.97,3,11775,3003,3384,189.5,NA,18
"ENSCHAG00000021302"," igsf8","ENSCHAG00000021302",NA,"protein_coding","Atlantic herring",5,7.904552,"immunoglobulin superfamily, member 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2444]",45.2,1,10159,1872,4815,430,2511,6
"ENSCHAG00000021305"," sp7","ENSCHAG00000021305",105912223,"protein_coding","Atlantic herring",5,7.953058,"Sp7 transcription factor [Source:NCBI gene;Acc:105912223]",64.42,1,1289,1290,1290,NA,NA,1
"ENSCHAG00000021309"," tarbp2","ENSCHAG00000021309",105912229,"protein_coding","Atlantic herring",5,7.963022,"TARBP2 subunit of RISC loading complex [Source:NCBI gene;Acc:105912229]",41.35,2,6076,990,2810,572,1246,6.5
"ENSCHAG00000021367"," lrp1aa","ENSCHAG00000021367",NA,"protein_coding","Atlantic herring",5,8.005329,"low density lipoprotein receptor-related protein 1Aa [Source:ZFIN;Acc:ZDB-GENE-030131-7889]",46.83,9,127290,13441.5,14011,26,573,87
"ENSCHAG00000022403"," nuf2","ENSCHAG00000022403",105909904,"protein_coding","Atlantic herring",5,8.176942,"NUF2 component of NDC80 kinetochore complex [Source:NCBI gene;Acc:105909904]",41.98,1,8804,1371,2485,84.5,942,14
"ENSCHAG00000022422"," rab43","ENSCHAG00000022422",105909856,"protein_coding","Atlantic herring",5,8.185929,"RAB43, member RAS oncogene family [Source:NCBI gene;Acc:105909856]",42.23,1,3030,627,1172,544,NA,3
"ENSCHAG00000022429"," zgc:77375","ENSCHAG00000022429",NA,"protein_coding","Atlantic herring",5,8.194259,"zgc:77375 [Source:ZFIN;Acc:ZDB-GENE-040426-1827]",43.98,1,8058,1275,1275,NA,NA,8
"ENSCHAG00000013389"," skib","ENSCHAG00000013389",NA,"protein_coding","Atlantic herring",5,17.566066,"v-ski avian sarcoma viral oncogene homolog b [Source:ZFIN;Acc:ZDB-GENE-990715-10]",47.85,1,44737,2178,2178,NA,NA,8
"ENSCHAG00000013468"," plch2b","ENSCHAG00000013468",NA,"protein_coding","Atlantic herring",5,17.621762,"phospholipase C, eta 2b [Source:ZFIN;Acc:ZDB-GENE-101112-1]",48.13,5,24005,3018,3018,NA,NA,20
"ENSCHAG00000013881"," si:dkey-183j2.10","ENSCHAG00000013881",NA,"protein_coding","Atlantic herring",5,17.647466,"si:dkey-183j2.10 [Source:ZFIN;Acc:ZDB-GENE-130530-729]",48.7,1,8582,1350,1350,NA,NA,9
"ENSCHAG00000014010"," brpf3a","ENSCHAG00000014010",NA,"protein_coding","Atlantic herring",5,17.662758,"bromodomain and PHD finger containing, 3a [Source:ZFIN;Acc:ZDB-GENE-130530-730]",51.73,2,11157,3375,3375,NA,NA,13
"ENSCHAG00000014205"," mon1bb","ENSCHAG00000014205",NA,"protein_coding","Atlantic herring",5,17.678603,"MON1 secretory trafficking family member Bb [Source:ZFIN;Acc:ZDB-GENE-030131-3790]",53.54,4,5193,1639.5,1639.5,NA,NA,6
"ENSCHAG00000014495"," rnpep","ENSCHAG00000014495",NA,"protein_coding","Atlantic herring",5,17.68688,"arginyl aminopeptidase (aminopeptidase B) [Source:ZFIN;Acc:ZDB-GENE-040718-241]",48.51,10,7593,1881,1881,NA,NA,12
"ENSCHAG00000015850"," adipor1a","ENSCHAG00000015850",NA,"protein_coding","Atlantic herring",5,17.704543,"adiponectin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-040718-169]",49.9,1,4853,1137,1137,NA,NA,8
"ENSCHAG00000015959"," rabif","ENSCHAG00000015959",NA,"protein_coding","Atlantic herring",5,17.711023,"RAB interacting factor [Source:ZFIN;Acc:ZDB-GENE-040718-216]",44.25,1,1504,405,405,NA,NA,3
"ENSCHAG00000016007"," kdm5ba","ENSCHAG00000016007",NA,"protein_coding","Atlantic herring",5,17.71463,"lysine (K)-specific demethylase 5Ba [Source:ZFIN;Acc:ZDB-GENE-030131-5379]",48.15,9,26794,4273.5,4273.5,NA,NA,24
"ENSCHAG00000017407"," ipo9","ENSCHAG00000017407",NA,"protein_coding","Atlantic herring",5,17.742617,"importin 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2953]",48.47,4,23295,2961,2961,NA,NA,22
"ENSCHAG00000018848"," shisa4","ENSCHAG00000018848",NA,"protein_coding","Atlantic herring",5,17.773805,"shisa family member 4 [Source:ZFIN;Acc:ZDB-GENE-050417-419]",48.67,1,4844,576,576,NA,NA,4
"ENSCHAG00000018881"," lmod1b","ENSCHAG00000018881",NA,"protein_coding","Atlantic herring",5,17.783693,"leiomodin 1b (smooth muscle) [Source:ZFIN;Acc:ZDB-GENE-141215-22]",52.38,2,5018,1885.5,1885.5,NA,NA,5
"ENSCHAG00000018986"," rap1ab","ENSCHAG00000018986",105901888,"protein_coding","Atlantic herring",5,17.821225,"ras-related protein Rap-1A-like [Source:NCBI gene;Acc:105901888]",48.07,3,9825,444,444,NA,NA,6
"ENSCHAG00000019140"," si:dkey-43k4.5","ENSCHAG00000019140",NA,"protein_coding","Atlantic herring",5,17.882697,"si:dkey-43k4.5 [Source:ZFIN;Acc:ZDB-GENE-120215-82]",44.69,2,2890,1332,1332,NA,NA,4
"ENSCHAG00000013738"," adcy7","ENSCHAG00000013738",NA,"protein_coding","Atlantic herring",6,15.411752,"adenylate cyclase 7 [Source:ZFIN;Acc:ZDB-GENE-040713-1]",43.76,3,26723,3327,3837,509,NA,25
"ENSCHAG00000013986"," brd7","ENSCHAG00000013986",105899788,"protein_coding","Atlantic herring",6,15.439925,"bromodomain containing 7 [Source:NCBI gene;Acc:105899788]",43.64,2,11052,1944,2201,147,108,16.5
"ENSCHAG00000014022"," nkd1","ENSCHAG00000014022",NA,"protein_coding","Atlantic herring",6,15.504051,"NKD inhibitor of WNT signaling pathway 1 [Source:NCBI gene;Acc:751108]",47.82,1,30216,1449,3422,972,999,10
"ENSCHAG00000014031"," nod2","ENSCHAG00000014031",NA,"protein_coding","Atlantic herring",6,15.546092,"nucleotide-binding oligomerization domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-061108-4]",40.37,3,7867,2838,3546,353,NA,11
"ENSCHAG00000014127"," cylda","ENSCHAG00000014127",105899779,"protein_coding","Atlantic herring",6,15.55672,"CYLD lysine 63 deubiquitinase [Source:NCBI gene;Acc:105899779]",46.77,7,17032,2766,4417,177,1448,16
"ENSCHAG00000014333"," sall1a","ENSCHAG00000014333",105899763,"protein_coding","Atlantic herring",6,15.650299,"spalt like transcription factor 1 [Source:NCBI gene;Acc:105899763]",44.04,2,177745,3927,5381.5,453.5,999,3
"ENSCHAG00000000301"," irx5a","ENSCHAG00000000301",105899764,"protein_coding","Atlantic herring",6,16.639956,"iroquois homeobox 5 [Source:NCBI gene;Acc:105899764]",43.71,1,2758,1344,1344,NA,NA,3
"ENSCHAG00000017649"," MAF","ENSCHAG00000017649",NA,"protein_coding","Atlantic herring",6,17.914174,"MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]",45.46,1,102381,990,2229,466,385,3
"ENSCHAG00000018095"," myo9aa","ENSCHAG00000018095",NA,"protein_coding","Atlantic herring",6,18.735329,"myosin IXAa [Source:NCBI gene;Acc:100006612]",44.89,6,67832,4224,4368,65,NA,26
"ENSCHAG00000018171"," gramd2aa","ENSCHAG00000018171",NA,"protein_coding","Atlantic herring",6,18.805254,"GRAM domain containing 2Aa [Source:ZFIN;Acc:ZDB-GENE-040724-9]",39.57,1,11392,567,567,NA,NA,5
"ENSCHAG00000018202"," znf609b","ENSCHAG00000018202",105892919,"protein_coding","Atlantic herring",6,18.834058,"zinc finger protein 609 [Source:NCBI gene;Acc:105892919]",41.49,1,68817,4236,4949,353,4,8
"ENSCHAG00000018218"," trip4","ENSCHAG00000018218",105892940,"protein_coding","Atlantic herring",6,18.906868,"thyroid hormone receptor interactor 4 [Source:NCBI gene;Acc:105892940]",43.21,2,46380,1719,2327,294,312,13
"ENSCHAG00000018269"," ADAMTS7","ENSCHAG00000018269",NA,"protein_coding","Atlantic herring",6,18.955702,"ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]",43.37,10,113841,5142,5292,416,149,25
"ENSCHAG00000019101"," rxfp3.3a2","ENSCHAG00000019101",NA,"protein_coding","Atlantic herring",6,19.07036,"relaxin family peptide receptor 3.3a2 [Source:ZFIN;Acc:ZDB-GENE-121030-2]",42.47,1,2010,1239,1239,NA,NA,3
"ENSCHAG00000019148"," drd4b","ENSCHAG00000019148",105892881,"protein_coding","Atlantic herring",6,19.092325,"dopamine receptor D4 [Source:NCBI gene;Acc:105892881]",42.7,1,3425,1194,1194,NA,NA,4
"ENSCHAG00000019155"," sirt3","ENSCHAG00000019155",105892937,"protein_coding","Atlantic herring",6,19.099173,"sirtuin 3 [Source:NCBI gene;Acc:105892937]",41.18,1,4074,1074,1377,150.5,NA,9
"ENSCHAG00000007010"," mvb12bb","ENSCHAG00000007010",NA,"protein_coding","Atlantic herring",7,23.847878,"multivesicular body subunit 12Bb [Source:ZFIN;Acc:ZDB-GENE-080414-2]",47.19,1,53342,828,1911,276,528,10
"ENSCHAG00000007017"," lmx1bb","ENSCHAG00000007017",NA,"protein_coding","Atlantic herring",7,23.920279,"LIM homeobox transcription factor 1, beta b [Source:ZFIN;Acc:ZDB-GENE-050114-2]",48.49,2,91977,729,729,NA,NA,5
"ENSCHAG00000007135"," zbtb34","ENSCHAG00000007135",105905306,"protein_coding","Atlantic herring",7,24.091777,"zinc finger and BTB domain containing 34 [Source:NCBI gene;Acc:105905306]",69.24,1,1631,1632,1632,NA,NA,1
"ENSCHAG00000007191"," ralgps1","ENSCHAG00000007191",NA,"protein_coding","Atlantic herring",7,24.102961,"Ral GEF with PH domain and SH3 binding motif 1 [Source:NCBI gene;Acc:100101642]",48.79,7,149932,1731,2134,89,402,15
"ENSCHAG00000008718"," angptl2b","ENSCHAG00000008718",105905313,"protein_coding","Atlantic herring",7,24.155001,"angiopoietin-related protein 2-like [Source:NCBI gene;Acc:105905313]",48.53,3,27917,1590,3151,436,1123,5
"ENSCHAG00000016998"," adrb3a","ENSCHAG00000016998",NA,"protein_coding","Atlantic herring",7,26.915926,"adrenoceptor beta 3a [Source:ZFIN;Acc:ZDB-GENE-080917-21]",43.72,1,24069,1380,2515,NA,1134,2
"ENSCHAG00000017006"," npm2a","ENSCHAG00000017006",NA,"protein_coding","Atlantic herring",7,26.945463,"nucleophosmin/nucleoplasmin, 2a [Source:ZFIN;Acc:ZDB-GENE-060810-57]",40.03,2,1895,414,642,2,287.5,4
"ENSCHAG00000017021"," got1l1","ENSCHAG00000017021",105895275,"protein_coding","Atlantic herring",7,26.947848,"aspartate aminotransferase, cytoplasmic-like [Source:NCBI gene;Acc:105895275]",44.96,1,4525,1203,1203,NA,NA,8
"ENSCHAG00000017087"," prlhr2a","ENSCHAG00000017087",105895297,"protein_coding","Atlantic herring",7,26.976427,"prolactin-releasing peptide receptor-like [Source:NCBI gene;Acc:105895297]",47.85,2,6277,1068,1068,NA,NA,3
"ENSCHAG00000017179"," adgra2","ENSCHAG00000017179",NA,"protein_coding","Atlantic herring",7,27.0248,"adhesion G protein-coupled receptor A2 [Source:NCBI gene;Acc:560700]",49.57,5,64079,3675,5905,854,2229,18
"ENSCHAG00000018351"," pdlim2","ENSCHAG00000018351",NA,"protein_coding","Atlantic herring",7,27.095065,"PDZ and LIM domain 2 (mystique) [Source:ZFIN;Acc:ZDB-GENE-070308-4]",50.47,1,47080,987,1027,39,NA,9
"ENSCHAG00000018358"," sorbs3","ENSCHAG00000018358",NA,"protein_coding","Atlantic herring",7,27.154889,"sorbin and SH3 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-050327-1]",45.98,1,39136,2364,3472,453,199,20
"ENSCHAG00000018364"," sytl1","ENSCHAG00000018364",NA,"protein_coding","Atlantic herring",7,27.196219,"synaptotagmin-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-439]",43.54,1,13190,1605,3476,29,1840,14
"ENSCHAG00000000295"," ebf2","ENSCHAG00000000295",NA,"protein_coding","Atlantic herring",7,27.789192,"EBF transcription factor 2 [Source:NCBI gene;Acc:30692]",46.8,1,30819,1779,2323,510,32,15
"ENSCHAG00000001526"," ank1a","ENSCHAG00000001526",NA,"protein_coding","Atlantic herring",7,28.012625,"ankyrin 1, erythrocytic a [Source:ZFIN;Acc:ZDB-GENE-041010-44]",47.44,10,63280,4371,5287,519.5,999,35
"ENSCHAG00000008415"," msi2a","ENSCHAG00000008415",NA,"protein_coding","Atlantic herring",8,20.325406,"musashi RNA-binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-030826-25]",48.22,6,255158,1002,1217.5,227,34,12.5
"ENSCHAG00000009272"," nf1b","ENSCHAG00000009272",NA,"protein_coding","Atlantic herring",8,20.593279,"neurofibromin 1b [Source:ZFIN;Acc:ZDB-GENE-091111-4]",46.14,5,65210,8163,8206,42,NA,57
"ENSCHAG00000022972"," DYNC2H1","ENSCHAG00000022972",NA,"protein_coding","Atlantic herring",9,3.772498,"dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]",47.89,6,168639,12570,12841,134.5,NA,90.5
"ENSCHAG00000015279"," osbpl9","ENSCHAG00000015279",105898331,"protein_coding","Atlantic herring",10,14.872002,"oxysterol binding protein like 9 [Source:NCBI gene;Acc:105898331]",43.6,10,60056,2182.5,2360,NA,298,23
"ENSCHAG00000016498"," cirbpa","ENSCHAG00000016498",NA,"protein_coding","Atlantic herring",10,14.920111,"cold inducible RNA binding protein a [Source:ZFIN;Acc:ZDB-GENE-050417-329]",53.85,1,779,420,420,NA,NA,2
"ENSCHAG00000016604"," tor3a","ENSCHAG00000016604",105898305,"protein_coding","Atlantic herring",10,14.966313,"torsin family 3 member A [Source:NCBI gene;Acc:105898305]",42.08,1,3991,1104,1815,31,NA,8
"ENSCHAG00000016619"," calr","ENSCHAG00000016619",NA,"protein_coding","Atlantic herring",10,14.972373,"calreticulin [Source:ZFIN;Acc:ZDB-GENE-030131-4042]",43.82,1,3872,1278,1278,NA,NA,9
