"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000009273"," utp4","ENSCHAG00000009273",NA,"protein_coding","Atlantic herring",3,21.191652,"UTP4 small subunit processome component [Source:ZFIN;Acc:ZDB-GENE-040426-2466]",43.91,1,9452,2067,2663,187,219,17
"ENSCHAG00000009339"," chtf8","ENSCHAG00000009339",NA,"protein_coding","Atlantic herring",3,21.201202,"CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050419-148]",42.82,2,1440,381,869.5,216,379,2.5
"ENSCHAG00000009365"," has3","ENSCHAG00000009365",105913413,"protein_coding","Atlantic herring",3,21.206789,"hyaluronan synthase 3 [Source:NCBI gene;Acc:105913413]",54.17,1,3006,1692,1692,NA,NA,3
"ENSCHAG00000009384"," tango6","ENSCHAG00000009384",NA,"protein_coding","Atlantic herring",3,21.217567,"transport and golgi organization 6 homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-050419-237]",45.94,2,27861,3414,4782,123,1243,18.5
"ENSCHAG00000009571"," adck2","ENSCHAG00000009571",NA,"protein_coding","Atlantic herring",3,21.322547,"aarF domain containing kinase 2 [Source:ZFIN;Acc:ZDB-GENE-131121-369]",43.87,1,5711,1833,1833,NA,NA,9
"ENSCHAG00000009667"," DENND2A","ENSCHAG00000009667",NA,"protein_coding","Atlantic herring",3,21.32974,"DENN domain containing 2A [Source:HGNC Symbol;Acc:HGNC:22212]",43.91,5,38561,2859,3950,147,259,20
"ENSCHAG00000010099"," TEAD4","ENSCHAG00000010099",NA,"protein_coding","Atlantic herring",3,21.375931,"TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]",47.37,8,23289,1170,2282,264,1015,11
"ENSCHAG00000010666"," mrps35","ENSCHAG00000010666",105913387,"protein_coding","Atlantic herring",3,21.426096,"mitochondrial ribosomal protein S35 [Source:NCBI gene;Acc:105913387]",42.05,1,6958,1008,1350,66,274,8
"ENSCHAG00000010676"," kcnq1.2","ENSCHAG00000010676",NA,"protein_coding","Atlantic herring",3,21.433257,"potassium voltage-gated channel, KQT-like subfamily, member 1.2 [Source:ZFIN;Acc:ZDB-GENE-130530-935]",46.01,6,141647,2127,3749,320,979,17
"ENSCHAG00000010926"," cdkn1bb","ENSCHAG00000010926",105913428,"protein_coding","Atlantic herring",3,21.583911,"cyclin-dependent kinase inhibitor 1B-like [Source:NCBI gene;Acc:105913428]",39.19,1,4158,570,2917,299,1022.5,3
"ENSCHAG00000010940"," yars2","ENSCHAG00000010940",NA,"protein_coding","Atlantic herring",3,21.589499,"tyrosyl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030131-6268]",42.74,1,4950,1593,2325,287,443,5
"ENSCHAG00000010950"," pparaa","ENSCHAG00000010950",NA,"protein_coding","Atlantic herring",3,21.602008,"peroxisome proliferator-activated receptor alpha b [Source:ZFIN;Acc:ZDB-GENE-990415-211]",47.24,6,13082,1407,1440,37,NA,6.5
"ENSCHAG00000016981"," abtb2b","ENSCHAG00000016981",NA,"protein_coding","Atlantic herring",3,25.853761,"ankyrin repeat and BTB (POZ) domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-100422-14]",48.92,3,51624,3132,4632,378.5,740,18
"ENSCHAG00000017077"," BRSK2","ENSCHAG00000017077",NA,"protein_coding","Atlantic herring",3,25.908955,"BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]",48.95,6,230240,2028,2508,479,164,19
"ENSCHAG00000017273"," ldha","ENSCHAG00000017273",105908805,"protein_coding","Atlantic herring",3,26.150351,"L-lactate dehydrogenase A chain [Source:NCBI gene;Acc:105908805]",42.79,3,13826,999,1309,129,60,8
"ENSCHAG00000017309"," tsg101a","ENSCHAG00000017309",NA,"protein_coding","Atlantic herring",3,26.166579,"tumor susceptibility 101a [Source:ZFIN;Acc:ZDB-GENE-030217-1]",44.6,3,4876,1125,1125,NA,NA,9
"ENSCHAG00000017411"," zgc:123278","ENSCHAG00000017411",NA,"protein_coding","Atlantic herring",3,26.172952,"zgc:123278 [Source:ZFIN;Acc:ZDB-GENE-051127-21]",40.73,1,878,396,396,NA,NA,4
"ENSCHAG00000017435"," hrasa","ENSCHAG00000017435",105908806,"protein_coding","Atlantic herring",3,26.176413,"HRas proto-oncogene, GTPase [Source:NCBI gene;Acc:105908806]",42.42,1,15132,570,2426,263.5,662.5,6
"ENSCHAG00000021482"," aar2","ENSCHAG00000021482",NA,"protein_coding","Atlantic herring",4,0.116585,"AAR2 splicing factor [Source:ZFIN;Acc:ZDB-GENE-040704-68]",45.42,1,4940,1161,2723,134,605,5
"ENSCHAG00000021497"," prpf6","ENSCHAG00000021497",105912748,"protein_coding","Atlantic herring",4,0.124047,"pre-mRNA processing factor 6 [Source:NCBI gene;Acc:105912748]",48.3,4,21969,2949,3452,69,448,22
"ENSCHAG00000001194"," uckl1b","ENSCHAG00000001194",105912750,"protein_coding","Atlantic herring",4,0.198077,"uridine-cytidine kinase 1 like 1 [Source:NCBI gene;Acc:105912750]",46.73,10,35669,1605,2625,721,1007,14.5
"ENSCHAG00000002017"," zbtb46","ENSCHAG00000002017",NA,"protein_coding","Atlantic herring",4,0.25929,"zinc finger and BTB domain containing 46 [Source:ZFIN;Acc:ZDB-GENE-090313-352]",49.5,1,90315,1962,2876,456,NA,5
"ENSCHAG00000002046"," si:rp71-79p20.2","ENSCHAG00000002046",NA,"protein_coding","Atlantic herring",4,0.36292,"si:rp71-79p20.2 [Source:ZFIN;Acc:ZDB-GENE-030616-83]",48.14,2,73428,1594.5,1594.5,NA,NA,8
"ENSCHAG00000025774"," magi1a","ENSCHAG00000025774",NA,"protein_coding","Atlantic herring",4,11.10473,"membrane associated guanylate kinase, WW and PDZ domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-081105-13]",46.69,8,104874,3687,5054,788,724,23
"ENSCHAG00000025873"," rho","ENSCHAG00000025873",105899021,"protein_coding","Atlantic herring",4,11.217242,"rhodopsin [Source:NCBI gene;Acc:105899021]",57.67,1,1055,1056,1056,NA,NA,1
"ENSCHAG00000026024"," qars1","ENSCHAG00000026024",105899044,"protein_coding","Atlantic herring",4,11.371449,"glutaminyl-tRNA synthetase 1 [Source:NCBI gene;Acc:105899044]",42.54,9,10166,2230.5,2493.5,NA,277,23
"ENSCHAG00000026767"," espn","ENSCHAG00000026767",NA,"protein_coding","Atlantic herring",4,11.38439,"espin [Source:ZFIN;Acc:ZDB-GENE-081105-173]",44.4,1,45785,2466,2466,NA,NA,14
"ENSCHAG00000026775"," HES2","ENSCHAG00000026775",NA,"protein_coding","Atlantic herring",4,11.44356,"hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]",41.89,1,1319,597,1096,NA,498,3
"ENSCHAG00000026777"," HES2","ENSCHAG00000026777",NA,"protein_coding","Atlantic herring",4,11.454778,"hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]",46.31,1,867,522,522,NA,NA,4
"ENSCHAG00000026796"," acot7","ENSCHAG00000026796",105899067,"protein_coding","Atlantic herring",4,11.45656,"acyl-CoA thioesterase 7 [Source:NCBI gene;Acc:105899067]",45.5,9,69367,1035,1569,640,389,9
"ENSCHAG00000024478"," sulf2b","ENSCHAG00000024478",NA,"protein_coding","Atlantic herring",4,17.678738,"sulfatase 2b [Source:ZFIN;Acc:ZDB-GENE-030131-775]",47.16,10,124937,2679,2854,51,3466.5,20
"ENSCHAG00000024718"," si:ch211-218g4.2","ENSCHAG00000024718",NA,"protein_coding","Atlantic herring",4,17.804439,"si:ch211-218g4.2 [Source:ZFIN;Acc:ZDB-GENE-090312-60]",48.86,1,81121,3546,3546,NA,NA,11
"ENSCHAG00000024739"," phf20b","ENSCHAG00000024739",105906431,"protein_coding","Atlantic herring",4,17.969066,"PHD finger protein 20 [Source:NCBI gene;Acc:105906431]",43.97,3,11775,3003,3384,189.5,NA,18
"ENSCHAG00000022216"," si:ch211-263k4.2","ENSCHAG00000022216",NA,"protein_coding","Atlantic herring",4,30.968093,"si:ch211-263k4.2 [Source:ZFIN;Acc:ZDB-GENE-081104-207]",48.62,2,198795,3666,6969,195,3106,19
"ENSCHAG00000022297"," tprg1l","ENSCHAG00000022297",105912011,"protein_coding","Atlantic herring",4,31.168796,"tumor protein p63 regulated 1 like [Source:NCBI gene;Acc:105912011]",45.11,2,11346,852,4364,505,3005,4.5
"ENSCHAG00000022313"," wrap73","ENSCHAG00000022313",NA,"protein_coding","Atlantic herring",4,31.181188,"WD repeat containing, antisense to TP73 [Source:ZFIN;Acc:ZDB-GENE-030131-6313]",48.46,5,22041,1359,1513,76,NA,12
"ENSCHAG00000001665"," skia","ENSCHAG00000001665",NA,"protein_coding","Atlantic herring",4,31.620552,"v-ski avian sarcoma viral oncogene homolog a [Source:ZFIN;Acc:ZDB-GENE-990715-9]",48.36,2,87627,2193,2193,NA,NA,7.5
"ENSCHAG00000001641"," ptprga","ENSCHAG00000001641",NA,"protein_coding","Atlantic herring",5,6.669743,"protein tyrosine phosphatase receptor type Ga [Source:ZFIN;Acc:ZDB-GENE-101101-4]",47.51,10,202063,4068,4188,312,119,30.5
"ENSCHAG00000009456"," FHIT","ENSCHAG00000009456",NA,"protein_coding","Atlantic herring",5,6.895819,"fragile histidine triad diadenosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3701]",42.25,2,164595,453,912,53,157,7
"ENSCHAG00000002204"," pkma","ENSCHAG00000002204",NA,"protein_coding","Atlantic herring",6,3.276914,"pyruvate kinase M1/2a [Source:ZFIN;Acc:ZDB-GENE-031201-4]",48.93,10,14907,1626,3056,NA,1429,11
"ENSCHAG00000004887"," DHDH","ENSCHAG00000004887",105903492,"protein_coding","Atlantic herring",6,3.294431,"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like [Source:NCBI gene;Acc:105903492]",42.59,1,6003,1005,1179,69,103,7
"ENSCHAG00000004909"," dhdhl","ENSCHAG00000004909",NA,"protein_coding","Atlantic herring",6,3.43862,"dihydrodiol dehydrogenase (dimeric), like [Source:ZFIN;Acc:ZDB-GENE-040426-2180]",47.12,1,6360,1008,1008,NA,NA,7
"ENSCHAG00000005183"," hcn4","ENSCHAG00000005183",NA,"protein_coding","Atlantic herring",6,3.511032,"hyperpolarization activated cyclic nucleotide-gated potassium channel 4 [Source:ZFIN;Acc:ZDB-GENE-050420-360]",48.28,2,123829,3303,4026,722,NA,8.5
"ENSCHAG00000005212"," nptnb","ENSCHAG00000005212",NA,"protein_coding","Atlantic herring",6,3.644994,"neuroplastin b [Source:ZFIN;Acc:ZDB-GENE-040426-1821]",45.37,2,44587,1035,3045,702,652.5,8.5
"ENSCHAG00000011336"," elp4","ENSCHAG00000011336",105899797,"protein_coding","Atlantic herring",6,15.168903,"elongator acetyltransferase complex subunit 4 [Source:NCBI gene;Acc:105899797]",46.84,8,54502,1231.5,1307.5,23,151,10
"ENSCHAG00000011631"," pax6b","ENSCHAG00000011631",105899754,"protein_coding","Atlantic herring",6,15.228319,"paired box protein Pax-6 [Source:NCBI gene;Acc:105899754]",40.2,8,20336,1338,3072,149,1056,11
"ENSCHAG00000013051"," rcn1","ENSCHAG00000013051",105899744,"protein_coding","Atlantic herring",6,15.267731,"reticulocalbin 1 [Source:NCBI gene;Acc:105899744]",43.31,2,5683,537,1423,306.5,999,6.5
"ENSCHAG00000013087"," mctp2b","ENSCHAG00000013087",NA,"protein_coding","Atlantic herring",6,15.290725,"multiple C2 domains, transmembrane 2b [Source:ZFIN;Acc:ZDB-GENE-050506-136]",41.99,4,16142,2607,3640,97,934,21
"ENSCHAG00000013316"," mef2ab","ENSCHAG00000013316",NA,"protein_coding","Atlantic herring",6,15.311437,"myocyte enhancer factor 2A [Source:HGNC Symbol;Acc:HGNC:6993]",42.44,4,25547,1428,4451,119,2782,10.5
"ENSCHAG00000013392"," lrrc28","ENSCHAG00000013392",105899790,"protein_coding","Atlantic herring",6,15.341538,"leucine rich repeat containing 28 [Source:NCBI gene;Acc:105899790]",44.12,1,16344,1101,3469,204,1957,10
"ENSCHAG00000013423"," tent4b","ENSCHAG00000013423",NA,"protein_coding","Atlantic herring",6,15.362784,"terminal nucleotidyltransferase 4B [Source:ZFIN;Acc:ZDB-GENE-041021-2]",46.05,5,24230,1731,2231,469,NA,10
"ENSCHAG00000013738"," adcy7","ENSCHAG00000013738",NA,"protein_coding","Atlantic herring",6,15.411752,"adenylate cyclase 7 [Source:ZFIN;Acc:ZDB-GENE-040713-1]",43.76,3,26723,3327,3837,509,NA,25
"ENSCHAG00000013986"," brd7","ENSCHAG00000013986",105899788,"protein_coding","Atlantic herring",6,15.439925,"bromodomain containing 7 [Source:NCBI gene;Acc:105899788]",43.64,2,11052,1944,2201,147,108,16.5
"ENSCHAG00000014022"," nkd1","ENSCHAG00000014022",NA,"protein_coding","Atlantic herring",6,15.504051,"NKD inhibitor of WNT signaling pathway 1 [Source:NCBI gene;Acc:751108]",47.82,1,30216,1449,3422,972,999,10
"ENSCHAG00000012416"," zdhhc1","ENSCHAG00000012416",105899738,"protein_coding","Atlantic herring",6,17.128907,"zinc finger DHHC-type containing 1 [Source:NCBI gene;Acc:105899738]",43.56,1,13585,1761,2635,10,862,10
"ENSCHAG00000012436"," tppp3","ENSCHAG00000012436",105899794,"protein_coding","Atlantic herring",6,17.149711,"tubulin polymerization promoting protein family member 3 [Source:NCBI gene;Acc:105899794]",43.46,2,6823,534,1640,117,869,4
"ENSCHAG00000012536"," plekhg4","ENSCHAG00000012536",NA,"protein_coding","Atlantic herring",6,17.171259,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-4824]",46.64,4,47804,6180,7437,NA,1172,23
"ENSCHAG00000013270"," slc9a5","ENSCHAG00000013270",NA,"protein_coding","Atlantic herring",6,17.260712,"solute carrier family 9 member A5 [Source:ZFIN;Acc:ZDB-GENE-080225-43]",42.51,2,26028,2904,5113,NA,2208,14.5
"ENSCHAG00000013415"," fhod1","ENSCHAG00000013415",NA,"protein_coding","Atlantic herring",6,17.288228,"formin homology 2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-110623-4]",44.63,8,41111,3507,3544,NA,36,21.5
"ENSCHAG00000014090"," rfx7a","ENSCHAG00000014090",NA,"protein_coding","Atlantic herring",6,17.333089,"regulatory factor X7a [Source:ZFIN;Acc:ZDB-GENE-100309-3]",46.21,1,23653,4824,5152,327,NA,9
"ENSCHAG00000014106"," tex9","ENSCHAG00000014106",NA,"protein_coding","Atlantic herring",6,17.356757,"testis expressed 9 [Source:ZFIN;Acc:ZDB-GENE-110623-3]",37.51,2,4192,1188,1340,75,NA,11.5
"ENSCHAG00000014156"," calml4a","ENSCHAG00000014156",NA,"protein_coding","Atlantic herring",6,17.361098,"calmodulin-like 4a [Source:ZFIN;Acc:ZDB-GENE-081022-9]",36.04,1,2796,537,944,NA,406,5
"ENSCHAG00000014165"," cln6a","ENSCHAG00000014165",105899748,"protein_coding","Atlantic herring",6,17.364641,"CLN6 transmembrane ER protein [Source:NCBI gene;Acc:105899748]",37.37,2,2734,903,1194,290,NA,7
"ENSCHAG00000014240"," hipk3b","ENSCHAG00000014240",NA,"protein_coding","Atlantic herring",6,17.374426,"homeodomain interacting protein kinase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-82]",45.02,7,42280,3786,3826.5,82,NA,17
"ENSCHAG00000017711"," cenpn","ENSCHAG00000017711",NA,"protein_coding","Atlantic herring",6,18.294922,"centromere protein N [Source:ZFIN;Acc:ZDB-GENE-030616-408]",40.65,2,12561,978,6317,131,494.5,12
"ENSCHAG00000017773"," atmin","ENSCHAG00000017773",NA,"protein_coding","Atlantic herring",6,18.29842,"ATM interactor [Source:ZFIN;Acc:ZDB-GENE-030616-220]",41.15,1,9063,2439,5717,362,2339,6
"ENSCHAG00000017805"," CIBAR2","ENSCHAG00000017805",NA,"protein_coding","Atlantic herring",6,18.335738,"family with sequence similarity 92 member B [Source:HGNC Symbol;Acc:HGNC:24781]",39.05,1,4222,960,1323,58,303,8
"ENSCHAG00000017820"," gse1","ENSCHAG00000017820",105892928,"protein_coding","Atlantic herring",6,18.361429,"Gse1 coiled-coil protein [Source:NCBI gene;Acc:105892928]",48.98,5,238337,3936,7836,607,705,17
"ENSCHAG00000001855"," cmlc1","ENSCHAG00000001855",NA,"protein_coding","Atlantic herring",7,30.667257,"cardiac myosin light chain-1 [Source:ZFIN;Acc:ZDB-GENE-030522-1]",51.44,1,2192,600,1644,492,550,2
"ENSCHAG00000001908"," ak5l","ENSCHAG00000001908",NA,"protein_coding","Atlantic herring",7,30.717554,"adenylate kinase 5, like [Source:ZFIN;Acc:ZDB-GENE-050410-2]",46.39,8,15704,597,666,615.5,NA,5
"ENSCHAG00000002949"," qsox2","ENSCHAG00000002949",NA,"protein_coding","Atlantic herring",7,30.760816,"quiescin Q6 sulfhydryl oxidase 2 [Source:ZFIN;Acc:ZDB-GENE-110203-4]",47.39,5,20394,2010,2380,448.5,NA,14
"ENSCHAG00000003422"," plpp7a","ENSCHAG00000003422",NA,"protein_coding","Atlantic herring",7,30.828175,"phospholipid phosphatase 7a (inactive) [Source:NCBI gene;Acc:402958]",43.65,2,18153,870,2012.5,141.5,999,2
"ENSCHAG00000003437"," edf1","ENSCHAG00000003437",105912055,"protein_coding","Atlantic herring",7,30.850861,"endothelial differentiation-related factor 1 homolog [Source:NCBI gene;Acc:105912055]",40.14,2,6115,444,1575,777,352,5
"ENSCHAG00000026564"," ROBO1","ENSCHAG00000026564",NA,"protein_coding","Atlantic herring",8,10.951215,"roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]",46.99,10,183941,4620,4911,183,299,25.5
"ENSCHAG00000022277"," sgcd","ENSCHAG00000022277",105900348,"protein_coding","Atlantic herring",8,19.016434,"sarcoglycan delta [Source:NCBI gene;Acc:105900348]",46.36,2,135947,981,1422,394,45,6.5
"ENSCHAG00000022331"," si:dkeyp-23e4.3","ENSCHAG00000022331",NA,"protein_coding","Atlantic herring",8,19.250663,"si:dkeyp-23e4.3 [Source:ZFIN;Acc:ZDB-GENE-091118-19]",48.65,1,21560,3162,4171,NA,1008,14
"ENSCHAG00000022374"," rars1","ENSCHAG00000022374",105892112,"protein_coding","Atlantic herring",8,19.280311,"arginyl-tRNA synthetase 1 [Source:NCBI gene;Acc:105892112]",44.33,5,22235,1974,2162,155,187,15
"ENSCHAG00000009705"," CLPB","ENSCHAG00000009705",NA,"protein_coding","Atlantic herring",9,29.245085,"ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:HGNC Symbol;Acc:HGNC:30664]",47.62,3,37145,1356,2633,57,NA,13
"ENSCHAG00000010163"," phox2a","ENSCHAG00000010163",105913020,"protein_coding","Atlantic herring",9,29.295026,"paired mesoderm homeobox protein 2A-like [Source:NCBI gene;Acc:105913020]",43.37,1,2554,873,873,NA,NA,3
"ENSCHAG00000010235"," anapc15","ENSCHAG00000010235",105913025,"protein_coding","Atlantic herring",9,29.346604,"anaphase promoting complex subunit 15 [Source:NCBI gene;Acc:105913025]",48.11,1,5333,366,1082,140,433,5
"ENSCHAG00000010287"," farsb","ENSCHAG00000010287",NA,"protein_coding","Atlantic herring",9,29.486322,"phenylalanyl-tRNA synthetase subunit beta [Source:ZFIN;Acc:ZDB-GENE-021206-2]",46.98,3,17714,1650,2058,114,292,13
"ENSCHAG00000017819"," mast2","ENSCHAG00000017819",NA,"protein_coding","Atlantic herring",10,1.808142,"microtubule associated serine/threonine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-050309-150]",45.89,2,108995,3246,3424,NA,88,24.5
"ENSCHAG00000019432"," pik3r3b","ENSCHAG00000019432",NA,"protein_coding","Atlantic herring",10,1.968218,"phosphoinositide-3-kinase, regulatory subunit 3b (gamma) [Source:ZFIN;Acc:ZDB-GENE-040426-743]",47.7,8,219205,2121,2121,433.5,NA,12
"ENSCHAG00000025724"," lrrc15","ENSCHAG00000025724",105906050,"protein_coding","Atlantic herring",10,5.6923,"leucine-rich repeat-containing protein 15-like [Source:NCBI gene;Acc:105906050]",41.28,1,3090,1653,2055,NA,401,2
