"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000023652"," skor1b","ENSCHAG00000023652",NA,"protein_coding","Atlantic herring",3,17.154002,"SKI family transcriptional corepressor 1b [Source:NCBI gene;Acc:567457]",43.71,1,5538,2199,2199,NA,NA,8
"ENSCHAG00000023667"," iqch","ENSCHAG00000023667",NA,"protein_coding","Atlantic herring",3,17.23649,"IQ motif containing H [Source:NCBI gene;Acc:567336]",48.02,1,42995,3054,3099,44,NA,19
"ENSCHAG00000023674"," aagab","ENSCHAG00000023674",NA,"protein_coding","Atlantic herring",3,17.279339,"alpha and gamma adaptin binding protein [Source:ZFIN;Acc:ZDB-GENE-040718-120]",46.72,2,5712,924,2129,602,601,9.5
"ENSCHAG00000023688"," SMAD3","ENSCHAG00000023688",105892538,"protein_coding","Atlantic herring",3,17.287858,"mothers against decapentaplegic homolog 3-like [Source:NCBI gene;Acc:105892538]",48.12,3,27998,1291.5,1429,238,NA,11
"ENSCHAG00000023735"," smad6b","ENSCHAG00000023735",NA,"protein_coding","Atlantic herring",3,17.490261,"SMAD family member 6b [Source:ZFIN;Acc:ZDB-GENE-050419-198]",47.84,2,41175,1482,1983,NA,500,4.5
"ENSCHAG00000023757"," rpl4","ENSCHAG00000023757",105892495,"protein_coding","Atlantic herring",3,17.540126,"ribosomal protein L4 [Source:NCBI gene;Acc:105892495]",45,1,5339,1137,1403,213,51,10
"ENSCHAG00000000117"," zwilch","ENSCHAG00000000117",NA,"protein_coding","Atlantic herring",3,17.545561,"zwilch kinetochore protein [Source:NCBI gene;Acc:336439]",42.71,1,12491,1794,2249,325,63.5,19
"ENSCHAG00000000142"," lctlb","ENSCHAG00000000142",105892386,"protein_coding","Atlantic herring",3,17.553744,"lactase-like protein [Source:NCBI gene;Acc:105892386]",43.71,2,12670,1732.5,1732.5,NA,NA,13.5
"ENSCHAG00000000160"," snapc5","ENSCHAG00000000160",105892507,"protein_coding","Atlantic herring",3,17.569062,"small nuclear RNA activating complex polypeptide 5 [Source:NCBI gene;Acc:105892507]",46.44,1,3554,369,1477,52,673,5
"ENSCHAG00000000220"," map2k1","ENSCHAG00000000220",NA,"protein_coding","Atlantic herring",3,17.633231,"mitogen-activated protein kinase kinase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2759]",48.07,3,20398,1185,1546,107.5,143,10
"ENSCHAG00000000584"," megf11","ENSCHAG00000000584",NA,"protein_coding","Atlantic herring",3,17.702013,"multiple EGF-like-domains 11 [Source:ZFIN;Acc:ZDB-GENE-060503-252]",48.18,6,129230,2961,2961,478,52,21.5
"ENSCHAG00000002433"," rab11a","ENSCHAG00000002433",105892497,"protein_coding","Atlantic herring",3,17.833458,"RAB11A, member RAS oncogene family [Source:NCBI gene;Acc:105892497]",44.88,7,12890,630,4521,395,3890,5
"ENSCHAG00000003270"," dennd4a","ENSCHAG00000003270",NA,"protein_coding","Atlantic herring",3,17.848662,"DENN/MADD domain containing 4A [Source:ZFIN;Acc:ZDB-GENE-060503-285]",49.98,8,53779,4965,5599,284.5,999,28
"ENSCHAG00000003677"," slc24a1","ENSCHAG00000003677",NA,"protein_coding","Atlantic herring",3,17.887509,"solute carrier family 24 member 1 [Source:ZFIN;Acc:ZDB-GENE-060503-191]",48.44,4,33052,2431.5,4032.5,175,1433,9.5
"ENSCHAG00000027610"," klhl17","ENSCHAG00000027610",NA,"protein_coding","Atlantic herring",4,14.882309,"kelch-like family member 17 [Source:ZFIN;Acc:ZDB-GENE-030131-8131]",45.81,2,23073,1779,4899,465.5,2186,12
"ENSCHAG00000027620"," noc2l","ENSCHAG00000027620",105899053,"protein_coding","Atlantic herring",4,14.907409,"NOC2 like nucleolar associated transcriptional repressor [Source:NCBI gene;Acc:105899053]",48.34,6,28195,2082,2499.5,163,706,15
"ENSCHAG00000027642"," samd11","ENSCHAG00000027642",NA,"protein_coding","Atlantic herring",4,14.937961,"sterile alpha motif domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-060428-2]",49.44,4,61624,2181,3354,19,698,12
"ENSCHAG00000027649"," rerea","ENSCHAG00000027649",NA,"protein_coding","Atlantic herring",4,15.052593,"arginine-glutamic acid dipeptide (RE) repeats a [Source:ZFIN;Acc:ZDB-GENE-060718-1]",48.22,3,159216,5004,8058,143,2429,20
"ENSCHAG00000000783"," kcnd3","ENSCHAG00000000783",NA,"protein_coding","Atlantic herring",4,26.180513,"potassium voltage-gated channel, Shal-related subfamily, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5626]",47.13,3,81031,1920,2881,351,256,7
"ENSCHAG00000001573"," scube3","ENSCHAG00000001573",NA,"protein_coding","Atlantic herring",4,26.303002,"signal peptide, CUB domain, EGF-like 3 [Source:ZFIN;Acc:ZDB-GENE-060717-1]",47.3,10,76865,2898,3087,550,NA,22
"ENSCHAG00000001981"," si:ch211-66i15.5","ENSCHAG00000001981",NA,"protein_coding","Atlantic herring",4,28.69798,"si:ch211-66i15.5 [Source:ZFIN;Acc:ZDB-GENE-090313-122]",40.85,1,1781,663,663,NA,NA,7
"ENSCHAG00000003239"," plxna2","ENSCHAG00000003239",NA,"protein_coding","Atlantic herring",4,28.856243,"plexin A2 [Source:ZFIN;Acc:ZDB-GENE-090311-6]",48.43,10,116844,4405.5,4489.5,NA,2537,29
"ENSCHAG00000001665"," skia","ENSCHAG00000001665",NA,"protein_coding","Atlantic herring",4,31.620552,"v-ski avian sarcoma viral oncogene homolog a [Source:ZFIN;Acc:ZDB-GENE-990715-9]",48.36,2,87627,2193,2193,NA,NA,7.5
"ENSCHAG00000025660"," rybpb","ENSCHAG00000025660",NA,"protein_coding","Atlantic herring",5,1.129561,"RING1 and YY1 binding protein b [Source:NCBI gene;Acc:497613]",46.81,2,26102,826.5,3033.5,643,1562,5.5
"ENSCHAG00000025662"," shq1","ENSCHAG00000025662",NA,"protein_coding","Atlantic herring",5,1.170204,"SHQ1, H/ACA ribonucleoprotein assembly factor [Source:NCBI gene;Acc:567601]",48.44,1,39878,1881,3232,221,906,12
"ENSCHAG00000025668"," gxylt2","ENSCHAG00000025668",105909977,"protein_coding","Atlantic herring",5,1.218949,"glucoside xylosyltransferase 2 [Source:NCBI gene;Acc:105909977]",43.13,1,11726,1341,2675,179,1153,7
"ENSCHAG00000025680"," ppp4r2b","ENSCHAG00000025680",105909976,"protein_coding","Atlantic herring",5,1.231438,"protein phosphatase 4 regulatory subunit 2 [Source:NCBI gene;Acc:105909976]",43.22,1,6984,1356,3022,NA,1665,9
"ENSCHAG00000025689"," pdzrn3b","ENSCHAG00000025689",NA,"protein_coding","Atlantic herring",5,1.254188,"PDZ domain containing RING finger 3b [Source:NCBI gene;Acc:100005518]",48.93,4,94745,3202.5,4419,155,1079,10.5
"ENSCHAG00000025571"," cdh4","ENSCHAG00000025571",NA,"protein_coding","Atlantic herring",5,8.562684,"cadherin 4, type 1, R-cadherin (retinal) [Source:ZFIN;Acc:ZDB-GENE-991207-1]",45.97,10,205724,2508,4604,244,2095,14.5
"ENSCHAG00000026215"," kcnk15","ENSCHAG00000026215",NA,"protein_coding","Atlantic herring",5,8.893257,"potassium channel, subfamily K, member 15 [Source:ZFIN;Acc:ZDB-GENE-080220-30]",54.59,1,1545,897,897,NA,NA,3
"ENSCHAG00000003411"," pkp1b","ENSCHAG00000003411",NA,"protein_coding","Atlantic herring",5,13.285902,"plakophilin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-417]",43.77,1,15742,2466,3837,239,1130,13
"ENSCHAG00000003507"," tnnt2b","ENSCHAG00000003507",NA,"protein_coding","Atlantic herring",5,13.316281,"troponin T type 2b (cardiac) [Source:ZFIN;Acc:ZDB-GENE-091106-2]",43.1,1,6145,594,1171,576,NA,7
"ENSCHAG00000003533"," tnni1b","ENSCHAG00000003533",NA,"protein_coding","Atlantic herring",5,13.331916,"troponin I type 1b (skeletal, slow) [Source:ZFIN;Acc:ZDB-GENE-041212-37]",45.48,2,3546,595.5,974.5,NA,188.5,6.5
"ENSCHAG00000003604"," csrp1b","ENSCHAG00000003604",105907616,"protein_coding","Atlantic herring",5,13.342891,"cysteine and glycine-rich protein 1-like [Source:NCBI gene;Acc:105907616]",45.35,1,9514,576,2374,398,999,6
"ENSCHAG00000003705"," nav1b","ENSCHAG00000003705",NA,"protein_coding","Atlantic herring",5,13.412284,"neuron navigator 1b [Source:ZFIN;Acc:ZDB-GENE-120215-84]",47.43,6,149803,5427,7050,NA,1622,28.5
"ENSCHAG00000005891"," mybphb","ENSCHAG00000005891",NA,"protein_coding","Atlantic herring",5,13.56519,"myosin binding protein Hb [Source:ZFIN;Acc:ZDB-GENE-030131-9794]",45.23,2,21278,1533,2698,142,510,11.5
"ENSCHAG00000018885"," txnrd3","ENSCHAG00000018885",105901877,"protein_coding","Atlantic herring",5,19.294711,"thioredoxin reductase 3 [Source:NCBI gene;Acc:105901877]",43.86,10,15360,1692,1692,472,3436,15
"ENSCHAG00000021732"," PLXNA1","ENSCHAG00000021732",NA,"protein_coding","Atlantic herring",5,19.413164,"plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]",48.74,6,66357,3591,3834,104,999,24.5
"ENSCHAG00000014629"," arhgef37","ENSCHAG00000014629",NA,"protein_coding","Atlantic herring",6,9.830994,"Rho guanine nucleotide exchange factor (GEF) 37 [Source:ZFIN;Acc:ZDB-GENE-100514-3]",47.38,1,19438,2007,4039,NA,2031,13
"ENSCHAG00000014782"," slit3","ENSCHAG00000014782",NA,"protein_coding","Atlantic herring",6,9.905168,"slit homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-010306-4]",47.94,10,171834,4374,4486,NA,111,32
"ENSCHAG00000000301"," irx5a","ENSCHAG00000000301",105899764,"protein_coding","Atlantic herring",6,16.639956,"iroquois homeobox 5 [Source:NCBI gene;Acc:105899764]",43.71,1,2758,1344,1344,NA,NA,3
"ENSCHAG00000000320"," irx6a","ENSCHAG00000000320",NA,"protein_coding","Atlantic herring",6,16.763544,"iroquois homeobox 6a [Source:ZFIN;Acc:ZDB-GENE-040712-5]",41.21,1,5432,1497,2502,NA,501.5,7
"ENSCHAG00000001051"," mmp2","ENSCHAG00000001051",105899783,"protein_coding","Atlantic herring",6,16.819363,"matrix metallopeptidase 2 [Source:NCBI gene;Acc:105899783]",43.14,9,13480,1965,1969.5,305,NA,14
"ENSCHAG00000002835"," lpcat2","ENSCHAG00000002835",NA,"protein_coding","Atlantic herring",6,16.833907,"lysophosphatidylcholine acyltransferase 2 [Source:NCBI gene;Acc:553683]",43.09,3,10032,1536,1896,NA,359,12
"ENSCHAG00000004045"," slc6a2","ENSCHAG00000004045",105899787,"protein_coding","Atlantic herring",6,16.851506,"solute carrier family 6 member 2 [Source:NCBI gene;Acc:105899787]",41.63,10,20411,1833,2573,343.5,847,15
"ENSCHAG00000019160"," RFESD","ENSCHAG00000019160",105894403,"protein_coding","Atlantic herring",7,27.41938,"Rieske domain-containing protein-like [Source:NCBI gene;Acc:105894403]",43.85,1,3096,492,1296,134.5,532,4
"ENSCHAG00000019210"," pcsk5b","ENSCHAG00000019210",NA,"protein_coding","Atlantic herring",7,27.449127,"proprotein convertase subtilisin/kexin type 5b [Source:ZFIN;Acc:ZDB-GENE-070822-7]",48.45,10,45718,5122.5,5122.5,NA,104,32
"ENSCHAG00000020979"," foxb2","ENSCHAG00000020979",NA,"protein_coding","Atlantic herring",7,27.525091,"forkhead box B2 [Source:ZFIN;Acc:ZDB-GENE-081104-320]",54.33,1,1374,825,825,NA,NA,4
"ENSCHAG00000021136"," vps13a","ENSCHAG00000021136",NA,"protein_coding","Atlantic herring",7,27.538815,"vacuolar protein sorting 13 homolog A [Source:ZFIN;Acc:ZDB-GENE-030926-1]",48.07,9,61947,9187.5,9187.5,NA,773,63
"ENSCHAG00000024349"," gna14a","ENSCHAG00000024349",NA,"protein_coding","Atlantic herring",7,27.604446,"guanine nucleotide binding protein (G protein), alpha 14a [Source:ZFIN;Acc:ZDB-GENE-081105-76]",43.99,1,12786,1050,1679,628,NA,7
"ENSCHAG00000024356"," cep78","ENSCHAG00000024356",NA,"protein_coding","Atlantic herring",7,27.619405,"centrosomal protein 78 [Source:ZFIN;Acc:ZDB-GENE-070905-1]",45.14,1,12018,2202,2672,234,NA,16
"ENSCHAG00000024374"," naa35","ENSCHAG00000024374",NA,"protein_coding","Atlantic herring",7,27.641867,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:NCBI gene;Acc:321587]",46,4,14268,2178,2350,104,34,22.5
"ENSCHAG00000024424"," agtpbp1","ENSCHAG00000024424",NA,"protein_coding","Atlantic herring",7,27.656235,"ATP/GTP binding protein 1 [Source:NCBI gene;Acc:554164]",46.9,6,51825,3117,3592,89,1244,24
"ENSCHAG00000000295"," ebf2","ENSCHAG00000000295",NA,"protein_coding","Atlantic herring",7,27.789192,"EBF transcription factor 2 [Source:NCBI gene;Acc:30692]",46.8,1,30819,1779,2323,510,32,15
"ENSCHAG00000001526"," ank1a","ENSCHAG00000001526",NA,"protein_coding","Atlantic herring",7,28.012625,"ankyrin 1, erythrocytic a [Source:ZFIN;Acc:ZDB-GENE-041010-44]",47.44,10,63280,4371,5287,519.5,999,35
"ENSCHAG00000009069"," bcas3","ENSCHAG00000009069",NA,"protein_coding","Atlantic herring",9,14.341952,"BCAS3 microtubule associated cell migration factor [Source:ZFIN;Acc:ZDB-GENE-040426-1257]",49.35,7,243214,2694,3886,95,999,24
"ENSCHAG00000009487"," tbx4","ENSCHAG00000009487",NA,"protein_coding","Atlantic herring",9,14.618851,"T-box transcription factor 4 [Source:ZFIN;Acc:ZDB-GENE-991124-5]",42.99,1,18882,1647,3022,289,794,9
"ENSCHAG00000009519"," brip1","ENSCHAG00000009519",NA,"protein_coding","Atlantic herring",9,14.670929,"BRCA1 interacting protein C-terminal helicase 1 [Source:ZFIN;Acc:ZDB-GENE-081107-11]",48.39,6,35104,3172.5,3415,84,1140.5,19
"ENSCHAG00000021848"," il10ra","ENSCHAG00000021848",NA,"protein_coding","Atlantic herring",9,25.49528,"interleukin 10 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-070905-4]",47.16,2,3780,1602,1602,NA,NA,6
"ENSCHAG00000021916"," fxyd6","ENSCHAG00000021916",NA,"protein_coding","Atlantic herring",9,25.537976,"FXYD domain containing ion transport regulator 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5919]",45.05,1,16615,309,846,262.5,9,8
"ENSCHAG00000021923"," slc25a27","ENSCHAG00000021923",105902153,"protein_coding","Atlantic herring",9,25.558771,"solute carrier family 25 member 27 [Source:NCBI gene;Acc:105902153]",42.54,6,4583,963,1151,822,184,9.5
"ENSCHAG00000002307"," dscaml1","ENSCHAG00000002307",NA,"protein_coding","Atlantic herring",9,25.596907,"Down syndrome cell adhesion molecule like 1 [Source:ZFIN;Acc:ZDB-GENE-110601-1]",47.37,1,74536,3831,3831,NA,NA,20
"ENSCHAG00000002598"," PRLHR","ENSCHAG00000002598",NA,"protein_coding","Atlantic herring",9,25.726423,"prolactin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4464]",45.64,7,6222,1129.5,1129.5,NA,NA,4
"ENSCHAG00000003183"," gpr184","ENSCHAG00000003183",NA,"protein_coding","Atlantic herring",9,25.758169,"G protein-coupled receptor 184 [Source:ZFIN;Acc:ZDB-GENE-060929-1218]",57.59,1,968,969,969,NA,NA,1
"ENSCHAG00000003291"," prkd2","ENSCHAG00000003291",NA,"protein_coding","Atlantic herring",9,25.779377,"protein kinase D2 [Source:ZFIN;Acc:ZDB-GENE-131120-142]",47.43,9,26556,2598,3274,274,621,19
"ENSCHAG00000027331"," cyp2ae1","ENSCHAG00000027331",105907766,"protein_coding","Atlantic herring",10,19.076494,"cytochrome P450 2J2-like [Source:NCBI gene;Acc:105907766]",44.19,1,8200,1506,3156,251.5,1144,10
"ENSCHAG00000002573"," MCOLN3","ENSCHAG00000002573",105907754,"protein_coding","Atlantic herring",10,19.10764,"mucolipin 3 [Source:NCBI gene;Acc:105907754]",41,3,6294,1668,2836,756,453,14
"ENSCHAG00000002741"," DNAI3","ENSCHAG00000002741",NA,"protein_coding","Atlantic herring",10,19.114354,"WD repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:30711]",46.38,6,27129,2445,2864,31.5,308,20
"ENSCHAG00000003262"," SYDE2","ENSCHAG00000003262",NA,"protein_coding","Atlantic herring",10,19.149797,"synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]",50.01,1,45460,5358,6638,279,999,7
"ENSCHAG00000003298"," DDAH1","ENSCHAG00000003298",105907775,"protein_coding","Atlantic herring",10,19.207818,"dimethylarginine dimethylaminohydrolase 1 [Source:NCBI gene;Acc:105907775]",47.79,1,75091,849,1273,423,NA,6
"ENSCHAG00000003344"," ccn1","ENSCHAG00000003344",105907785,"protein_coding","Atlantic herring",10,19.289161,"cellular communication network factor 1 [Source:NCBI gene;Acc:105907785]",44.4,1,2697,1113,1839,NA,725,5
"ENSCHAG00000023374"," slain2","ENSCHAG00000023374",NA,"protein_coding","Atlantic herring",10,21.285243,"SLAIN motif family, member 2 [Source:ZFIN;Acc:ZDB-GENE-041014-251]",49.21,2,26615,1852.5,2061.5,NA,208,8.5
"ENSCHAG00000023407"," slc10a4","ENSCHAG00000023407",105895066,"protein_coding","Atlantic herring",10,21.342831,"solute carrier family 10 member 4 [Source:NCBI gene;Acc:105895066]",49.17,1,4750,1305,2305,NA,999,3
"ENSCHAG00000023410"," zar1","ENSCHAG00000023410",105895231,"protein_coding","Atlantic herring",10,21.348133,"zygote arrest 1 [Source:NCBI gene;Acc:105895231]",46.12,1,1649,984,1236,74,176,4
"ENSCHAG00000023473"," fryl","ENSCHAG00000023473",NA,"protein_coding","Atlantic herring",10,21.350609,"furry homolog, like [Source:ZFIN;Acc:ZDB-GENE-040914-58]",49.3,5,108028,8739,9317,157,2182,63
"ENSCHAG00000024930"," ociad1","ENSCHAG00000024930",105895250,"protein_coding","Atlantic herring",10,21.459206,"OCIA domain containing 1 [Source:NCBI gene;Acc:105895250]",41.97,2,3354,810,1085,274,NA,7.5
"ENSCHAG00000024945"," ociad2","ENSCHAG00000024945",105895064,"protein_coding","Atlantic herring",10,21.463012,"OCIA domain containing 2 [Source:NCBI gene;Acc:105895064]",42.92,1,5176,513,1597,235,423,7
"ENSCHAG00000024952"," dcun1d4","ENSCHAG00000024952",NA,"protein_coding","Atlantic herring",10,21.471199,"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) [Source:NCBI gene;Acc:556765]",43.64,2,8635,870,1047,176,NA,11
"ENSCHAG00000024997"," sgcb","ENSCHAG00000024997",NA,"protein_coding","Atlantic herring",10,21.4976,"sarcoglycan, beta (dystrophin-associated glycoprotein) [Source:ZFIN;Acc:ZDB-GENE-030131-6695]",43.25,1,3606,1002,1639,182,453,6
"ENSCHAG00000025006"," spata18","ENSCHAG00000025006",NA,"protein_coding","Atlantic herring",10,21.501708,"spermatogenesis associated 18 [Source:NCBI gene;Acc:497395]",42.84,1,12952,1392,1737,344,NA,11
"ENSCHAG00000025013"," usp46","ENSCHAG00000025013",NA,"protein_coding","Atlantic herring",10,21.54803,"ubiquitin specific peptidase 46 [Source:NCBI gene;Acc:100148916]",47.19,3,15139,1108.5,1331,429,NA,9
"ENSCHAG00000000664"," rasl11b","ENSCHAG00000000664",NA,"protein_coding","Atlantic herring",10,21.592358,"RAS-like, family 11, member B [Source:NCBI gene;Acc:393109]",48.49,1,3245,759,1969,313,895,4
"ENSCHAG00000010900"," si:ch73-22o12.1","ENSCHAG00000010900",NA,"protein_coding","Atlantic herring",11,0.768535,"si:ch73-22o12.1 [Source:ZFIN;Acc:ZDB-GENE-110411-27]",49.18,1,32053,1539,3496,NA,1956,7
"ENSCHAG00000012279"," rabac1","ENSCHAG00000012279",105893534,"protein_coding","Atlantic herring",11,0.927234,"Rab acceptor 1 [Source:NCBI gene;Acc:105893534]",46.16,2,5697,649.5,2256.5,43,1562,4.5
"ENSCHAG00000012313"," dedd1","ENSCHAG00000012313",NA,"protein_coding","Atlantic herring",11,0.934499,"death effector domain-containing 1 [Source:ZFIN;Acc:ZDB-GENE-000616-2]",50.47,4,14779,882,1310,155.5,156,5.5
"ENSCHAG00000012381"," znf574","ENSCHAG00000012381",NA,"protein_coding","Atlantic herring",11,1.021959,"zinc finger protein 574 [Source:ZFIN;Acc:ZDB-GENE-100922-259]",53.18,1,11188,2820,3283,NA,462,10
"ENSCHAG00000012970"," cicb","ENSCHAG00000012970",NA,"protein_coding","Atlantic herring",11,1.060793,"capicua transcriptional repressor b [Source:ZFIN;Acc:ZDB-GENE-030131-1966]",51.26,1,20595,4077,5700,NA,1622,17
"ENSCHAG00000007025"," rnf144b","ENSCHAG00000007025",NA,"protein_coding","Atlantic herring",11,3.550474,"ring finger protein 144B [Source:ZFIN;Acc:ZDB-GENE-040426-1292]",44.05,4,4926,643.5,2126,343,1390,5
"ENSCHAG00000007170"," sqlea","ENSCHAG00000007170",105896381,"protein_coding","Atlantic herring",11,3.563475,"squalene epoxidase [Source:NCBI gene;Acc:105896381]",46,3,7812,1677,2606,NA,928,11
"ENSCHAG00000008138"," OXR1","ENSCHAG00000008138",NA,"protein_coding","Atlantic herring",11,3.590276,"oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]",46.83,10,146993,2475,2819,440.5,250,16.5
"ENSCHAG00000010453"," si:dkey-122a22.2","ENSCHAG00000010453",105896379,"protein_coding","Atlantic herring",11,3.755085,"uncharacterized LOC105896379 [Source:NCBI gene;Acc:105896379]",46.01,1,28398,1158,1869,198,511,11
"ENSCHAG00000010539"," zfpm2a","ENSCHAG00000010539",NA,"protein_coding","Atlantic herring",11,3.783487,"zinc finger protein, FOG family member 2a [Source:ZFIN;Acc:ZDB-GENE-060130-4]",47.2,1,151383,3492,5105,386,1225,8
