"chr","pos","AF","Effect","Putative_impact","Gene_name","Gene_ID","Feature type"
"chr1",4182878,0.111,"upstream_gene_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4183044,0.058,"upstream_gene_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4183265,0.607,"upstream_gene_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4183520,0.052,"upstream_gene_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4188614,0.053,"downstream_gene_variant","MODIFIER","ENSCHAG00000001676","ENSCHAG00000001676","protein_coding"
"chr1",4188998,0.058,"downstream_gene_variant","MODIFIER","ENSCHAG00000001676","ENSCHAG00000001676","protein_coding"
"chr1",4190007,0.187,"downstream_gene_variant","MODIFIER","ENSCHAG00000001676","ENSCHAG00000001676","protein_coding"
"chr1",4191801,0.072,"intron_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4192744,0.098,"intron_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4192764,0.152,"intron_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4192774,0.199,"intron_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4196191,0.097,"intron_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4196234,0.062,"intron_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4198552,0.066,"downstream_gene_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr1",4198873,0.054,"downstream_gene_variant","MODIFIER","trap1","ENSCHAG00000001692","protein_coding"
"chr2",12000607,0.614,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12001283,0.141,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12002376,0.079,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12008346,0.062,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12008365,0.306,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12009131,0.065,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12017990,0.514,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12018068,0.474,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12018247,0.136,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12018258,0.064,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12018971,0.084,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12022514,0.155,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12026558,0.054,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12027765,0.059,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12028749,0.154,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12029003,0.101,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12029052,0.085,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12029178,0.08,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12029412,0.138,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12038619,0.059,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12038667,0.262,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12038698,0.968,"intergenic_region","MODIFIER","zgc:91849-ENSCHAG00000024639","ENSCHAG00000024622-ENSCHAG00000024639",""
"chr2",12048660,0.087,"upstream_gene_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12048916,0.067,"upstream_gene_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12050876,0.083,"upstream_gene_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12053821,0.104,"intron_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12054565,0.066,"intron_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12065277,0.262,"intron_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12065366,0.099,"intron_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12065514,0.056,"intron_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12065515,0.054,"intron_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12069140,0.166,"downstream_gene_variant","MODIFIER","ENSCHAG00000024639","ENSCHAG00000024639","pseudogene"
"chr2",12094186,0.054,"intergenic_region","MODIFIER","ENSCHAG00000024639-igsf3","ENSCHAG00000024639-ENSCHAG00000024643",""
"chr2",12094252,0.052,"intergenic_region","MODIFIER","ENSCHAG00000024639-igsf3","ENSCHAG00000024639-ENSCHAG00000024643",""
"chr2",12110774,0.103,"intron_variant","MODIFIER","igsf3","ENSCHAG00000024643","protein_coding"
"chr2",12215387,0.269,"intron_variant","MODIFIER","igsf3","ENSCHAG00000024643","protein_coding"
"chr2",12215742,0.054,"intron_variant","MODIFIER","igsf3","ENSCHAG00000024643","protein_coding"
"chr2",12215757,0.083,"intron_variant","MODIFIER","igsf3","ENSCHAG00000024643","protein_coding"
"chr2",12226330,0.06,"downstream_gene_variant","MODIFIER","igsf3","ENSCHAG00000024643","protein_coding"
"chr2",12253776,0.051,"downstream_gene_variant","MODIFIER","ENSCHAG00000024670","ENSCHAG00000024670","protein_coding"
"chr2",12259390,0.068,"upstream_gene_variant","MODIFIER","ENSCHAG00000024670","ENSCHAG00000024670","protein_coding"
"chr2",12281100,0.246,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12281354,0.279,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12281691,0.175,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12282035,0.052,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12282266,0.091,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12282285,0.081,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12282559,0.061,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12282569,0.07,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12282581,0.058,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12283217,0.138,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12283781,0.225,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12284493,0.23,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12284503,0.072,"intergenic_region","MODIFIER","ENSCHAG00000024670-ENSCHAG00000024674","ENSCHAG00000024670-ENSCHAG00000024674",""
"chr2",12285969,0.09,"downstream_gene_variant","MODIFIER","ENSCHAG00000024674","ENSCHAG00000024674","protein_coding"
"chr2",12287085,0.181,"downstream_gene_variant","MODIFIER","ENSCHAG00000024674","ENSCHAG00000024674","protein_coding"
"chr2",12288790,0.149,"downstream_gene_variant","MODIFIER","ENSCHAG00000024674","ENSCHAG00000024674","protein_coding"
"chr2",12288840,0.083,"downstream_gene_variant","MODIFIER","ENSCHAG00000024674","ENSCHAG00000024674","protein_coding"
"chr2",12288856,0.057,"downstream_gene_variant","MODIFIER","ENSCHAG00000024674","ENSCHAG00000024674","protein_coding"
"chr3",3127180,0.051,"intergenic_region","MODIFIER","ENSCHAG00000010918-ENSCHAG00000010921","ENSCHAG00000010918-ENSCHAG00000010921",""
"chr3",3137062,0.09,"intergenic_region","MODIFIER","ENSCHAG00000010918-ENSCHAG00000010921","ENSCHAG00000010918-ENSCHAG00000010921",""
"chr3",3174554,0.054,"intergenic_region","MODIFIER","ENSCHAG00000010921-ENSCHAG00000010941","ENSCHAG00000010921-ENSCHAG00000010941",""
"chr3",3175372,0.056,"intergenic_region","MODIFIER","ENSCHAG00000010921-ENSCHAG00000010941","ENSCHAG00000010921-ENSCHAG00000010941",""
"chr3",3278838,0.059,"intergenic_region","MODIFIER","ENSCHAG00000010943-ENSCHAG00000010958","ENSCHAG00000010943-ENSCHAG00000010958",""
"chr3",3281753,0.053,"intergenic_region","MODIFIER","ENSCHAG00000010943-ENSCHAG00000010958","ENSCHAG00000010943-ENSCHAG00000010958",""
"chr3",3282894,0.061,"intergenic_region","MODIFIER","ENSCHAG00000010943-ENSCHAG00000010958","ENSCHAG00000010943-ENSCHAG00000010958",""
"chr3",3303810,0.082,"intergenic_region","MODIFIER","ENSCHAG00000010943-ENSCHAG00000010958","ENSCHAG00000010943-ENSCHAG00000010958",""
"chr3",3314023,0.087,"intergenic_region","MODIFIER","ENSCHAG00000010943-ENSCHAG00000010958","ENSCHAG00000010943-ENSCHAG00000010958",""
"chr3",3314885,0.159,"intergenic_region","MODIFIER","ENSCHAG00000010943-ENSCHAG00000010958","ENSCHAG00000010943-ENSCHAG00000010958",""
"chr3",3324477,0.095,"downstream_gene_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3333568,0.107,"intron_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3334342,0.096,"intron_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3336082,0.07,"intron_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3336560,0.064,"intron_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3341288,0.084,"upstream_gene_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3341307,0.12,"upstream_gene_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3342329,0.152,"upstream_gene_variant","MODIFIER","ENSCHAG00000010958","ENSCHAG00000010958","protein_coding"
"chr3",3344434,0.065,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344686,0.071,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344735,0.212,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344738,0.2,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344739,0.2,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344743,0.118,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344745,0.202,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344757,0.355,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344760,0.173,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3344802,0.49,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3349734,0.059,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3357083,0.128,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3357104,0.053,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3357698,0.114,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3357707,0.11,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3359813,0.074,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3363763,0.107,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3372074,0.193,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3372076,0.254,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3372091,0.231,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3372173,0.11,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3372311,0.222,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3373227,0.845,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3374473,0.102,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3391794,0.091,"intergenic_region","MODIFIER","ENSCHAG00000010958-ENSCHAG00000010970","ENSCHAG00000010958-ENSCHAG00000010970",""
"chr3",3398999,0.103,"downstream_gene_variant","MODIFIER","ENSCHAG00000010970","ENSCHAG00000010970","pseudogene"
"chr3",3399017,0.066,"downstream_gene_variant","MODIFIER","ENSCHAG00000010970","ENSCHAG00000010970","pseudogene"
"chr3",3399784,0.051,"downstream_gene_variant","MODIFIER","ENSCHAG00000010970","ENSCHAG00000010970","pseudogene"
"chr3",3399917,0.114,"downstream_gene_variant","MODIFIER","ENSCHAG00000010970","ENSCHAG00000010970","pseudogene"
"chr3",3399927,0.115,"downstream_gene_variant","MODIFIER","ENSCHAG00000010970","ENSCHAG00000010970","pseudogene"
"chr4",15003770,0.068,"upstream_gene_variant","MODIFIER","samd11","ENSCHAG00000027642","protein_coding"
"chr4",15017491,0.081,"intergenic_region","MODIFIER","samd11-rerea","ENSCHAG00000027642-ENSCHAG00000027649",""
"chr4",15033356,0.063,"intergenic_region","MODIFIER","samd11-rerea","ENSCHAG00000027642-ENSCHAG00000027649",""
"chr4",15042245,0.075,"intergenic_region","MODIFIER","samd11-rerea","ENSCHAG00000027642-ENSCHAG00000027649",""
"chr4",15045688,0.081,"intergenic_region","MODIFIER","samd11-rerea","ENSCHAG00000027642-ENSCHAG00000027649",""
"chr4",15049935,0.155,"downstream_gene_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15062609,0.064,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15068597,0.051,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15076117,0.135,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15080676,0.144,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15080681,0.09,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15091151,0.214,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15097070,0.078,"upstream_gene_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15099713,0.079,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15099731,0.281,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15124180,0.076,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15124181,0.169,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15145228,0.071,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15147333,0.139,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15205642,0.051,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15209433,0.06,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15210716,0.053,"intron_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15214354,0.167,"upstream_gene_variant","MODIFIER","rerea","ENSCHAG00000027649","protein_coding"
"chr4",15217875,0.075,"downstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15221723,0.059,"downstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15224709,0.314,"intron_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15226435,0.101,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15226450,0.055,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15226608,0.056,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15226609,0.056,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15227874,0.055,"5_prime_UTR_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15228002,0.059,"5_prime_UTR_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15228035,0.06,"5_prime_UTR_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15228042,0.058,"5_prime_UTR_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15228370,0.069,"5_prime_UTR_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15228404,0.066,"5_prime_UTR_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229017,0.054,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229563,0.063,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229674,0.062,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229822,0.052,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229848,0.058,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229888,0.054,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229914,0.055,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229963,0.057,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15229971,0.055,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15230194,0.055,"5_prime_UTR_variant","MODIFIER","ca6","ENSCHAG00000027660","protein_coding"
"chr4",15230614,0.063,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15230648,0.052,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15230655,0.052,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15230923,0.056,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15230929,0.057,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15232663,0.08,"upstream_gene_variant","MODIFIER","eno1a","ENSCHAG00000027659","protein_coding"
"chr4",15235401,0.056,"downstream_gene_variant","MODIFIER","ca6","ENSCHAG00000027660","protein_coding"
"chr4",15240641,0.065,"5_prime_UTR_variant","MODIFIER","slc2a5","ENSCHAG00000027663","protein_coding"
"chr4",15242785,0.067,"upstream_gene_variant","MODIFIER","slc2a5","ENSCHAG00000027663","protein_coding"
"chr4",15246804,0.051,"downstream_gene_variant","MODIFIER","gpr157","ENSCHAG00000027665","protein_coding"
"chr4",15247376,0.127,"downstream_gene_variant","MODIFIER","gpr157","ENSCHAG00000027665","protein_coding"
"chr4",15247565,0.237,"downstream_gene_variant","MODIFIER","gpr157","ENSCHAG00000027665","protein_coding"
"chr4",15252796,0.095,"upstream_gene_variant","MODIFIER","gpr157","ENSCHAG00000027665","protein_coding"
"chr4",15255660,0.094,"upstream_gene_variant","MODIFIER","gpr157","ENSCHAG00000027665","protein_coding"
"chr4",15261563,0.087,"intron_variant","MODIFIER","ENSCHAG00000027666","ENSCHAG00000027666","pseudogene"
