"chr","pos","AF","Effect","Putative_impact","Gene_name","Gene_ID","Feature type"
"chr3",8504969,0.109,"downstream_gene_variant","MODIFIER","scaper","ENSCHAG00000008671","protein_coding"
"chr3",8506829,0.063,"downstream_gene_variant","MODIFIER","scaper","ENSCHAG00000008671","protein_coding"
"chr3",8507550,0.067,"3_prime_UTR_variant","MODIFIER","scaper","ENSCHAG00000008671","protein_coding"
"chr3",8509144,0.094,"3_prime_UTR_variant","MODIFIER","scaper","ENSCHAG00000008671","protein_coding"
"chr3",8512143,0.106,"downstream_gene_variant","MODIFIER","scaper","ENSCHAG00000008671","protein_coding"
"chr3",8514703,0.076,"upstream_gene_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8516372,0.065,"upstream_gene_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8517560,0.083,"upstream_gene_variant","MODIFIER","isl2a","ENSCHAG00000009849","protein_coding"
"chr3",8519537,0.084,"upstream_gene_variant","MODIFIER","isl2a","ENSCHAG00000009849","protein_coding"
"chr3",8522613,0.054,"intron_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8525288,0.178,"intron_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8526365,0.329,"intron_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8526371,0.311,"intron_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8526372,0.308,"intron_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8526377,0.321,"intron_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8526382,0.324,"intron_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8531043,0.097,"downstream_gene_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8535749,0.055,"downstream_gene_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8536527,0.059,"downstream_gene_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8537680,0.062,"downstream_gene_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8538158,0.292,"downstream_gene_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8538341,0.355,"downstream_gene_variant","MODIFIER","etfa","ENSCHAG00000009901","protein_coding"
"chr3",8538564,0.053,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8543237,0.102,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8550565,0.158,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8564085,0.144,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8565530,0.06,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8569671,0.053,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8570408,0.064,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8573158,0.055,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8573917,0.082,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8574624,0.053,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8574731,0.155,"intron_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8576245,0.134,"upstream_gene_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8576246,0.134,"upstream_gene_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8578130,0.066,"upstream_gene_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8580720,0.107,"upstream_gene_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8580796,0.137,"upstream_gene_variant","MODIFIER","tmem266","ENSCHAG00000011075","protein_coding"
"chr3",8585852,0.346,"intergenic_region","MODIFIER","tmem266-ENSCHAG00000011179","ENSCHAG00000011075-ENSCHAG00000011179",""
"chr3",8587711,0.06,"intergenic_region","MODIFIER","tmem266-ENSCHAG00000011179","ENSCHAG00000011075-ENSCHAG00000011179",""
"chr3",8596374,0.131,"stop_gained","HIGH","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",8596385,0.164,"missense_variant","MODERATE","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",8596446,0.065,"downstream_gene_variant","MODIFIER","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",8596738,0.056,"downstream_gene_variant","MODIFIER","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",8598034,0.052,"downstream_gene_variant","MODIFIER","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",8598514,0.128,"downstream_gene_variant","MODIFIER","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",8598885,0.158,"downstream_gene_variant","MODIFIER","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",8598913,0.999,"downstream_gene_variant","MODIFIER","ENSCHAG00000011179","ENSCHAG00000011179","protein_coding"
"chr3",11708150,0.057,"intergenic_region","MODIFIER","det1-ntrk3a","ENSCHAG00000016149-ENSCHAG00000016223",""
"chr3",11717670,0.065,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11720616,0.06,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11722499,0.539,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11723648,0.074,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11731082,0.062,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11735789,0.069,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11739201,0.083,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11739204,0.082,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11739238,0.076,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11739242,0.072,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11739246,0.067,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11739267,0.058,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11739310,0.074,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11749355,0.064,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11770564,0.072,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11770731,0.271,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11771269,0.087,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11777762,0.323,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11784184,0.125,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11790418,0.224,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11800506,0.107,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11806137,0.059,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11809332,0.334,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11809757,0.068,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11815390,0.063,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11847599,0.267,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11848031,0.438,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11863495,0.07,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11864629,0.051,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11867691,0.249,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11884426,1,"intron_variant","MODIFIER","ntrk3a","ENSCHAG00000016223","protein_coding"
"chr3",11912046,0.384,"intergenic_region","MODIFIER","ntrk3a-ENSCHAG00000016488","ENSCHAG00000016223-ENSCHAG00000016488",""
"chr3",11912063,0.182,"intergenic_region","MODIFIER","ntrk3a-ENSCHAG00000016488","ENSCHAG00000016223-ENSCHAG00000016488",""
"chr3",11918669,0.055,"intergenic_region","MODIFIER","ntrk3a-ENSCHAG00000016488","ENSCHAG00000016223-ENSCHAG00000016488",""
"chr3",11943962,0.054,"intergenic_region","MODIFIER","ENSCHAG00000016488-agbl1","ENSCHAG00000016488-ENSCHAG00000016499",""
"chr3",11958499,0.072,"downstream_gene_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",11958542,0.16,"downstream_gene_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",11958564,0.084,"downstream_gene_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",11958568,0.132,"downstream_gene_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",11964199,0.244,"intron_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",11964286,0.275,"intron_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",11975124,0.197,"downstream_gene_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",11982583,0.104,"intron_variant","MODIFIER","agbl1","ENSCHAG00000016499","protein_coding"
"chr3",17000977,0.052,"intergenic_region","MODIFIER","ENSCHAG00000023321-ENSCHAG00000023324","ENSCHAG00000023321-ENSCHAG00000023324",""
"chr3",17017421,0.089,"downstream_gene_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17028526,0.11,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17028528,0.111,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17028626,0.225,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17038396,0.076,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17044492,0.201,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17045251,0.058,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17046000,0.056,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17050924,0.071,"intron_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17059405,0.078,"downstream_gene_variant","MODIFIER","ENSCHAG00000023330","ENSCHAG00000023330","protein_coding"
"chr3",17061711,0.058,"downstream_gene_variant","MODIFIER","ENSCHAG00000023330","ENSCHAG00000023330","protein_coding"
"chr3",17061760,0.111,"downstream_gene_variant","MODIFIER","ENSCHAG00000023330","ENSCHAG00000023330","protein_coding"
"chr3",17066714,0.053,"upstream_gene_variant","MODIFIER","ENSCHAG00000023330","ENSCHAG00000023330","protein_coding"
"chr3",17068379,0.085,"upstream_gene_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17068380,0.085,"upstream_gene_variant","MODIFIER","ENSCHAG00000023324","ENSCHAG00000023324","protein_coding"
"chr3",17073055,0.158,"downstream_gene_variant","MODIFIER","morf4l1","ENSCHAG00000023342","protein_coding"
"chr3",17077017,0.061,"intron_variant","MODIFIER","morf4l1","ENSCHAG00000023342","protein_coding"
"chr3",17102034,0.064,"intron_variant","MODIFIER","rxfp3.3a3","ENSCHAG00000023614","protein_coding"
"chr3",17115712,0.506,"intron_variant","MODIFIER","PIAS1","ENSCHAG00000023617","protein_coding"
"chr3",17146327,0.145,"intron_variant","MODIFIER","PIAS1","ENSCHAG00000023617","protein_coding"
"chr3",17149332,0.057,"upstream_gene_variant","MODIFIER","PIAS1","ENSCHAG00000023617","protein_coding"
"chr3",17152834,0.066,"upstream_gene_variant","MODIFIER","PIAS1","ENSCHAG00000023617","protein_coding"
"chr3",17172310,0.567,"intergenic_region","MODIFIER","skor1b-zgc:162898","ENSCHAG00000023652-ENSCHAG00000023666",""
"chr3",17178399,0.131,"intergenic_region","MODIFIER","skor1b-zgc:162898","ENSCHAG00000023652-ENSCHAG00000023666",""
"chr3",17185624,0.112,"intergenic_region","MODIFIER","skor1b-zgc:162898","ENSCHAG00000023652-ENSCHAG00000023666",""
"chr3",17199520,0.051,"intergenic_region","MODIFIER","skor1b-zgc:162898","ENSCHAG00000023652-ENSCHAG00000023666",""
"chr3",17212195,0.096,"intergenic_region","MODIFIER","skor1b-zgc:162898","ENSCHAG00000023652-ENSCHAG00000023666",""
"chr3",17224715,0.053,"intergenic_region","MODIFIER","skor1b-zgc:162898","ENSCHAG00000023652-ENSCHAG00000023666",""
"chr3",17228495,0.135,"intergenic_region","MODIFIER","skor1b-zgc:162898","ENSCHAG00000023652-ENSCHAG00000023666",""
"chr3",17255905,0.095,"intron_variant","MODIFIER","iqch","ENSCHAG00000023667","protein_coding"
"chr3",17260806,0.07,"intron_variant","MODIFIER","iqch","ENSCHAG00000023667","protein_coding"
"chr3",17267364,0.077,"intron_variant","MODIFIER","iqch","ENSCHAG00000023667","protein_coding"
"chr3",17269111,0.121,"intron_variant","MODIFIER","iqch","ENSCHAG00000023667","protein_coding"
"chr3",17271306,0.076,"intron_variant","MODIFIER","iqch","ENSCHAG00000023667","protein_coding"
"chr3",17282813,0.073,"synonymous_variant","LOW","aagab","ENSCHAG00000023674","protein_coding"
"chr3",17292714,0.123,"intron_variant","MODIFIER","SMAD3","ENSCHAG00000023688","protein_coding"
"chr3",17292766,0.23,"intron_variant","MODIFIER","SMAD3","ENSCHAG00000023688","protein_coding"
"chr3",17293320,0.094,"intron_variant","MODIFIER","SMAD3","ENSCHAG00000023688","protein_coding"
"chr3",17314525,0.145,"downstream_gene_variant","MODIFIER","ENSCHAG00000023724","ENSCHAG00000023724","protein_coding"
"chr3",17331029,0.541,"intergenic_region","MODIFIER","SMAD3-smad6b","ENSCHAG00000023688-ENSCHAG00000023725",""
"chr3",17332903,0.052,"intergenic_region","MODIFIER","SMAD3-smad6b","ENSCHAG00000023688-ENSCHAG00000023725",""
"chr3",17333869,0.204,"intergenic_region","MODIFIER","SMAD3-smad6b","ENSCHAG00000023688-ENSCHAG00000023725",""
"chr3",17356965,0.475,"intergenic_region","MODIFIER","SMAD3-smad6b","ENSCHAG00000023688-ENSCHAG00000023725",""
"chr3",17369151,0.068,"intergenic_region","MODIFIER","SMAD3-smad6b","ENSCHAG00000023688-ENSCHAG00000023725",""
"chr3",17369937,0.079,"intergenic_region","MODIFIER","SMAD3-smad6b","ENSCHAG00000023688-ENSCHAG00000023725",""
"chr3",17370279,0.106,"intergenic_region","MODIFIER","SMAD3-smad6b","ENSCHAG00000023688-ENSCHAG00000023725",""
