"chr","pos","AF","Effect","Putative_impact","Gene_name","Gene_ID","Feature type"
"chr1",32764540,0.117,"intergenic_region","MODIFIER","ENSCHAG00000014896-desi1a","ENSCHAG00000014896-ENSCHAG00000014899",""
"chr1",32784273,0.153,"intergenic_region","MODIFIER","ENSCHAG00000014896-desi1a","ENSCHAG00000014896-ENSCHAG00000014899",""
"chr1",32784293,0.144,"intergenic_region","MODIFIER","ENSCHAG00000014896-desi1a","ENSCHAG00000014896-ENSCHAG00000014899",""
"chr1",32802450,0.105,"intron_variant","MODIFIER","desi1a","ENSCHAG00000014899","protein_coding"
"chr1",32825141,0.51,"downstream_gene_variant","MODIFIER","ep300b","ENSCHAG00000014925","protein_coding"
"chr1",32868494,0.109,"upstream_gene_variant","MODIFIER","ep300b","ENSCHAG00000014925","protein_coding"
"chr1",32869125,0.106,"upstream_gene_variant","MODIFIER","ep300b","ENSCHAG00000014925","protein_coding"
"chr1",32869592,0.091,"upstream_gene_variant","MODIFIER","ep300b","ENSCHAG00000014925","protein_coding"
"chr1",32875396,0.054,"intron_variant","MODIFIER","xpnpep3","ENSCHAG00000015345","protein_coding"
"chr1",32879502,0.089,"intron_variant","MODIFIER","xpnpep3","ENSCHAG00000015345","protein_coding"
"chr1",32879504,0.087,"intron_variant","MODIFIER","xpnpep3","ENSCHAG00000015345","protein_coding"
"chr1",32879506,0.081,"intron_variant","MODIFIER","xpnpep3","ENSCHAG00000015345","protein_coding"
"chr1",32887953,0.061,"intron_variant","MODIFIER","xpnpep3","ENSCHAG00000015345","protein_coding"
"chr1",32892406,0.064,"intron_variant","MODIFIER","xpnpep3","ENSCHAG00000015345","protein_coding"
"chr2",4000557,0.06,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4001470,0.123,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4001481,0.124,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002089,0.076,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002100,0.067,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002215,0.169,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002265,0.652,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002444,0.079,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002457,0.066,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002498,0.143,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002504,0.068,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002509,0.215,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4002514,0.072,"downstream_gene_variant","MODIFIER","ENSCHAG00000007051","ENSCHAG00000007051","protein_coding"
"chr2",4013630,0.212,"intergenic_region","MODIFIER","ENSCHAG00000007051-ENSCHAG00000007079","ENSCHAG00000007051-ENSCHAG00000007079",""
"chr2",4013924,0.155,"intergenic_region","MODIFIER","ENSCHAG00000007051-ENSCHAG00000007079","ENSCHAG00000007051-ENSCHAG00000007079",""
"chr2",4014007,0.078,"intergenic_region","MODIFIER","ENSCHAG00000007051-ENSCHAG00000007079","ENSCHAG00000007051-ENSCHAG00000007079",""
"chr2",4014195,0.145,"intergenic_region","MODIFIER","ENSCHAG00000007051-ENSCHAG00000007079","ENSCHAG00000007051-ENSCHAG00000007079",""
"chr2",4023814,0.103,"missense_variant","MODERATE","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4023865,0.066,"missense_variant","MODERATE","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4023869,0.055,"synonymous_variant","LOW","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4023871,0.057,"missense_variant","MODERATE","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4023880,0.056,"missense_variant","MODERATE","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4023991,0.077,"missense_variant","MODERATE","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4023994,0.079,"missense_variant","MODERATE","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4024001,0.09,"synonymous_variant","LOW","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4024042,0.071,"missense_variant","MODERATE","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4024753,0.054,"intron_variant","MODIFIER","ENSCHAG00000007079","ENSCHAG00000007079","protein_coding"
"chr2",4033591,0.058,"upstream_gene_variant","MODIFIER","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4034556,0.108,"missense_variant","MODERATE","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4034629,0.113,"missense_variant","MODERATE","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4034796,0.055,"missense_variant","MODERATE","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4034836,0.205,"missense_variant","MODERATE","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4035484,0.186,"intron_variant","MODIFIER","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4039349,0.125,"synonymous_variant","LOW","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4039661,0.051,"upstream_gene_variant","MODIFIER","ENSCHAG00000007138","ENSCHAG00000007138","protein_coding"
"chr2",4039709,0.086,"upstream_gene_variant","MODIFIER","ENSCHAG00000007138","ENSCHAG00000007138","protein_coding"
"chr2",4040715,0.105,"upstream_gene_variant","MODIFIER","ENSCHAG00000007138","ENSCHAG00000007138","protein_coding"
"chr2",4040717,0.061,"upstream_gene_variant","MODIFIER","ENSCHAG00000007138","ENSCHAG00000007138","protein_coding"
"chr2",4043930,0.151,"downstream_gene_variant","MODIFIER","ENSCHAG00000007112","ENSCHAG00000007112","protein_coding"
"chr2",4047901,0.072,"intron_variant","MODIFIER","ENSCHAG00000007138","ENSCHAG00000007138","protein_coding"
"chr2",4085190,0.09,"intergenic_region","MODIFIER","ENSCHAG00000007138-ENSCHAG00000007184","ENSCHAG00000007138-ENSCHAG00000007184",""
"chr2",4088368,0.154,"intergenic_region","MODIFIER","ENSCHAG00000007138-ENSCHAG00000007184","ENSCHAG00000007138-ENSCHAG00000007184",""
"chr2",4095075,0.099,"upstream_gene_variant","MODIFIER","ENSCHAG00000007184","ENSCHAG00000007184","protein_coding"
"chr2",4095144,0.064,"upstream_gene_variant","MODIFIER","ENSCHAG00000007184","ENSCHAG00000007184","protein_coding"
"chr2",4095171,0.136,"upstream_gene_variant","MODIFIER","ENSCHAG00000007184","ENSCHAG00000007184","protein_coding"
"chr2",4099237,0.059,"upstream_gene_variant","MODIFIER","ENSCHAG00000007207","ENSCHAG00000007207","protein_coding"
"chr2",4099455,0.057,"upstream_gene_variant","MODIFIER","ENSCHAG00000007207","ENSCHAG00000007207","protein_coding"
"chr2",4099583,0.059,"upstream_gene_variant","MODIFIER","ENSCHAG00000007207","ENSCHAG00000007207","protein_coding"
"chr2",4101369,0.09,"synonymous_variant","LOW","ENSCHAG00000007207","ENSCHAG00000007207","protein_coding"
"chr2",4103246,0.051,"upstream_gene_variant","MODIFIER","tfg","ENSCHAG00000007226","protein_coding"
"chr2",4187852,0.08,"intergenic_region","MODIFIER","ENSCHAG00000007251-ENSCHAG00000007317","ENSCHAG00000007251-ENSCHAG00000007317",""
"chr2",4209164,0.059,"downstream_gene_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4215471,0.064,"missense_variant","MODERATE","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4215702,0.057,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4218283,0.282,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4219950,0.085,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4220124,0.055,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4220144,0.073,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4220194,0.079,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4220205,0.088,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4221025,0.348,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4221228,0.08,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4221235,0.083,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4222914,0.082,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4223266,0.056,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4223595,0.054,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4223625,0.058,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4223634,0.057,"intron_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4226160,0.055,"upstream_gene_variant","MODIFIER","ENSCHAG00000007317","ENSCHAG00000007317","protein_coding"
"chr2",4234197,0.061,"intergenic_region","MODIFIER","ENSCHAG00000007317-ENSCHAG00000007325","ENSCHAG00000007317-ENSCHAG00000007325",""
"chr2",4236456,0.1,"intergenic_region","MODIFIER","ENSCHAG00000007317-ENSCHAG00000007325","ENSCHAG00000007317-ENSCHAG00000007325",""
"chr2",4236551,0.066,"intergenic_region","MODIFIER","ENSCHAG00000007317-ENSCHAG00000007325","ENSCHAG00000007317-ENSCHAG00000007325",""
"chr2",4236567,0.101,"intergenic_region","MODIFIER","ENSCHAG00000007317-ENSCHAG00000007325","ENSCHAG00000007317-ENSCHAG00000007325",""
"chr2",4244399,0.169,"upstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4244474,0.202,"upstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4244479,0.077,"upstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4244480,0.089,"upstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4244529,0.091,"upstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4254382,0.072,"synonymous_variant","LOW","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4254525,0.085,"downstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4255528,0.091,"downstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4256487,0.131,"downstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4257375,0.235,"downstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4257385,0.081,"downstream_gene_variant","MODIFIER","ENSCHAG00000007325","ENSCHAG00000007325","protein_coding"
"chr2",4261188,0.062,"intron_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4263163,0.105,"intron_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4263193,0.16,"intron_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4263891,0.06,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4263909,0.105,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4263973,0.051,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4264202,0.1,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4265770,0.228,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4265802,0.054,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4266167,0.054,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4266188,0.067,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4266189,0.096,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4266210,0.249,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4267093,0.125,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4267178,0.077,"upstream_gene_variant","MODIFIER","ENSCHAG00000007371","ENSCHAG00000007371","protein_coding"
"chr2",4274341,0.051,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4274351,0.052,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275051,0.342,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275097,0.058,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275109,0.088,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275360,0.066,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275370,0.236,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275548,0.108,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275560,0.491,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275564,0.117,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4275969,0.059,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4276283,0.107,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4276716,0.112,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4276738,0.141,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4276929,0.064,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4276930,0.055,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4284913,0.054,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4285414,0.054,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4285470,0.063,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4285512,0.076,"intergenic_region","MODIFIER","ENSCHAG00000007371-ENSCHAG00000007513","ENSCHAG00000007371-ENSCHAG00000007513",""
"chr2",4286440,0.259,"downstream_gene_variant","MODIFIER","ENSCHAG00000007513","ENSCHAG00000007513","protein_coding"
"chr2",4290749,0.065,"missense_variant","MODERATE","ENSCHAG00000007513","ENSCHAG00000007513","protein_coding"
"chr2",4292391,0.07,"intron_variant","MODIFIER","ENSCHAG00000007513","ENSCHAG00000007513","protein_coding"
"chr2",4292398,0.306,"intron_variant","MODIFIER","ENSCHAG00000007513","ENSCHAG00000007513","protein_coding"
"chr2",4294594,0.077,"intron_variant","MODIFIER","ENSCHAG00000007513","ENSCHAG00000007513","protein_coding"
"chr2",7398722,0.134,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7398794,0.075,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7405976,0.06,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7419258,0.056,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7419314,0.072,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7419695,0.058,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7443530,0.053,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7516056,0.067,"intergenic_region","MODIFIER","nrp2b-ENSCHAG00000006013","ENSCHAG00000005795-ENSCHAG00000006013",""
"chr2",7524944,0.062,"upstream_gene_variant","MODIFIER","ENSCHAG00000006013","ENSCHAG00000006013","protein_coding"
"chr2",7524996,0.063,"upstream_gene_variant","MODIFIER","ENSCHAG00000006013","ENSCHAG00000006013","protein_coding"
"chr2",7535209,0.316,"intergenic_region","MODIFIER","ENSCHAG00000006013-ENSCHAG00000006055","ENSCHAG00000006013-ENSCHAG00000006055",""
"chr2",7561997,0.052,"intergenic_region","MODIFIER","ENSCHAG00000006013-ENSCHAG00000006055","ENSCHAG00000006013-ENSCHAG00000006055",""
"chr2",7562033,0.081,"intergenic_region","MODIFIER","ENSCHAG00000006013-ENSCHAG00000006055","ENSCHAG00000006013-ENSCHAG00000006055",""
"chr2",7573176,0.216,"intergenic_region","MODIFIER","ENSCHAG00000006013-ENSCHAG00000006055","ENSCHAG00000006013-ENSCHAG00000006055",""
"chr2",7588801,0.067,"intergenic_region","MODIFIER","ENSCHAG00000006013-ENSCHAG00000006055","ENSCHAG00000006013-ENSCHAG00000006055",""
"chr2",7593487,0.077,"intergenic_region","MODIFIER","ENSCHAG00000006013-ENSCHAG00000006055","ENSCHAG00000006013-ENSCHAG00000006055",""
"chr2",7599427,0.088,"intergenic_region","MODIFIER","ENSCHAG00000006013-ENSCHAG00000006055","ENSCHAG00000006013-ENSCHAG00000006055",""
"chr3",13407369,0.056,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13407395,0.08,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13407404,0.077,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13407433,0.344,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13407934,0.082,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13407948,0.136,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13408546,0.093,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13408845,0.338,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13409082,0.191,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13409739,0.146,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13409970,0.101,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13410145,0.12,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13410149,0.299,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13410305,0.114,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13410358,0.053,"intron_variant","MODIFIER","ENSCHAG00000000960","ENSCHAG00000000960","protein_coding"
"chr3",13429792,0.207,"intron_variant","MODIFIER","ENSCHAG00000001087","ENSCHAG00000001087","protein_coding"
"chr3",13431337,0.204,"intron_variant","MODIFIER","ENSCHAG00000001087","ENSCHAG00000001087","protein_coding"
"chr3",13431364,0.139,"intron_variant","MODIFIER","ENSCHAG00000001087","ENSCHAG00000001087","protein_coding"
"chr3",13438709,0.071,"intergenic_region","MODIFIER","ENSCHAG00000001087-chid1","ENSCHAG00000001087-ENSCHAG00000001225",""
"chr3",13438768,0.084,"intergenic_region","MODIFIER","ENSCHAG00000001087-chid1","ENSCHAG00000001087-ENSCHAG00000001225",""
"chr3",13438840,0.153,"intergenic_region","MODIFIER","ENSCHAG00000001087-chid1","ENSCHAG00000001087-ENSCHAG00000001225",""
