"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000025724"," lrrc15","ENSCHAG00000025724",105906050,"protein_coding","Atlantic herring",10,5.6923,"leucine-rich repeat-containing protein 15-like [Source:NCBI gene;Acc:105906050]",41.28,1,3090,1653,2055,NA,401,2
"ENSCHAG00000025730"," her6","ENSCHAG00000025730",105900944,"protein_coding","Atlantic herring",10,5.802126,"transcription factor HES-1-like [Source:NCBI gene;Acc:105900944]",45.02,3,2009,849,1199,246,292,5
"ENSCHAG00000025933"," opa1","ENSCHAG00000025933",NA,"protein_coding","Atlantic herring",10,5.884491,"OPA1 mitochondrial dynamin like GTPase [Source:NCBI gene;Acc:492332]",47.7,10,44261,3027,3570,NA,294.5,28
"ENSCHAG00000027162"," slc35d1a","ENSCHAG00000027162",NA,"protein_coding","Atlantic herring",10,5.936049,"solute carrier family 35 member D1a [Source:ZFIN;Acc:ZDB-GENE-040826-5]",40.53,3,7336,1014,1014,NA,NA,11
"ENSCHAG00000027168"," mier1a","ENSCHAG00000027168",105900994,"protein_coding","Atlantic herring",10,5.945143,"mesoderm induction early response protein 1-like [Source:NCBI gene;Acc:105900994]",41.69,2,7361,1512,2219,NA,706,11
"ENSCHAG00000027185"," lrp8","ENSCHAG00000027185",NA,"protein_coding","Atlantic herring",10,5.961847,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:ZFIN;Acc:ZDB-GENE-050506-134]",47.69,10,144945,2694,2962,267,NA,17.5
"ENSCHAG00000022650"," SHISAL2A","ENSCHAG00000022650",NA,"protein_coding","Atlantic herring",10,23.302982,"shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]",43.99,1,3184,447,644,196,NA,3
"ENSCHAG00000022670"," slc1a7b","ENSCHAG00000022670",NA,"protein_coding","Atlantic herring",10,23.328558,"solute carrier family 1 member 7b [Source:ZFIN;Acc:ZDB-GENE-101111-7]",43.13,4,50457,1539,1629,125,NA,11
"ENSCHAG00000022791"," podn","ENSCHAG00000022791",NA,"protein_coding","Atlantic herring",10,23.382304,"podocan [Source:ZFIN;Acc:ZDB-GENE-100922-117]",46.12,1,13679,1956,2199,242,NA,9
"ENSCHAG00000022810"," scp2b","ENSCHAG00000022810",105895092,"protein_coding","Atlantic herring",10,23.403312,"non-specific lipid-transfer protein-like [Source:NCBI gene;Acc:105895092]",44.81,3,18310,426,1292,NA,865,5
"ENSCHAG00000022851"," st3gal3a","ENSCHAG00000022851",105895216,"protein_coding","Atlantic herring",10,23.432061,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene;Acc:105895216]",44.89,4,36536,1101,2575,37,1441,9.5
"ENSCHAG00000022984"," artna","ENSCHAG00000022984",NA,"protein_coding","Atlantic herring",10,23.477528,"artemin a [Source:ZFIN;Acc:ZDB-GENE-120215-193]",44.83,1,15350,726,3005,520,1757,4
"ENSCHAG00000023002"," rad54l","ENSCHAG00000023002",105895147,"protein_coding","Atlantic herring",10,23.496556,"RAD54 like [Source:NCBI gene;Acc:105895147]",42.71,2,8111,2229,2624,394,NA,15
"ENSCHAG00000023110"," si:ch1073-342h5.2","ENSCHAG00000023110",105895149,"protein_coding","Atlantic herring",10,23.505677,"leucine rich repeat containing 41 [Source:NCBI gene;Acc:105895149]",42.56,1,5638,1944,2398,321,131,10
"ENSCHAG00000023117"," RDH13","ENSCHAG00000023117",NA,"protein_coding","Atlantic herring",10,23.51244,"retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]",42.88,1,2205,1014,1248,233,NA,7
"ENSCHAG00000023135"," faah","ENSCHAG00000023135",NA,"protein_coding","Atlantic herring",10,23.519962,"fatty acid amide hydrolase [Source:ZFIN;Acc:ZDB-GENE-070619-3]",41.17,9,10282,1707,1908,314,574,14
"ENSCHAG00000023185"," dmbx1b","ENSCHAG00000023185",NA,"protein_coding","Atlantic herring",10,23.537653,"diencephalon/mesencephalon homeobox 1b [Source:NCBI gene;Acc:550288]",51.47,2,2313,1185,1185,NA,NA,4.5
"ENSCHAG00000023200"," mknk1","ENSCHAG00000023200",105895212,"protein_coding","Atlantic herring",10,23.587809,"MAPK interacting serine/threonine kinase 1 [Source:NCBI gene;Acc:105895212]",43.28,4,8286,1191,1464,80.5,1283,13
"ENSCHAG00000023261"," mob3c","ENSCHAG00000023261",105895213,"protein_coding","Atlantic herring",10,23.596497,"MOB kinase activator 3C [Source:NCBI gene;Acc:105895213]",41.94,1,2450,651,1398,96,649,3
"ENSCHAG00000006865"," il11ra","ENSCHAG00000006865",NA,"protein_coding","Atlantic herring",12,29.088819,"interleukin 11 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-030131-5942]",46.58,1,21824,1245,2888,641,499.5,11
"ENSCHAG00000006917"," si:busm1-57f23.1","ENSCHAG00000006917",NA,"protein_coding","Atlantic herring",12,29.126798,"si:busm1-57f23.1 [Source:ZFIN;Acc:ZDB-GENE-030616-512]",45.59,1,9592,756,1277,NA,520,5
"ENSCHAG00000006925"," rassf6","ENSCHAG00000006925",NA,"protein_coding","Atlantic herring",12,29.139723,"Ras association domain family member 6 [Source:ZFIN;Acc:ZDB-GENE-030616-513]",47.21,2,10889,1053,1791,142,451,11.5
"ENSCHAG00000006960"," MUSK","ENSCHAG00000006960",NA,"protein_coding","Atlantic herring",12,29.159767,"muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]",49.35,4,29224,2601,3254,NA,652,14
"ENSCHAG00000007399"," lpar1","ENSCHAG00000007399",105903849,"protein_coding","Atlantic herring",12,29.203499,"lysophosphatidic acid receptor 1 [Source:NCBI gene;Acc:105903849]",45.52,2,49909,1062,5114,311,3427,3
