"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000027660"," ca6","ENSCHAG00000027660",NA,"protein_coding","Atlantic herring",4,15.230185,"carbonic anhydrase VI [Source:ZFIN;Acc:ZDB-GENE-030131-7091]",44.28,2,5082,1587,1852,264,NA,9.5
"ENSCHAG00000027663"," slc2a5","ENSCHAG00000027663",NA,"protein_coding","Atlantic herring",4,15.234912,"solute carrier family 2 member 5 [Source:ZFIN;Acc:ZDB-GENE-060222-2]",45.66,7,6438,1497,2312,820,NA,13
"ENSCHAG00000027665"," gpr157","ENSCHAG00000027665",105898969,"protein_coding","Atlantic herring",4,15.248289,"G protein-coupled receptor 157 [Source:NCBI gene;Acc:105898969]",42.93,1,3763,990,1132,NA,141,4
"ENSCHAG00000027667"," spsb1","ENSCHAG00000027667",105898964,"protein_coding","Atlantic herring",4,15.285435,"splA/ryanodine receptor domain and SOCS box containing 1 [Source:NCBI gene;Acc:105898964]",47.15,1,10770,822,1336,256,NA,3
"ENSCHAG00000019122"," ppdpfa","ENSCHAG00000019122",105906430,"protein_coding","Atlantic herring",4,17.09234,"pancreatic progenitor cell differentiation and proliferation factor A-like [Source:NCBI gene;Acc:105906430]",42.67,2,3866,354,1693,482,372,4.5
"ENSCHAG00000019134"," tpd52l2a","ENSCHAG00000019134",NA,"protein_coding","Atlantic herring",4,17.099212,"tpd52 like 2a [Source:ZFIN;Acc:ZDB-GENE-030131-7047]",41.26,2,8433,588,1115,358,167,9.5
"ENSCHAG00000019166"," dnajc5aa","ENSCHAG00000019166",105906402,"protein_coding","Atlantic herring",4,17.113545,"cysteine string protein-like [Source:NCBI gene;Acc:105906402]",41.95,1,4314,609,3032,24,2397,4
"ENSCHAG00000019175"," slc17a9a","ENSCHAG00000019175",NA,"protein_coding","Atlantic herring",4,17.124414,"solute carrier family 17 member 9a [Source:ZFIN;Acc:ZDB-GENE-081021-1]",40.78,2,7855,1233,1233,NA,NA,12
"ENSCHAG00000019272"," gid8a","ENSCHAG00000019272",105906441,"protein_coding","Atlantic herring",4,17.133574,"glucose-induced degradation protein 8 homolog [Source:NCBI gene;Acc:105906441]",43.11,1,7543,711,711,NA,NA,5
"ENSCHAG00000019306"," ythdf1","ENSCHAG00000019306",105906423,"protein_coding","Atlantic herring",4,17.153096,"YTH domain-containing family protein 1-like [Source:NCBI gene;Acc:105906423]",42.5,3,13224,1848,5451,505,3189,5
"ENSCHAG00000019318"," zgc:100920","ENSCHAG00000019318",NA,"protein_coding","Atlantic herring",4,17.168223,"zgc:100920 [Source:ZFIN;Acc:ZDB-GENE-040801-156]",40.99,1,6630,540,2456,267,1647,5
"ENSCHAG00000019324"," si:dkey-70p6.1","ENSCHAG00000019324",NA,"protein_coding","Atlantic herring",4,17.179153,"si:dkey-70p6.1 [Source:ZFIN;Acc:ZDB-GENE-040724-140]",43.14,1,34293,1443,2032,293.5,NA,8
"ENSCHAG00000019345"," uckl1a","ENSCHAG00000019345",105906370,"protein_coding","Atlantic herring",4,17.220078,"uridine-cytidine kinase-like 1 [Source:NCBI gene;Acc:105906370]",43.37,8,13834,1575,1635,39,NA,14
"ENSCHAG00000019743"," samd10a","ENSCHAG00000019743",NA,"protein_coding","Atlantic herring",4,17.238985,"sterile alpha motif domain containing 10a [Source:ZFIN;Acc:ZDB-GENE-080204-53]",43.42,1,11735,528,1942,NA,1413,4
"ENSCHAG00000019781"," emilin3a","ENSCHAG00000019781",NA,"protein_coding","Atlantic herring",4,17.266075,"elastin microfibril interfacer 3a [Source:ZFIN;Acc:ZDB-GENE-080612-2]",47.37,1,4724,2298,2298,NA,NA,6
"ENSCHAG00000019816"," si:ch211-229n2.6","ENSCHAG00000019816",NA,"protein_coding","Atlantic herring",4,17.271908,"si:ch211-229n2.6 [Source:ZFIN;Acc:ZDB-GENE-081105-166]",39.13,1,4070,621,818,97.5,NA,5
"ENSCHAG00000019829"," dedd","ENSCHAG00000019829",105906444,"protein_coding","Atlantic herring",4,17.279373,"death effector domain containing [Source:NCBI gene;Acc:105906444]",43.92,1,5120,1239,1632,195.5,NA,5
"ENSCHAG00000019863"," atp2b3a","ENSCHAG00000019863",NA,"protein_coding","Atlantic herring",4,17.295554,"ATPase plasma membrane Ca2+ transporting 3a [Source:ZFIN;Acc:ZDB-GENE-040718-174]",42.79,10,26650,3627,4188,434,1163,21
"ENSCHAG00000020727"," dnase1l1l","ENSCHAG00000020727",105906409,"protein_coding","Atlantic herring",4,17.337554,"deoxyribonuclease gamma-like [Source:NCBI gene;Acc:105906409]",41.55,1,3785,897,897,NA,NA,9
"ENSCHAG00000020874"," prkcbp1l","ENSCHAG00000020874",105906421,"protein_coding","Atlantic herring",4,17.350345,"protein kinase C-binding protein 1-like [Source:NCBI gene;Acc:105906421]",44.28,10,23802,3450,3985,488,178,20
"ENSCHAG00000023938"," zgc:113278","ENSCHAG00000023938",NA,"protein_coding","Atlantic herring",4,17.376223,"zgc:113278 [Source:ZFIN;Acc:ZDB-GENE-050327-66]",42.41,2,13512,1278,4224.5,NA,2945.5,11
"ENSCHAG00000000783"," kcnd3","ENSCHAG00000000783",NA,"protein_coding","Atlantic herring",4,26.180513,"potassium voltage-gated channel, Shal-related subfamily, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5626]",47.13,3,81031,1920,2881,351,256,7
"ENSCHAG00000001573"," scube3","ENSCHAG00000001573",NA,"protein_coding","Atlantic herring",4,26.303002,"signal peptide, CUB domain, EGF-like 3 [Source:ZFIN;Acc:ZDB-GENE-060717-1]",47.3,10,76865,2898,3087,550,NA,22
"ENSCHAG00000021776"," rrad","ENSCHAG00000021776",105907070,"protein_coding","Atlantic herring",6,0.629129,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:NCBI gene;Acc:105907070]",46.82,1,3301,924,1951,108.5,807,5
"ENSCHAG00000021788"," cdh16","ENSCHAG00000021788",NA,"protein_coding","Atlantic herring",6,0.647908,"cadherin 16, KSP-cadherin [Source:ZFIN;Acc:ZDB-GENE-140106-140]",48.88,1,40080,1842,2439,1,594,12
"ENSCHAG00000021798"," ca7","ENSCHAG00000021798",105907053,"protein_coding","Atlantic herring",6,0.73072,"carbonic anhydrase 7 [Source:NCBI gene;Acc:105907053]",47.38,1,14110,792,2314,462,1058,7
"ENSCHAG00000021824"," nae1","ENSCHAG00000021824",NA,"protein_coding","Atlantic herring",6,0.743644,"nedd8 activating enzyme E1 subunit 1 [Source:NCBI gene;Acc:573336]",45.03,8,13267,1560,2925,397,963,19
"ENSCHAG00000021965"," dync1li2","ENSCHAG00000021965",NA,"protein_coding","Atlantic herring",6,0.816502,"dynein, cytoplasmic 1, light intermediate chain 2 [Source:ZFIN;Acc:ZDB-GENE-050417-156]",48.8,6,22246,1407,1849,450,185,11
"ENSCHAG00000022048"," cmtm4","ENSCHAG00000022048",NA,"protein_coding","Atlantic herring",6,0.844859,"CKLF-like MARVEL transmembrane domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040718-195]",49.35,1,29569,666,1666,NA,999,4
"ENSCHAG00000022054"," CKLF","ENSCHAG00000022054",NA,"protein_coding","Atlantic herring",6,0.877343,"chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]",44.99,1,15836,432,3383,239,155,9
"ENSCHAG00000022068"," tk2","ENSCHAG00000022068",NA,"protein_coding","Atlantic herring",6,0.893505,"thymidine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-040718-243]",41.82,2,7436,720,1735,340.5,331,9.5
"ENSCHAG00000022095"," si:ch211-189a15.5","ENSCHAG00000022095",NA,"protein_coding","Atlantic herring",6,0.902254,"si:ch211-189a15.5 [Source:ZFIN;Acc:ZDB-GENE-141215-48]",53.3,1,3149,1935,2699,763,NA,2
"ENSCHAG00000001660"," GOLT1B","ENSCHAG00000001660",NA,"protein_coding","Atlantic herring",6,2.779982,"golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]",48.83,1,728,729,729,NA,NA,1
"ENSCHAG00000014629"," arhgef37","ENSCHAG00000014629",NA,"protein_coding","Atlantic herring",6,9.830994,"Rho guanine nucleotide exchange factor (GEF) 37 [Source:ZFIN;Acc:ZDB-GENE-100514-3]",47.38,1,19438,2007,4039,NA,2031,13
"ENSCHAG00000014782"," slit3","ENSCHAG00000014782",NA,"protein_coding","Atlantic herring",6,9.905168,"slit homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-010306-4]",47.94,10,171834,4374,4486,NA,111,32
"ENSCHAG00000017820"," gse1","ENSCHAG00000017820",105892928,"protein_coding","Atlantic herring",6,18.361429,"Gse1 coiled-coil protein [Source:NCBI gene;Acc:105892928]",48.98,5,238337,3936,7836,607,705,17
"ENSCHAG00000017970"," gins2","ENSCHAG00000017970",105892900,"protein_coding","Atlantic herring",6,18.604717,"GINS complex subunit 2 [Source:NCBI gene;Acc:105892900]",41.33,1,2196,561,1045,147,335,5
"ENSCHAG00000017994"," emc8","ENSCHAG00000017994",105892935,"protein_coding","Atlantic herring",6,18.607987,"ER membrane protein complex subunit 8 [Source:NCBI gene;Acc:105892935]",37.73,1,2461,621,1559,506,430,5
"ENSCHAG00000018019"," cox4i1","ENSCHAG00000018019",105892933,"protein_coding","Atlantic herring",6,18.611493,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial [Source:NCBI gene;Acc:105892933]",40.93,2,1316,468,637,8,159,4.5
"ENSCHAG00000018053"," dusp22a","ENSCHAG00000018053",105892932,"protein_coding","Atlantic herring",6,18.61489,"dual specificity protein phosphatase 22-A-like [Source:NCBI gene;Acc:105892932]",38.89,1,15197,630,1595,327,636,7
"ENSCHAG00000018062"," irf8","ENSCHAG00000018062",NA,"protein_coding","Atlantic herring",6,18.631657,"interferon regulatory factor 8 [Source:ZFIN;Acc:ZDB-GENE-040718-367]",42.3,2,3968,1233,1729,NA,495,5.5
"ENSCHAG00000005733"," vgll4l","ENSCHAG00000005733",NA,"protein_coding","Atlantic herring",7,23.294208,"vestigial like 4 like [Source:ZFIN;Acc:ZDB-GENE-070112-1682]",48.24,3,8739,852,1234,381,NA,5
"ENSCHAG00000005778"," syn1","ENSCHAG00000005778",NA,"protein_coding","Atlantic herring",7,23.309696,"synapsin I [Source:ZFIN;Acc:ZDB-GENE-081105-93]",49.22,8,19970,1737,2475,737,558,12
"ENSCHAG00000006216"," unm_hu7912","ENSCHAG00000006216",105894573,"protein_coding","Atlantic herring",7,23.362023,"uncharacterized protein C9orf172-like [Source:NCBI gene;Acc:105894573]",59.26,1,3332,3333,3333,NA,NA,1
"ENSCHAG00000006232"," gapvd1","ENSCHAG00000006232",NA,"protein_coding","Atlantic herring",7,23.370307,"GTPase activating protein and VPS9 domains 1 [Source:ZFIN;Acc:ZDB-GENE-040718-117]",49.87,7,44832,4437,4711,137.5,NA,27
"ENSCHAG00000007010"," mvb12bb","ENSCHAG00000007010",NA,"protein_coding","Atlantic herring",7,23.847878,"multivesicular body subunit 12Bb [Source:ZFIN;Acc:ZDB-GENE-080414-2]",47.19,1,53342,828,1911,276,528,10
"ENSCHAG00000007017"," lmx1bb","ENSCHAG00000007017",NA,"protein_coding","Atlantic herring",7,23.920279,"LIM homeobox transcription factor 1, beta b [Source:ZFIN;Acc:ZDB-GENE-050114-2]",48.49,2,91977,729,729,NA,NA,5
"ENSCHAG00000007135"," zbtb34","ENSCHAG00000007135",105905306,"protein_coding","Atlantic herring",7,24.091777,"zinc finger and BTB domain containing 34 [Source:NCBI gene;Acc:105905306]",69.24,1,1631,1632,1632,NA,NA,1
"ENSCHAG00000007191"," ralgps1","ENSCHAG00000007191",NA,"protein_coding","Atlantic herring",7,24.102961,"Ral GEF with PH domain and SH3 binding motif 1 [Source:NCBI gene;Acc:100101642]",48.79,7,149932,1731,2134,89,402,15
"ENSCHAG00000008718"," angptl2b","ENSCHAG00000008718",105905313,"protein_coding","Atlantic herring",7,24.155001,"angiopoietin-related protein 2-like [Source:NCBI gene;Acc:105905313]",48.53,3,27917,1590,3151,436,1123,5
"ENSCHAG00000014643"," DPYSL2","ENSCHAG00000014643",NA,"protein_coding","Atlantic herring",7,25.002987,"dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]",48.44,10,30009,1734,2448,385,698,14
"ENSCHAG00000018367"," bnip3la","ENSCHAG00000018367",NA,"protein_coding","Atlantic herring",7,25.040677,"BCL2 interacting protein 3 like a [Source:ZFIN;Acc:ZDB-GENE-030131-2283]",50.25,1,10774,735,1852,116,999,6
"ENSCHAG00000018459"," LRRTM4","ENSCHAG00000018459",105904067,"protein_coding","Atlantic herring",7,25.293316,"leucine-rich repeat transmembrane neuronal protein 4-like [Source:NCBI gene;Acc:105904067]",64.17,1,1559,1560,1560,NA,NA,1
"ENSCHAG00000000295"," ebf2","ENSCHAG00000000295",NA,"protein_coding","Atlantic herring",7,27.789192,"EBF transcription factor 2 [Source:NCBI gene;Acc:30692]",46.8,1,30819,1779,2323,510,32,15
"ENSCHAG00000001526"," ank1a","ENSCHAG00000001526",NA,"protein_coding","Atlantic herring",7,28.012625,"ankyrin 1, erythrocytic a [Source:ZFIN;Acc:ZDB-GENE-041010-44]",47.44,10,63280,4371,5287,519.5,999,35
"ENSCHAG00000001908"," ak5l","ENSCHAG00000001908",NA,"protein_coding","Atlantic herring",7,30.717554,"adenylate kinase 5, like [Source:ZFIN;Acc:ZDB-GENE-050410-2]",46.39,8,15704,597,666,615.5,NA,5
"ENSCHAG00000002949"," qsox2","ENSCHAG00000002949",NA,"protein_coding","Atlantic herring",7,30.760816,"quiescin Q6 sulfhydryl oxidase 2 [Source:ZFIN;Acc:ZDB-GENE-110203-4]",47.39,5,20394,2010,2380,448.5,NA,14
"ENSCHAG00000003422"," plpp7a","ENSCHAG00000003422",NA,"protein_coding","Atlantic herring",7,30.828175,"phospholipid phosphatase 7a (inactive) [Source:NCBI gene;Acc:402958]",43.65,2,18153,870,2012.5,141.5,999,2
"ENSCHAG00000003437"," edf1","ENSCHAG00000003437",105912055,"protein_coding","Atlantic herring",7,30.850861,"endothelial differentiation-related factor 1 homolog [Source:NCBI gene;Acc:105912055]",40.14,2,6115,444,1575,777,352,5
"ENSCHAG00000011709"," robo2","ENSCHAG00000011709",NA,"protein_coding","Atlantic herring",9,10.193239,"roundabout, axon guidance receptor, homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-001019-1]",47.4,10,363771,4644,7845,132,2973,28
"ENSCHAG00000012245"," robo1","ENSCHAG00000012245",NA,"protein_coding","Atlantic herring",9,10.574993,"roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-000209-3]",47.51,10,265269,4509,5552,1042,1364,29
"ENSCHAG00000013939"," fat3a","ENSCHAG00000013939",NA,"protein_coding","Atlantic herring",9,30.233588,"FAT atypical cadherin 3a [Source:ZFIN;Acc:ZDB-GENE-060929-1254]",49.17,6,72319,13395,13395,NA,NA,43.5
"ENSCHAG00000017850"," slc36a4","ENSCHAG00000017850",NA,"protein_coding","Atlantic herring",9,30.309869,"solute carrier family 36 member 4 [Source:ZFIN;Acc:ZDB-GENE-050309-239]",46.97,1,11620,1266,1266,NA,NA,9
"ENSCHAG00000000822"," scfd2","ENSCHAG00000000822",NA,"protein_coding","Atlantic herring",10,21.59847,"sec1 family domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050320-143]",47.43,4,146604,1953,3173,153,1065,8.5
"ENSCHAG00000001104"," lnx1","ENSCHAG00000001104",NA,"protein_coding","Atlantic herring",10,21.847869,"ligand of numb-protein X 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9439]",49.87,2,49218,2301,4110,NA,1808,11.5
"ENSCHAG00000012728"," hacl1","ENSCHAG00000012728",NA,"protein_coding","Atlantic herring",11,0.009811,"2-hydroxyacyl-CoA lyase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2058]",47.54,9,22808,1662,1786,NA,123,17
"ENSCHAG00000013577"," chn2","ENSCHAG00000013577",NA,"protein_coding","Atlantic herring",11,0.087139,"chimerin 2 [Source:ZFIN;Acc:ZDB-GENE-091020-5]",47.98,1,23164,1368,3932,211.5,2138,10
"ENSCHAG00000013681"," cpvl","ENSCHAG00000013681",NA,"protein_coding","Atlantic herring",11,0.132643,"carboxypeptidase vitellogenic like [Source:ZFIN;Acc:ZDB-GENE-031219-2]",49.32,4,14907,1437,1981,212.5,660,13.5
"ENSCHAG00000013853"," creb5b","ENSCHAG00000013853",NA,"protein_coding","Atlantic herring",11,0.153004,"cAMP responsive element binding protein 5b [Source:ZFIN;Acc:ZDB-GENE-091020-6]",49.31,2,16646,1102.5,1102.5,NA,NA,8
"ENSCHAG00000014005"," jazf1b","ENSCHAG00000014005",NA,"protein_coding","Atlantic herring",11,0.207319,"JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]",42.82,1,6379,654,654,NA,NA,4
"ENSCHAG00000014169"," hoxa13b","ENSCHAG00000014169",105911402,"protein_coding","Atlantic herring",11,0.269709,"homeobox A13 [Source:NCBI gene;Acc:105911402]",49.1,1,2653,885,2012,318,807,2
"ENSCHAG00000014172"," hoxa11b","ENSCHAG00000014172",105911401,"protein_coding","Atlantic herring",11,0.280525,"homeobox A11 [Source:NCBI gene;Acc:105911401]",48.69,1,2973,858,1906,NA,1047,2
"ENSCHAG00000014521"," si:zfos-1192g2.3","ENSCHAG00000014521",105911442,"protein_coding","Atlantic herring",11,0.603191,"mitochondrial assembly of ribosomal large subunit 1 [Source:NCBI gene;Acc:105911442]",46.72,1,3434,672,1825,959,192,4
"ENSCHAG00000014528"," smpd5","ENSCHAG00000014528",NA,"protein_coding","Atlantic herring",11,0.606569,"sphingomyelin phosphodiesterase 5 [Source:NCBI gene;Acc:567592]",55.8,1,4553,1785,2097,311,NA,7
"ENSCHAG00000002344"," rbm24b","ENSCHAG00000002344",105911441,"protein_coding","Atlantic herring",11,0.621941,"RNA-binding protein 24-like [Source:NCBI gene;Acc:105911441]",45.93,1,13356,690,1829,384,753,4
"ENSCHAG00000002991"," kif13a","ENSCHAG00000002991",NA,"protein_coding","Atlantic herring",11,0.635746,"kinesin family member 13A [Source:ZFIN;Acc:ZDB-GENE-090901-1]",48.33,9,39037,4866,6218,NA,2181,33
"ENSCHAG00000010900"," si:ch73-22o12.1","ENSCHAG00000010900",NA,"protein_coding","Atlantic herring",11,0.768535,"si:ch73-22o12.1 [Source:ZFIN;Acc:ZDB-GENE-110411-27]",49.18,1,32053,1539,3496,NA,1956,7
"ENSCHAG00000015378"," si:dkey-65b12.6","ENSCHAG00000015378",NA,"protein_coding","Atlantic herring",11,7.481468,"si:dkey-65b12.6 [Source:ZFIN;Acc:ZDB-GENE-060526-329]",42.52,2,34459,8247,8247,NA,NA,19.5
"ENSCHAG00000015565"," rbm42","ENSCHAG00000015565",105891948,"protein_coding","Atlantic herring",11,7.525442,"RNA binding motif protein 42 [Source:NCBI gene;Acc:105891948]",43.99,1,18775,1242,2176,103.5,724,11
"ENSCHAG00000015594"," arhgap33","ENSCHAG00000015594",NA,"protein_coding","Atlantic herring",11,7.546077,"Rho GTPase activating protein 33 [Source:ZFIN;Acc:ZDB-GENE-121105-12]",46.39,2,34440,1737,2166,64,363,17.5
"ENSCHAG00000015638"," upk1a","ENSCHAG00000015638",NA,"protein_coding","Atlantic herring",11,7.591369,"uroplakin 1a [Source:ZFIN;Acc:ZDB-GENE-060421-2603]",40.97,2,4036,741,1127,NA,385,6.5
"ENSCHAG00000015727"," ppox","ENSCHAG00000015727",NA,"protein_coding","Atlantic herring",11,7.599424,"protoporphyrinogen oxidase [Source:ZFIN;Acc:ZDB-GENE-051120-90]",45.43,3,10263,1410,2696,110,1027,13
"ENSCHAG00000015796"," zgc:162160","ENSCHAG00000015796",NA,"protein_coding","Atlantic herring",11,7.623804,"zgc:162160 [Source:ZFIN;Acc:ZDB-GENE-070424-22]",44.44,2,13446,1473,2055,290,NA,4.5
"ENSCHAG00000015932"," dyrk1b","ENSCHAG00000015932",NA,"protein_coding","Atlantic herring",11,7.673463,"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B [Source:ZFIN;Acc:ZDB-GENE-060503-499]",49.9,2,19434,2193,2418,111.5,NA,11.5
"ENSCHAG00000016142"," fli1b","ENSCHAG00000016142",105891833,"protein_coding","Atlantic herring",11,7.703195,"retroviral integration site protein Fli-1 homolog [Source:NCBI gene;Acc:105891833]",41.74,5,16418,1389,2337.5,298,798,9
"ENSCHAG00000016286"," etv2","ENSCHAG00000016286",105891857,"protein_coding","Atlantic herring",11,7.721612,"ETS-like protein pointed, isoform P1 [Source:NCBI gene;Acc:105891857]",44.54,1,3432,1125,1577,NA,451,7
"ENSCHAG00000016298"," pycard","ENSCHAG00000016298",NA,"protein_coding","Atlantic herring",11,7.726022,"PYD and CARD domain containing [Source:NCBI gene;Acc:57923]",42.16,1,2743,591,2280,516,1171,3
"ENSCHAG00000016304"," si:ch211-225p5.8","ENSCHAG00000016304",105891950,"protein_coding","Atlantic herring",11,7.729771,"sodium channel subunit beta-1-like [Source:NCBI gene;Acc:105891950]",41.56,1,7253,663,1947,401,440,6
"ENSCHAG00000016311"," gramd1a","ENSCHAG00000016311",NA,"protein_coding","Atlantic herring",11,7.741847,"GRAM domain containing 1A [Source:ZFIN;Acc:ZDB-GENE-060503-688]",45.86,3,27279,2607,3037.5,860,NA,15
"ENSCHAG00000016344"," scn1ba","ENSCHAG00000016344",105891920,"protein_coding","Atlantic herring",11,7.781104,"sodium channel subunit beta-1-like [Source:NCBI gene;Acc:105891920]",46.18,2,11130,675,908,227,4,5
"ENSCHAG00000016362"," psmc4","ENSCHAG00000016362",NA,"protein_coding","Atlantic herring",11,7.799428,"proteasome 26S subunit, ATPase 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5083]",41.75,5,13579,1251,3260,125,2008,11
"ENSCHAG00000007003"," tbx5a","ENSCHAG00000007003",NA,"protein_coding","Atlantic herring",12,14.478336,"T-box transcription factor 5a [Source:NCBI gene;Acc:30071]",41.85,2,22348,1614,3906,292.5,1704,9.5
"ENSCHAG00000007106"," ddx54","ENSCHAG00000007106",105890186,"protein_coding","Atlantic herring",12,14.539003,"DEAD-box helicase 54 [Source:NCBI gene;Acc:105890186]",43.29,9,8787,2502,2511,NA,912,19
"ENSCHAG00000010000"," rab14l","ENSCHAG00000010000",105889591,"protein_coding","Atlantic herring",12,14.567263,"ras-related protein Rab-14 [Source:NCBI gene;Acc:105889591]",45.08,2,15329,637.5,1255.5,308,NA,7.5
"ENSCHAG00000010052"," abl1","ENSCHAG00000010052",105889585,"protein_coding","Atlantic herring",12,14.589238,"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:NCBI gene;Acc:105889585]",44.98,4,36508,3243,3243,5,NA,11
"ENSCHAG00000010731"," exosc2","ENSCHAG00000010731",105913086,"protein_coding","Atlantic herring",12,14.627475,"exosome component 2 [Source:NCBI gene;Acc:105913086]",39.45,2,5603,849,2209,359,999,8.5
"ENSCHAG00000010803"," fubp3","ENSCHAG00000010803",NA,"protein_coding","Atlantic herring",12,14.645061,"far upstream element (FUSE) binding protein 3 [Source:NCBI gene;Acc:493616]",43.91,10,31187,1842,2798,920.5,357,18
"ENSCHAG00000011711"," ASS1","ENSCHAG00000011711",105890762,"protein_coding","Atlantic herring",12,14.685854,"argininosuccinate synthase 1 [Source:NCBI gene;Acc:105890762]",43.64,6,35067,1188,1645,108,325,14
"ENSCHAG00000012008"," si:ch211-165i18.2","ENSCHAG00000012008",105901129,"protein_coding","Atlantic herring",12,14.749208,"endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:105901129]",40.64,1,2627,1689,1689,NA,NA,2
"ENSCHAG00000012029"," surf4","ENSCHAG00000012029",NA,"protein_coding","Atlantic herring",12,14.764444,"surfeit 4 [Source:NCBI gene;Acc:394102]",42.44,4,4375,856.5,856.5,NA,NA,6
"ENSCHAG00000012159"," surf2","ENSCHAG00000012159",NA,"protein_coding","Atlantic herring",12,14.77538,"surfeit 2 [Source:NCBI gene;Acc:445173]",40.74,1,3016,756,756,NA,NA,6
"ENSCHAG00000012204"," pcyox1","ENSCHAG00000012204",105888561,"protein_coding","Atlantic herring",12,14.778962,"prenylcysteine oxidase-like [Source:NCBI gene;Acc:105888561]",43.27,1,7291,1530,2461,241,222.5,8
"ENSCHAG00000013164"," uap1l1","ENSCHAG00000013164",105909125,"protein_coding","Atlantic herring",12,24.3931,"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:NCBI gene;Acc:105909125]",41.65,1,6013,1497,1892,NA,394,9
"ENSCHAG00000013283"," zdhhc12b","ENSCHAG00000013283",105909209,"protein_coding","Atlantic herring",12,24.399796,"zinc finger DHHC-type containing 12 [Source:NCBI gene;Acc:105909209]",43.52,2,2883,924,2318.5,NA,1393.5,4.5
