"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSCHAG00000002283"," TMEM80","ENSCHAG00000002283",NA,"protein_coding","Atlantic herring",3,13.635871,"transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]",48.15,1,4832,438,1260,141,679,6
"ENSCHAG00000020322"," c2cd5","ENSCHAG00000020322",NA,"protein_coding","Atlantic herring",3,16.441762,"C2 calcium dependent domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-041114-193]",45.59,9,44045,3018,3597,157,1313,26
"ENSCHAG00000020481"," tnni1c","ENSCHAG00000020481",NA,"protein_coding","Atlantic herring",3,16.495146,"troponin I, skeletal, slow c [Source:ZFIN;Acc:ZDB-GENE-060825-192]",44.88,3,3170,561,608,49,760,5
"ENSCHAG00000020523"," b4galnt3b","ENSCHAG00000020523",NA,"protein_coding","Atlantic herring",3,16.501232,"beta-1,4-N-acetyl-galactosaminyl transferase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-8615]",45.8,1,11926,2385,4250,NA,1864,14
"ENSCHAG00000020579"," cfap161","ENSCHAG00000020579",105892438,"protein_coding","Atlantic herring",3,16.530781,"cilia and flagella associated protein 161 [Source:NCBI gene;Acc:105892438]",43.96,1,3907,921,1478,400,155,7
"ENSCHAG00000020595"," cd9a","ENSCHAG00000020595",NA,"protein_coding","Atlantic herring",3,16.556879,"CD9 molecule a [Source:ZFIN;Acc:ZDB-GENE-030131-1175]",44.64,2,16561,645,1393,95,717.5,8
"ENSCHAG00000020609"," kbtbd4","ENSCHAG00000020609",105892500,"protein_coding","Atlantic herring",3,16.573777,"kelch repeat and BTB domain containing 4 [Source:NCBI gene;Acc:105892500]",49.37,1,3868,1572,3360,112,1674,4
"ENSCHAG00000020622"," rapsn","ENSCHAG00000020622",NA,"protein_coding","Atlantic herring",3,16.578803,"receptor-associated protein of the synapse, 43kD [Source:ZFIN;Acc:ZDB-GENE-030313-1]",44.47,2,14110,1219.5,4157,390,2545.5,7.5
"ENSCHAG00000020640"," ighmbp2","ENSCHAG00000020640",105892498,"protein_coding","Atlantic herring",3,16.599149,"immunoglobulin mu DNA binding protein 2 [Source:NCBI gene;Acc:105892498]",46.78,5,10104,2931,3390,185,95,17
"ENSCHAG00000020757"," si:dkey-30c15.17","ENSCHAG00000020757",NA,"protein_coding","Atlantic herring",3,16.619544,"si:dkey-30c15.17 [Source:ZFIN;Acc:ZDB-GENE-060503-450]",43.43,1,10606,2109,2843,616,116,8
"ENSCHAG00000020766"," ","ENSCHAG00000020766",105892376,"protein_coding","Atlantic herring",3,16.626934,"Bardet-Biedl syndrome 10 [Source:NCBI gene;Acc:105892376]",47.04,1,6225,1848,6111,549,3712,2
"ENSCHAG00000020773"," syt1b","ENSCHAG00000020773",NA,"protein_coding","Atlantic herring",3,16.637745,"synaptotagmin Ib [Source:ZFIN;Acc:ZDB-GENE-060503-166]",47.59,1,7503,1188,1335,NA,146,6
"ENSCHAG00000007931"," cib2","ENSCHAG00000007931",105892468,"protein_coding","Atlantic herring",3,18.51003,"calcium and integrin binding family member 2 [Source:NCBI gene;Acc:105892468]",44.19,2,37160,660,1549,327,560,6
"ENSCHAG00000007974"," lrrc61","ENSCHAG00000007974",105892521,"protein_coding","Atlantic herring",3,18.538549,"leucine rich repeat containing 61 [Source:NCBI gene;Acc:105892521]",38.7,4,7988,777,2048,NA,1270,9
"ENSCHAG00000008118"," idh3a","ENSCHAG00000008118",105892520,"protein_coding","Atlantic herring",3,18.547211,"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:NCBI gene;Acc:105892520]",43.61,8,11081,1092,1847,143,754,10
"ENSCHAG00000009400"," DNAJA4","ENSCHAG00000009400",NA,"protein_coding","Atlantic herring",3,18.556418,"DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]",43.25,1,14877,1365,2959,152,610,11
"ENSCHAG00000009594"," acsbg1","ENSCHAG00000009594",105892397,"protein_coding","Atlantic herring",3,18.558451,"acyl-CoA synthetase bubblegum family member 1 [Source:NCBI gene;Acc:105892397]",44.51,10,7772,2013,2100,51.5,NA,14
"ENSCHAG00000010048"," rps27l","ENSCHAG00000010048",NA,"protein_coding","Atlantic herring",3,18.571523,"ribosomal protein S27 like [Source:ZFIN;Acc:ZDB-GENE-060331-65]",39.96,3,1876,300,300,NA,NA,4
"ENSCHAG00000010155"," megf8","ENSCHAG00000010155",105892440,"protein_coding","Atlantic herring",3,18.574531,"RAB8B, member RAS oncogene family [Source:NCBI gene;Acc:105892440]",46.5,3,15810,594,738,143,2798,7
"ENSCHAG00000010296"," trpm1b","ENSCHAG00000010296",NA,"protein_coding","Atlantic herring",3,18.59193,"transient receptor potential cation channel, subfamily M, member 1b [Source:ZFIN;Acc:ZDB-GENE-070424-31]",47.76,10,43880,5370,6526,276,NA,27
"ENSCHAG00000013379"," klf13","ENSCHAG00000013379",105892454,"protein_coding","Atlantic herring",3,18.661369,"Krueppel-like factor 13 [Source:NCBI gene;Acc:105892454]",50.11,1,25275,846,846,NA,NA,2
"ENSCHAG00000013399"," OTUD7A","ENSCHAG00000013399",NA,"protein_coding","Atlantic herring",3,18.712,"OTU deubiquitinase 7A [Source:HGNC Symbol;Acc:HGNC:20718]",48.07,3,69046,3153,3838,341.5,4071,13
"ENSCHAG00000006066"," cbln1","ENSCHAG00000006066",105892472,"protein_coding","Atlantic herring",3,20.110198,"cerebellin 1 precursor [Source:NCBI gene;Acc:105892472]",46.43,2,6210,456,734,NA,277,3
"ENSCHAG00000006101"," si:ch211-212o1.2","ENSCHAG00000006101",NA,"protein_coding","Atlantic herring",3,20.148473,"si:ch211-212o1.2 [Source:ZFIN;Acc:ZDB-GENE-041111-310]",48.95,1,31985,891,3131,122,2116,7
"ENSCHAG00000006123"," ZNF423","ENSCHAG00000006123",NA,"protein_coding","Atlantic herring",3,20.184295,"zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]",50.49,8,155523,4242,4433.5,NA,275,8.5
"ENSCHAG00000006832"," si:ch211-216l23.2","ENSCHAG00000006832",105892560,"protein_coding","Atlantic herring",3,20.347942,"nuclear receptor coactivator 5-like [Source:NCBI gene;Acc:105892560]",41.99,2,12189,1500,2380,204.5,468,9.5
"ENSCHAG00000006883"," cdh13","ENSCHAG00000006883",NA,"protein_coding","Atlantic herring",3,20.607643,"cadherin 13, H-cadherin (heart) [Source:ZFIN;Acc:ZDB-GENE-060503-286]",45.61,2,255676,2038.5,2038.5,NA,NA,12
"ENSCHAG00000016981"," abtb2b","ENSCHAG00000016981",NA,"protein_coding","Atlantic herring",3,25.853761,"ankyrin repeat and BTB (POZ) domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-100422-14]",48.92,3,51624,3132,4632,378.5,740,18
"ENSCHAG00000017077"," BRSK2","ENSCHAG00000017077",NA,"protein_coding","Atlantic herring",3,25.908955,"BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]",48.95,6,230240,2028,2508,479,164,19
"ENSCHAG00000017273"," ldha","ENSCHAG00000017273",105908805,"protein_coding","Atlantic herring",3,26.150351,"L-lactate dehydrogenase A chain [Source:NCBI gene;Acc:105908805]",42.79,3,13826,999,1309,129,60,8
"ENSCHAG00000017309"," tsg101a","ENSCHAG00000017309",NA,"protein_coding","Atlantic herring",3,26.166579,"tumor susceptibility 101a [Source:ZFIN;Acc:ZDB-GENE-030217-1]",44.6,3,4876,1125,1125,NA,NA,9
"ENSCHAG00000017411"," zgc:123278","ENSCHAG00000017411",NA,"protein_coding","Atlantic herring",3,26.172952,"zgc:123278 [Source:ZFIN;Acc:ZDB-GENE-051127-21]",40.73,1,878,396,396,NA,NA,4
"ENSCHAG00000017435"," hrasa","ENSCHAG00000017435",105908806,"protein_coding","Atlantic herring",3,26.176413,"HRas proto-oncogene, GTPase [Source:NCBI gene;Acc:105908806]",42.42,1,15132,570,2426,263.5,662.5,6
"ENSCHAG00000002017"," zbtb46","ENSCHAG00000002017",NA,"protein_coding","Atlantic herring",4,0.25929,"zinc finger and BTB domain containing 46 [Source:ZFIN;Acc:ZDB-GENE-090313-352]",49.5,1,90315,1962,2876,456,NA,5
"ENSCHAG00000002046"," si:rp71-79p20.2","ENSCHAG00000002046",NA,"protein_coding","Atlantic herring",4,0.36292,"si:rp71-79p20.2 [Source:ZFIN;Acc:ZDB-GENE-030616-83]",48.14,2,73428,1594.5,1594.5,NA,NA,8
"ENSCHAG00000025725"," slc25a26","ENSCHAG00000025725",105912187,"protein_coding","Atlantic herring",5,6.075742,"solute carrier family 25 member 26 [Source:NCBI gene;Acc:105912187]",48.73,3,48045,777,1412,323,353.5,9
"ENSCHAG00000025769"," magi1b","ENSCHAG00000025769",NA,"protein_coding","Atlantic herring",5,6.15211,"membrane associated guanylate kinase, WW and PDZ domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5110]",46.96,10,123415,3864,5349,560,999,23
"ENSCHAG00000025884"," rhol","ENSCHAG00000025884",105912243,"protein_coding","Atlantic herring",5,6.280535,"rhodopsin, deep-sea form [Source:NCBI gene;Acc:105912243]",60.11,1,1067,1068,1068,NA,NA,1
"ENSCHAG00000025948"," adamts9","ENSCHAG00000025948",NA,"protein_coding","Atlantic herring",5,6.313088,"ADAM metallopeptidase with thrombospondin type 1 motif, 9 [Source:ZFIN;Acc:ZDB-GENE-070814-6]",44.49,9,46470,3454.5,5477,507,465.5,30
"ENSCHAG00000026382"," prickle2b","ENSCHAG00000026382",NA,"protein_coding","Atlantic herring",5,6.362666,"prickle homolog 2b [Source:ZFIN;Acc:ZDB-GENE-030724-6]",48.14,1,67048,2721,4350,628,999,9
"ENSCHAG00000001055"," ciao2b","ENSCHAG00000001055",105912623,"protein_coding","Atlantic herring",6,2.557826,"cytosolic iron-sulfur assembly component 2B [Source:NCBI gene;Acc:105912623]",38.75,1,2381,480,1504,451,571,5
"ENSCHAG00000001092"," ","ENSCHAG00000001092",105912624,"protein_coding","Atlantic herring",6,2.560228,"cytochrome c oxidase subunit 5A, mitochondrial-like [Source:NCBI gene;Acc:105912624]",40.36,1,5710,426,587,NA,79.5,5
"ENSCHAG00000008178"," pcdh1b","ENSCHAG00000008178",NA,"protein_coding","Atlantic herring",6,7.168413,"protocadherin 1b [Source:ZFIN;Acc:ZDB-GENE-091015-2]",48.42,2,198654,3364.5,4835.5,330,1617,4
"ENSCHAG00000012168"," etfdh","ENSCHAG00000012168",105906177,"protein_coding","Atlantic herring",6,9.402207,"electron transfer flavoprotein dehydrogenase [Source:NCBI gene;Acc:105906177]",44.32,9,11239,1846.5,2405.5,347.5,558,13
"ENSCHAG00000013565"," ppid","ENSCHAG00000013565",105906178,"protein_coding","Atlantic herring",6,9.413918,"peptidylprolyl isomerase D [Source:NCBI gene;Acc:105906178]",41.86,3,8776,1104,1786,675,124,9
"ENSCHAG00000013600"," lman2","ENSCHAG00000013600",NA,"protein_coding","Atlantic herring",6,9.438074,"lectin, mannose-binding 2 [Source:ZFIN;Acc:ZDB-GENE-070209-149]",42.05,7,8669,1068,2580.5,212,1405,9
"ENSCHAG00000013829"," htr4","ENSCHAG00000013829",NA,"protein_coding","Atlantic herring",6,9.487322,"5-hydroxytryptamine receptor 4 [Source:HGNC Symbol;Acc:HGNC:5299]",46.99,5,139513,1045.5,1310,87,NA,6
"ENSCHAG00000014030"," slc26a2","ENSCHAG00000014030",NA,"protein_coding","Atlantic herring",6,9.686897,"solute carrier family 26 member 2 [Source:ZFIN;Acc:ZDB-GENE-030717-3]",47.92,1,10103,2199,4312,490.5,1129,4
"ENSCHAG00000014049"," pde6a","ENSCHAG00000014049",105906152,"protein_coding","Atlantic herring",6,9.698313,"phosphodiesterase 6A [Source:NCBI gene;Acc:105906152]",45.14,10,17904,2529,2629,99,NA,21
"ENSCHAG00000014629"," arhgef37","ENSCHAG00000014629",NA,"protein_coding","Atlantic herring",6,9.830994,"Rho guanine nucleotide exchange factor (GEF) 37 [Source:ZFIN;Acc:ZDB-GENE-100514-3]",47.38,1,19438,2007,4039,NA,2031,13
"ENSCHAG00000014782"," slit3","ENSCHAG00000014782",NA,"protein_coding","Atlantic herring",6,9.905168,"slit homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-010306-4]",47.94,10,171834,4374,4486,NA,111,32
"ENSCHAG00000000301"," irx5a","ENSCHAG00000000301",105899764,"protein_coding","Atlantic herring",6,16.639956,"iroquois homeobox 5 [Source:NCBI gene;Acc:105899764]",43.71,1,2758,1344,1344,NA,NA,3
"ENSCHAG00000017711"," cenpn","ENSCHAG00000017711",NA,"protein_coding","Atlantic herring",6,18.294922,"centromere protein N [Source:ZFIN;Acc:ZDB-GENE-030616-408]",40.65,2,12561,978,6317,131,494.5,12
"ENSCHAG00000017773"," atmin","ENSCHAG00000017773",NA,"protein_coding","Atlantic herring",6,18.29842,"ATM interactor [Source:ZFIN;Acc:ZDB-GENE-030616-220]",41.15,1,9063,2439,5717,362,2339,6
"ENSCHAG00000017805"," CIBAR2","ENSCHAG00000017805",NA,"protein_coding","Atlantic herring",6,18.335738,"family with sequence similarity 92 member B [Source:HGNC Symbol;Acc:HGNC:24781]",39.05,1,4222,960,1323,58,303,8
"ENSCHAG00000017820"," gse1","ENSCHAG00000017820",105892928,"protein_coding","Atlantic herring",6,18.361429,"Gse1 coiled-coil protein [Source:NCBI gene;Acc:105892928]",48.98,5,238337,3936,7836,607,705,17
"ENSCHAG00000020225"," spg7","ENSCHAG00000020225",105892929,"protein_coding","Atlantic herring",6,19.414952,"SPG7 matrix AAA peptidase subunit, paraplegin [Source:NCBI gene;Acc:105892929]",41.55,8,8114,2202,2922,978,719,16.5
"ENSCHAG00000021955"," cdh15","ENSCHAG00000021955",NA,"protein_coding","Atlantic herring",6,19.423649,"cadherin 15, type 1, M-cadherin (myotubule) [Source:ZFIN;Acc:ZDB-GENE-030131-780]",43.05,1,8123,2358,2358,NA,NA,17
"ENSCHAG00000022016"," ACSF3","ENSCHAG00000022016",105892910,"protein_coding","Atlantic herring",6,19.458954,"acyl-CoA synthetase family member 3 [Source:NCBI gene;Acc:105892910]",46.64,9,39918,1698,2101,73,402,10
"ENSCHAG00000022304"," cbfa2t3","ENSCHAG00000022304",NA,"protein_coding","Atlantic herring",6,19.568223,"CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:ZFIN;Acc:ZDB-GENE-070209-2]",48.22,2,43742,1965,2184,108.5,NA,11.5
"ENSCHAG00000022318"," trappc2l","ENSCHAG00000022318",NA,"protein_coding","Atlantic herring",6,19.621281,"trafficking protein particle complex 2-like [Source:ZFIN;Acc:ZDB-GENE-040801-249]",40.21,3,4304,366,854,494.5,NA,5
"ENSCHAG00000022371"," galns","ENSCHAG00000022371",NA,"protein_coding","Atlantic herring",6,19.625411,"galactosamine (N-acetyl)-6-sulfatase [Source:ZFIN;Acc:ZDB-GENE-070112-1152]",45.59,5,20554,1368,1564.5,943,NA,12
"ENSCHAG00000022607"," aprt","ENSCHAG00000022607",105892916,"protein_coding","Atlantic herring",6,19.647047,"adenine phosphoribosyltransferase [Source:NCBI gene;Acc:105892916]",41.17,1,2724,549,1145,NA,595,5
"ENSCHAG00000022614"," cdt1","ENSCHAG00000022614",NA,"protein_coding","Atlantic herring",6,19.650325,"chromatin licensing and DNA replication factor 1 [Source:ZFIN;Acc:ZDB-GENE-070111-1]",45.38,3,3593,1299,1505,102,NA,11
"ENSCHAG00000022740"," piezo1","ENSCHAG00000022740",105892893,"protein_coding","Atlantic herring",6,19.656093,"piezo type mechanosensitive ion channel component 1 [Source:NCBI gene;Acc:105892893]",45.71,7,67488,6579,8448,414,1268,39
"ENSCHAG00000024081"," plekha7b","ENSCHAG00000024081",105889126,"protein_coding","Atlantic herring",6,23.614691,"pleckstrin homology domain containing A7 [Source:NCBI gene;Acc:105889126]",46.81,10,88682,3717,4583,127,749,24
"ENSCHAG00000024518"," sox6","ENSCHAG00000024518",NA,"protein_coding","Atlantic herring",6,23.714777,"SRY-box transcription factor 6 [Source:ZFIN;Acc:ZDB-GENE-081120-6]",46.44,6,156463,2400,2971,108,NA,15.5
"ENSCHAG00000000295"," ebf2","ENSCHAG00000000295",NA,"protein_coding","Atlantic herring",7,27.789192,"EBF transcription factor 2 [Source:NCBI gene;Acc:30692]",46.8,1,30819,1779,2323,510,32,15
"ENSCHAG00000001526"," ank1a","ENSCHAG00000001526",NA,"protein_coding","Atlantic herring",7,28.012625,"ankyrin 1, erythrocytic a [Source:ZFIN;Acc:ZDB-GENE-041010-44]",47.44,10,63280,4371,5287,519.5,999,35
"ENSCHAG00000008968"," shox2","ENSCHAG00000008968",105889611,"protein_coding","Atlantic herring",9,26.958332,"short stature homeobox 2 [Source:NCBI gene;Acc:105889611]",43.16,1,5741,900,1523,622,NA,5
"ENSCHAG00000027288"," dab1a","ENSCHAG00000027288",NA,"protein_coding","Atlantic herring",10,18.382491,"DAB adaptor protein 1a [Source:ZFIN;Acc:ZDB-GENE-060528-1]",47.5,4,119320,1638,3631,160,1396,12.5
"ENSCHAG00000000822"," scfd2","ENSCHAG00000000822",NA,"protein_coding","Atlantic herring",10,21.59847,"sec1 family domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050320-143]",47.43,4,146604,1953,3173,153,1065,8.5
"ENSCHAG00000001104"," lnx1","ENSCHAG00000001104",NA,"protein_coding","Atlantic herring",10,21.847869,"ligand of numb-protein X 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9439]",49.87,2,49218,2301,4110,NA,1808,11.5
"ENSCHAG00000001249"," ","ENSCHAG00000001249",105895062,"protein_coding","Atlantic herring",10,22.026037,"pancreas/duodenum homeobox protein 1-like [Source:NCBI gene;Acc:105895062]",49.16,1,833,630,630,NA,NA,2
"ENSCHAG00000001576"," pdgfra","ENSCHAG00000001576",NA,"protein_coding","Atlantic herring",10,22.034602,"platelet-derived growth factor receptor, alpha polypeptide [Source:NCBI gene;Acc:386856]",47.67,10,25023,3252,6014,150.5,2791,21
"ENSCHAG00000006618"," kita","ENSCHAG00000006618",NA,"protein_coding","Atlantic herring",10,22.096064,"KIT proto-oncogene, receptor tyrosine kinase a [Source:NCBI gene;Acc:30256]",46.47,6,35148,2505,3037,263,133,20
"ENSCHAG00000007302"," clocka","ENSCHAG00000007302",NA,"protein_coding","Atlantic herring",10,22.099582,"clock circadian regulator a [Source:ZFIN;Acc:ZDB-GENE-990630-14]",45.71,9,145812,2667,3492,145,1313,20
"ENSCHAG00000008272"," elavl4","ENSCHAG00000008272",NA,"protein_coding","Atlantic herring",10,26.949924,"ELAV like neuron-specific RNA binding protein 4 [Source:NCBI gene;Acc:30737]",46.84,9,78239,1237.5,1757,673,135,8
"ENSCHAG00000008915"," AGBL4","ENSCHAG00000008915",NA,"protein_coding","Atlantic herring",10,27.03089,"ATP/GTP binding protein-like 4 [Source:ZFIN;Acc:ZDB-GENE-081104-437]",46.77,2,314765,1449,2776,125,78,12.5
"ENSCHAG00000007943"," sema6e","ENSCHAG00000007943",NA,"protein_coding","Atlantic herring",11,10.476922,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6E [Source:ZFIN;Acc:ZDB-GENE-040724-119]",47.32,10,96558,2676,3802,207,2165,18
"ENSCHAG00000008795"," gabpb2b","ENSCHAG00000008795",NA,"protein_coding","Atlantic herring",11,10.592476,"GA binding protein transcription factor subunit beta 2b [Source:ZFIN;Acc:ZDB-GENE-050208-136]",46.9,1,3592,1311,1868,NA,556,7
"ENSCHAG00000008806"," atg5","ENSCHAG00000008806",105901702,"protein_coding","Atlantic herring",11,10.597143,"autophagy related 5 [Source:NCBI gene;Acc:105901702]",44.95,2,19054,828,2295,64,678,7.5
"ENSCHAG00000000525"," si:dkey-22o22.2","ENSCHAG00000000525",105893959,"protein_coding","Atlantic herring",11,27.229572,"neural-cadherin-like [Source:NCBI gene;Acc:105893959]",49.56,1,138801,8562,8562,NA,NA,35
"ENSCHAG00000012288"," psd3l","ENSCHAG00000012288",NA,"protein_coding","Atlantic herring",12,26.455104,"pleckstrin and Sec7 domain containing 3, like [Source:ZFIN;Acc:ZDB-GENE-030131-8195]",44.78,10,257950,1869,4647,89,4089,15
"ENSCHAG00000014656"," ","ENSCHAG00000014656",105894656,"protein_coding","Atlantic herring",12,26.591155,"SH2 domain-containing protein 4A-like [Source:NCBI gene;Acc:105894656]",44.71,4,160296,1200,1913.5,144,422.5,6.5
"ENSCHAG00000014764"," ddx4","ENSCHAG00000014764",NA,"protein_coding","Atlantic herring",12,26.620539,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 [Source:ZFIN;Acc:ZDB-GENE-990415-272]",44.11,2,8860,1527,2422,35,564,13.5
"ENSCHAG00000015157"," il6st","ENSCHAG00000015157",NA,"protein_coding","Atlantic herring",12,26.810537,"interleukin 6 signal transducer [Source:ZFIN;Acc:ZDB-GENE-080104-6]",50.36,2,11844,2557.5,2557.5,NA,NA,15
"ENSCHAG00000015383"," ankrd55","ENSCHAG00000015383",NA,"protein_coding","Atlantic herring",12,26.82586,"ankyrin repeat domain 55 [Source:ZFIN;Acc:ZDB-GENE-080104-7]",42.51,1,15255,1944,2077,132,NA,13
"ENSCHAG00000006639"," galt","ENSCHAG00000006639",NA,"protein_coding","Atlantic herring",12,28.550079,"galactose-1-phosphate uridylyltransferase [Source:ZFIN;Acc:ZDB-GENE-070112-172]",48.93,3,38519,1011,1011,NA,NA,5
"ENSCHAG00000018616"," DST","ENSCHAG00000018616",NA,"protein_coding","Atlantic herring",13,11.024642,"dystonin [Source:HGNC Symbol;Acc:HGNC:1090]",44.41,9,127132,18846,19734,NA,933,100
"ENSCHAG00000027714"," pcgf6","ENSCHAG00000027714",105911589,"protein_coding","Atlantic herring",13,11.161661,"polycomb group ring finger 6 [Source:NCBI gene;Acc:105911589]",40.58,1,16290,777,3867,281,2807,10
"ENSCHAG00000027715"," inaa","ENSCHAG00000027715",105911587,"protein_coding","Atlantic herring",13,11.177976,"alpha-internexin-like [Source:NCBI gene;Acc:105911587]",45.05,1,2323,1419,1419,NA,NA,3
"ENSCHAG00000027716"," nt5c2a","ENSCHAG00000027716",NA,"protein_coding","Atlantic herring",13,11.183338,"5'-nucleotidase, cytosolic IIa [Source:ZFIN;Acc:ZDB-GENE-030131-3566]",41.65,10,16646,1545,1545,36,NA,16
"ENSCHAG00000027720"," MFAP4","ENSCHAG00000027720",NA,"protein_coding","Atlantic herring",13,11.188854,"microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]",51.14,1,1317,687,687,NA,NA,2
"ENSCHAG00000027722"," cnnm2a","ENSCHAG00000027722",NA,"protein_coding","Atlantic herring",13,11.205607,"cyclin and CBS domain divalent metal cation transport mediator 2a [Source:ZFIN;Acc:ZDB-GENE-050208-36]",44.34,2,15192,2509.5,3245.5,343,391,7.5
"ENSCHAG00000027725"," cyp17a1","ENSCHAG00000027725",105911586,"protein_coding","Atlantic herring",13,11.224841,"steroid 17-alpha-hydroxylase/17,20 lyase [Source:NCBI gene;Acc:105911586]",44.9,3,3625,1542,1604.5,112,NA,9
"ENSCHAG00000027726"," WBP1L","ENSCHAG00000027726",105911588,"protein_coding","Atlantic herring",13,11.232215,"WW domain binding protein 1-like [Source:NCBI gene;Acc:105911588]",46.44,2,12820,1188,1924,735,NA,4
"ENSCHAG00000027727"," fbxw4","ENSCHAG00000027727",NA,"protein_coding","Atlantic herring",13,11.25251,"F-box and WD repeat domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-000516-1]",46.8,3,35041,1218,2218,NA,999,10
"ENSCHAG00000027731"," fgf8a","ENSCHAG00000027731",105911577,"protein_coding","Atlantic herring",13,11.292043,"fibroblast growth factor 8 [Source:NCBI gene;Acc:105911577]",41.84,3,7796,633,2340,818,916,4
"ENSCHAG00000027732"," slc2a15a","ENSCHAG00000027732",105911536,"protein_coding","Atlantic herring",13,11.332717,"solute carrier family 2, facilitated glucose transporter member 5-like [Source:NCBI gene;Acc:105911536]",45.28,1,13410,1554,1554,NA,NA,12
"ENSCHAG00000001434"," wdpcp","ENSCHAG00000001434",NA,"protein_coding","Atlantic herring",13,22.69191,"WD repeat containing planar cell polarity effector [Source:ZFIN;Acc:ZDB-GENE-100405-4]",47.92,5,68825,2088,3241,436.5,277,16
"ENSCHAG00000001812"," ehbp1","ENSCHAG00000001812",NA,"protein_coding","Atlantic herring",13,22.778374,"EH domain binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-091006-4]",49.3,3,156173,3198,3198,NA,NA,21
