"","CHROM","midPos","fst","nloci","p","pop"
"76","chr1",3875000,0.00528862596671456,103,1,"TB06_TB96"
"77","chr1",3925000,0.00518845931150956,17,1,"TB06_TB96"
"78","chr1",3975000,0.0145985401459854,1,1,"TB06_TB96"
"79","chr1",4075000,0.012204891381179,1,1,"TB06_TB96"
"80","chr1",4125000,0.00665605178669312,1,1,"TB06_TB96"
"81","chr1",4175000,0.00874219784259519,24,1,"TB06_TB96"
"82","chr1",4225000,0.0051024848028569,23,1,"TB06_TB96"
"83","chr1",4275000,0.00468396649621608,14,1,"TB06_TB96"
"84","chr1",4325000,0.0055766780921688,20,1,"TB06_TB96"
"85","chr1",4375000,0.00914414992377645,35,1,"TB06_TB96"
"86","chr1",4425000,0.00531244175874731,16,1,"TB06_TB96"
"87","chr1",4475000,0.0149477723585963,29,1,"TB06_TB96"
"88","chr1",4525000,0.0106162465830503,41,1,"TB06_TB96"
"89","chr1",4575000,0.0139455112358748,27,1,"TB06_TB96"
"90","chr1",4625000,0.0094520025242519,7,1,"TB06_TB96"
"91","chr1",4675000,0.0237358594879646,4,1,"TB06_TB96"
"92","chr1",4725000,0.00592535548483168,6,1,"TB06_TB96"
"93","chr1",4775000,0.00321356892827613,16,1,"TB06_TB96"
"94","chr1",4825000,0.0081437203199844,113,1,"TB06_TB96"
"95","chr1",4875000,0.00904385056195999,40,1,"TB06_TB96"
"96","chr1",4925000,0.0054726619031531,30,1,"TB06_TB96"
"97","chr1",4975000,0.00663281704477273,30,1,"TB06_TB96"
"98","chr1",5025000,0.0139411720802327,20,1,"TB06_TB96"
"99","chr1",5075000,0.00329420621377226,16,1,"TB06_TB96"
"100","chr1",5125000,0.00359267226792845,13,1,"TB06_TB96"
"101","chr1",5175000,0.0155924712588447,20,1,"TB06_TB96"
"102","chr1",5225000,0.012965979891836,22,1,"TB06_TB96"
"103","chr1",5275000,0.00454440949981733,17,1,"TB06_TB96"
"104","chr1",5325000,0.00844876838808421,27,1,"TB06_TB96"
"105","chr1",5375000,0.00804711792648712,19,1,"TB06_TB96"
"106","chr1",5425000,0.00721221417034157,25,1,"TB06_TB96"
"107","chr1",5475000,0.0092794631178289,30,1,"TB06_TB96"
"108","chr1",5525000,0.0093993288134672,10,1,"TB06_TB96"
"109","chr1",5575000,0.00218539204142814,15,1,"TB06_TB96"
"110","chr1",5625000,0.00484382837710273,11,1,"TB06_TB96"
"111","chr1",5675000,0.00506934380057225,21,1,"TB06_TB96"
"112","chr1",5725000,0.0202460903898657,6,1,"TB06_TB96"
"113","chr1",5775000,0.00641039762088336,7,1,"TB06_TB96"
"114","chr1",5825000,0.00429231321071928,16,1,"TB06_TB96"
"115","chr1",5875000,0.0090885234691512,22,1,"TB06_TB96"
"116","chr1",5925000,0.00801154630234774,29,1,"TB06_TB96"
"117","chr1",5975000,0.0042468362495054,11,1,"TB06_TB96"
"118","chr1",6025000,0.0114290383155982,8,1,"TB06_TB96"
"119","chr1",6075000,0.00661585158683537,15,1,"TB06_TB96"
"120","chr1",6125000,0.00483398369207961,10,1,"TB06_TB96"
"121","chr1",6175000,0.0130328031982313,16,1,"TB06_TB96"
"122","chr1",6225000,0.0160911178761652,15,1,"TB06_TB96"
"123","chr1",6275000,0.00415611668312161,10,1,"TB06_TB96"
"124","chr1",6325000,0.00810582197290102,4,1,"TB06_TB96"
"125","chr1",6375000,0.00630941298845258,4,1,"TB06_TB96"
"126","chr1",6425000,0.0033286022592499,12,1,"TB06_TB96"
"127","chr1",6475000,0.0080599455790058,23,1,"TB06_TB96"
"128","chr1",6525000,0.0203178433767219,30,1,"TB06_TB96"
"129","chr1",6575000,0.00786550935098102,39,1,"TB06_TB96"
"130","chr1",6625000,0.0027547360845786,27,1,"TB06_TB96"
"131","chr1",6675000,0.0101157001716623,17,1,"TB06_TB96"
"132","chr1",6725000,0.0163464609695662,43,1,"TB06_TB96"
"133","chr1",6775000,0.0183415565216849,10,1,"TB06_TB96"
"134","chr1",6825000,0.00403122540787508,18,1,"TB06_TB96"
"135","chr1",6875000,0.00452894858277744,9,1,"TB06_TB96"
"136","chr1",6925000,0.00455173062121399,11,1,"TB06_TB96"
"137","chr1",6975000,0.00964782096492262,15,1,"TB06_TB96"
"138","chr1",7025000,0.00957612969706705,27,1,"TB06_TB96"
"139","chr1",7075000,0.00624380847203199,32,1,"TB06_TB96"
"140","chr1",7125000,0.00342038783956164,14,1,"TB06_TB96"
"141","chr1",7175000,0.00265906062459044,8,1,"TB06_TB96"
"142","chr1",7225000,0.0155844155844156,1,1,"TB06_TB96"
"143","chr1",7275000,0.0187812853158679,8,1,"TB06_TB96"
"144","chr1",7325000,0.0110687809176043,16,1,"TB06_TB96"
"145","chr1",7375000,0.00622255376741879,17,1,"TB06_TB96"
"146","chr1",7425000,0.00598402043681021,3,1,"TB06_TB96"
"147","chr1",7475000,0.00724724383734417,10,1,"TB06_TB96"
"148","chr1",7525000,0.015625,1,1,"TB06_TB96"
"149","chr1",7625000,0.00528078475957659,11,1,"TB06_TB96"
"150","chr1",7675000,0.00423072098387431,19,1,"TB06_TB96"
"151","chr1",7725000,0.0123291717223322,24,1,"TB06_TB96"
"152","chr1",7775000,0.00813160737369623,10,1,"TB06_TB96"
"153","chr1",7825000,0.00443100849089191,13,1,"TB06_TB96"
"154","chr1",7875000,0.00438226196807666,27,1,"TB06_TB96"
"155","chr1",7925000,0.00446286691866087,13,1,"TB06_TB96"
"156","chr1",7975000,0.00491543656248132,7,1,"TB06_TB96"
"157","chr1",8025000,0.00363119560052079,7,1,"TB06_TB96"
"158","chr1",8075000,0.00919613356458955,27,1,"TB06_TB96"
"159","chr1",8125000,0.00804625823436455,14,1,"TB06_TB96"
"160","chr1",8175000,0.00468785573475043,24,1,"TB06_TB96"
"161","chr1",8225000,0.00568208368871924,15,1,"TB06_TB96"
"162","chr1",8275000,0.0113752600537842,38,1,"TB06_TB96"
"163","chr1",8325000,0.00716898796319866,37,1,"TB06_TB96"
"164","chr1",8375000,0.03135354202584,11,1,"TB06_TB96"
"165","chr1",8425000,0.00866251658473892,32,1,"TB06_TB96"
"166","chr1",8475000,0.00680950737056742,12,1,"TB06_TB96"
"167","chr1",8525000,0.00742887874567343,15,1,"TB06_TB96"
"168","chr1",8575000,0.00525573449532987,54,1,"TB06_TB96"
"169","chr1",8625000,0.00422045375371552,31,1,"TB06_TB96"
"170","chr1",8675000,0.00748125869758517,29,1,"TB06_TB96"
"171","chr1",8725000,0.0110419311100175,27,1,"TB06_TB96"
"172","chr1",8775000,0.0030079297076483,12,1,"TB06_TB96"
"173","chr1",8825000,0.0042796181180751,34,1,"TB06_TB96"
"174","chr1",8875000,0.00679573797819084,19,1,"TB06_TB96"
"175","chr1",8925000,0.0065874516330544,16,1,"TB06_TB96"
"176","chr1",8975000,0.0154873086043856,4,1,"TB06_TB96"
"177","chr1",9025000,0.0106310467907536,34,1,"TB06_TB96"
"178","chr1",9075000,0.00639882297688545,29,1,"TB06_TB96"
"179","chr1",9125000,0.00696578590820391,35,1,"TB06_TB96"
"180","chr1",9175000,0.0136134403036966,31,1,"TB06_TB96"
"181","chr1",9225000,0.0109602158442022,13,1,"TB06_TB96"
"182","chr1",9275000,0.00535270740188773,13,1,"TB06_TB96"
"183","chr1",9325000,0.00416848344276206,19,1,"TB06_TB96"
"184","chr1",9375000,0.00849023691050534,28,1,"TB06_TB96"
"185","chr1",9425000,0.0168765197115886,17,1,"TB06_TB96"
"186","chr1",9475000,0.00395564099380981,29,1,"TB06_TB96"
"187","chr1",9525000,0.00711206304747783,18,1,"TB06_TB96"
"188","chr1",9575000,0.0328506826043567,12,1,"TB06_TB96"
"189","chr1",9625000,0.00533620343545192,17,1,"TB06_TB96"
"190","chr1",9675000,0.0114069843536201,8,1,"TB06_TB96"
"191","chr1",9725000,0.00735293851487166,50,1,"TB06_TB96"
"192","chr1",9775000,0.0147325555700866,17,1,"TB06_TB96"
"193","chr1",9825000,0.00559086502208338,13,1,"TB06_TB96"
"194","chr1",9875000,0.00710652844817793,15,1,"TB06_TB96"
"195","chr1",9925000,0.00816485897094492,23,1,"TB06_TB96"
"196","chr1",9975000,0.0131560140766904,17,1,"TB06_TB96"
"197","chr1",10025000,0.00975328455126862,10,1,"TB06_TB96"
"198","chr1",10075000,0.00954563724825784,10,1,"TB06_TB96"
"199","chr1",10125000,0.00430704486366944,8,1,"TB06_TB96"
"200","chr1",10175000,0.00493800931210682,21,1,"TB06_TB96"
"201","chr1",10225000,0.0125726621462641,29,1,"TB06_TB96"
"202","chr1",10275000,0.0110957513695186,24,1,"TB06_TB96"
"203","chr1",10325000,0.00222871804203917,22,1,"TB06_TB96"
"204","chr1",10375000,0.0115126996577335,34,1,"TB06_TB96"
"205","chr1",10425000,0.00569804805219353,19,1,"TB06_TB96"
"206","chr1",10475000,0.0036327452028753,18,1,"TB06_TB96"
"207","chr1",10525000,0.00918905752275102,21,1,"TB06_TB96"
"208","chr1",10575000,0.0141329378781334,11,1,"TB06_TB96"
"209","chr1",10625000,0.00801669263068844,17,1,"TB06_TB96"
"210","chr1",10675000,0.00850044967266187,25,1,"TB06_TB96"
"211","chr1",10725000,0.00787495353638737,22,1,"TB06_TB96"
"212","chr1",10775000,0.0108541778145578,37,1,"TB06_TB96"
"213","chr1",10825000,0.0127645340317019,26,1,"TB06_TB96"
"214","chr1",10875000,0.00578730400162031,21,1,"TB06_TB96"
"215","chr1",10925000,0.00644200232363405,41,1,"TB06_TB96"
"216","chr1",10975000,0.00291838599649095,24,1,"TB06_TB96"
"217","chr1",11025000,0.00871126157291009,39,1,"TB06_TB96"
"218","chr1",11075000,0.00736164962989073,31,1,"TB06_TB96"
"219","chr1",11125000,0.00394507238008615,40,1,"TB06_TB96"
"220","chr1",11175000,0.0062494161316528,41,1,"TB06_TB96"
"221","chr1",11225000,0.00769984292822454,6,1,"TB06_TB96"
"222","chr1",11275000,0.0046581422663193,6,1,"TB06_TB96"
"223","chr1",11325000,0.00775920067455377,74,1,"TB06_TB96"
"224","chr1",11375000,0.00598372243618563,20,1,"TB06_TB96"
"225","chr1",11425000,0.00666375458159945,16,1,"TB06_TB96"
"226","chr1",11475000,0.00356504345044265,13,1,"TB06_TB96"
"227","chr1",11525000,0.00605868721507002,8,1,"TB06_TB96"
"228","chr1",11575000,0.00700206159452227,14,1,"TB06_TB96"
"229","chr1",11625000,0.00897646695671324,7,1,"TB06_TB96"
"230","chr1",11675000,0.00848955238154932,45,1,"TB06_TB96"
"231","chr1",11725000,0.00600653956398508,13,1,"TB06_TB96"
"232","chr1",11775000,0.00665891344077089,7,1,"TB06_TB96"
"233","chr1",11825000,0.00290585420680104,4,1,"TB06_TB96"
"234","chr1",11875000,0.00652397589407867,4,1,"TB06_TB96"
"235","chr1",11925000,0.00830532933708739,12,1,"TB06_TB96"
"236","chr1",11975000,0.00742955504683056,15,1,"TB06_TB96"
"237","chr1",12025000,0.00315088628572786,7,1,"TB06_TB96"
"238","chr1",12075000,0.00406324142193512,10,1,"TB06_TB96"
"239","chr1",12125000,0.00493795565171571,20,1,"TB06_TB96"
"240","chr1",12175000,0.00527971331873382,14,1,"TB06_TB96"
"241","chr1",12225000,0.00337452519117632,8,1,"TB06_TB96"
"242","chr1",12275000,0.0040546066453884,11,1,"TB06_TB96"
"243","chr1",12325000,0.00484127840206087,12,1,"TB06_TB96"
"244","chr1",12375000,0.00478981984558193,13,1,"TB06_TB96"
"245","chr1",12425000,0.00708110529030157,12,1,"TB06_TB96"
"246","chr1",12475000,0.0120870578217346,16,1,"TB06_TB96"
"247","chr1",12525000,0.0245854117982275,17,1,"TB06_TB96"
"248","chr1",12575000,0.00360101982163135,12,1,"TB06_TB96"
"249","chr1",12625000,0.0098028372072548,58,1,"TB06_TB96"
"250","chr1",12675000,0.00292615901341792,4,1,"TB06_TB96"
"251","chr1",12725000,0.00314252125158257,3,1,"TB06_TB96"
"252","chr1",12775000,0.0139308420148656,7,1,"TB06_TB96"
"253","chr1",12825000,0.00445297802602742,18,1,"TB06_TB96"
"254","chr1",12875000,0.0112185453791498,2,1,"TB06_TB96"
"255","chr1",12925000,0.0132325141776938,1,1,"TB06_TB96"
"256","chr1",12975000,0.00085272391997186,3,1,"TB06_TB96"
"257","chr1",13025000,0.00840304129479253,32,1,"TB06_TB96"
"258","chr1",13075000,0.00486489126310609,19,1,"TB06_TB96"
"259","chr1",13125000,0.00647445959317123,57,1,"TB06_TB96"
"260","chr1",13175000,0.00690794274931989,23,1,"TB06_TB96"
"261","chr1",13225000,0.0114915242727313,37,1,"TB06_TB96"
"262","chr1",13275000,0.00977069975284871,18,1,"TB06_TB96"
"263","chr1",13325000,0.00574686856246751,25,1,"TB06_TB96"
"264","chr1",13375000,0.00367967838422407,6,1,"TB06_TB96"
"265","chr1",13425000,0.00964715708504984,9,1,"TB06_TB96"
"266","chr1",13475000,0.0117175400740341,49,1,"TB06_TB96"
"267","chr1",13525000,0.0107770427775813,81,1,"TB06_TB96"
"268","chr1",13575000,0.00649737997999341,43,1,"TB06_TB96"
"269","chr1",13625000,0.00877180187865532,27,1,"TB06_TB96"
"270","chr1",13675000,0.005591893860992,12,1,"TB06_TB96"
"271","chr1",13725000,0.00287718612836917,14,1,"TB06_TB96"
"272","chr1",13775000,0.00983276308636843,13,1,"TB06_TB96"
"273","chr1",13825000,0.0149890080354658,14,1,"TB06_TB96"
"274","chr1",13875000,0.00692945077344991,15,1,"TB06_TB96"
"275","chr1",13925000,0.00362362497944121,17,1,"TB06_TB96"
"276","chr1",13975000,0.00243050497953635,5,1,"TB06_TB96"
"277","chr1",14025000,0.02063200618477,7,1,"TB06_TB96"
"278","chr1",14075000,0.00476165252446475,9,1,"TB06_TB96"
"279","chr1",14125000,0.0127092289284831,10,1,"TB06_TB96"
"280","chr1",14175000,0.00705593157146804,44,1,"TB06_TB96"
"281","chr1",14225000,0.00486002222853689,9,1,"TB06_TB96"
"282","chr1",14275000,0.0129817165662018,6,1,"TB06_TB96"
"283","chr1",14325000,0.00355289919520863,11,1,"TB06_TB96"
"284","chr1",14375000,0.00533110211258444,12,1,"TB06_TB96"
"285","chr1",14425000,0.00672149312721589,8,1,"TB06_TB96"
"286","chr1",14475000,0.00613294965043804,9,1,"TB06_TB96"
"287","chr1",14525000,0.010147741104362,13,1,"TB06_TB96"
"288","chr1",14575000,0.0048471458415353,27,1,"TB06_TB96"
"289","chr1",14625000,0.00790950269726652,68,1,"TB06_TB96"
"290","chr1",14675000,0.0121573857703042,27,1,"TB06_TB96"
"291","chr1",14725000,0.011743231363724,38,1,"TB06_TB96"
"292","chr1",14775000,0.00552097358896997,40,1,"TB06_TB96"
"293","chr1",14825000,0.00469233778816257,35,1,"TB06_TB96"
"294","chr1",14875000,0.0119380411288083,11,1,"TB06_TB96"
"295","chr1",14925000,0.0102244378117723,16,1,"TB06_TB96"
"296","chr1",14975000,0.00104269315001945,2,1,"TB06_TB96"
"297","chr1",15025000,0.0116612803733704,16,1,"TB06_TB96"
"298","chr1",15075000,0.0084570608015348,13,1,"TB06_TB96"
"299","chr1",15125000,0.0125701237455951,9,1,"TB06_TB96"
"300","chr1",15175000,0.00807698329616799,16,1,"TB06_TB96"
"301","chr1",15225000,0.00417454092669655,11,1,"TB06_TB96"
"302","chr1",15275000,0.00761931868444636,6,1,"TB06_TB96"
"303","chr1",15325000,0.00642120765832106,10,1,"TB06_TB96"
"304","chr1",15375000,0.00318045016459247,6,1,"TB06_TB96"
"305","chr1",15425000,0.0061210920922337,3,1,"TB06_TB96"
"306","chr1",15475000,0.00650012332081698,38,1,"TB06_TB96"
"307","chr1",15525000,0.00492473657651415,25,1,"TB06_TB96"
"308","chr1",15575000,0.00497110323720499,13,1,"TB06_TB96"
"309","chr1",15625000,0.00455339392280222,23,1,"TB06_TB96"
"310","chr1",15675000,0.00552855312210414,17,1,"TB06_TB96"
"311","chr1",15725000,0.0127537653915167,10,1,"TB06_TB96"
"312","chr1",15775000,0.0273029240448902,4,1,"TB06_TB96"
"313","chr1",15825000,0.00660453229629092,5,1,"TB06_TB96"
"314","chr1",15925000,0.013962373197257,3,1,"TB06_TB96"
"315","chr1",15975000,0.00312882128432208,8,1,"TB06_TB96"
"316","chr1",16025000,0.00447338112835979,8,1,"TB06_TB96"
"317","chr1",16075000,0.00284070201160856,3,1,"TB06_TB96"
"318","chr1",16125000,0.00742842632429907,11,1,"TB06_TB96"
"319","chr1",16175000,0.00666649537447912,12,1,"TB06_TB96"
"320","chr1",16225000,0.00791878379221608,23,1,"TB06_TB96"
"321","chr1",16275000,0.00471417494220089,6,1,"TB06_TB96"
"322","chr1",16325000,0.00509141209606186,4,1,"TB06_TB96"
"323","chr1",16375000,0.00362498203478067,8,1,"TB06_TB96"
"324","chr1",16425000,0.00979885568444505,5,1,"TB06_TB96"
"325","chr1",16475000,0.0112169667077682,10,1,"TB06_TB96"
"326","chr1",16525000,0.00191259828122143,1,1,"TB06_TB96"
"327","chr1",16575000,0.00780699549797561,4,1,"TB06_TB96"
"328","chr1",16625000,0.00878328815180992,1,1,"TB06_TB96"
"329","chr1",16725000,0.00286882526705228,5,1,"TB06_TB96"
"330","chr1",16775000,0.0157327376905895,2,1,"TB06_TB96"
"331","chr1",16825000,0.00612160247350971,5,1,"TB06_TB96"
"332","chr1",16875000,0.0107648663313875,3,1,"TB06_TB96"
"333","chr1",16925000,0.00471849439143604,10,1,"TB06_TB96"
"334","chr1",16975000,0.00829344446185892,9,1,"TB06_TB96"
"335","chr1",17025000,0.00441948439168781,9,1,"TB06_TB96"
"336","chr1",17075000,0.0136817617119309,7,1,"TB06_TB96"
"337","chr1",17125000,0.00608572676863058,20,1,"TB06_TB96"
"338","chr1",17175000,0.00919243431670002,10,1,"TB06_TB96"
"339","chr1",17225000,0.0183966610532523,10,1,"TB06_TB96"
"340","chr1",17275000,0.00947895810537437,32,1,"TB06_TB96"
"341","chr1",17325000,0.0149528796237282,7,1,"TB06_TB96"
"342","chr1",17375000,0.00686549632655698,28,1,"TB06_TB96"
"343","chr1",17425000,0.00650018567264434,3,1,"TB06_TB96"
"344","chr1",17475000,0.00354483365616846,4,1,"TB06_TB96"
"345","chr1",17525000,0.0156268590562434,8,1,"TB06_TB96"
"346","chr1",17575000,0.00572070670472201,11,1,"TB06_TB96"
"347","chr1",17625000,0.0104742442691514,17,1,"TB06_TB96"
"348","chr1",17675000,0.00929219155616086,9,1,"TB06_TB96"
"349","chr1",17725000,0.0110082113177295,19,1,"TB06_TB96"
"350","chr1",17775000,0.00666570005008831,14,1,"TB06_TB96"
"351","chr1",17825000,0.00395423753075484,11,1,"TB06_TB96"
"352","chr1",17875000,0.00443016477528429,22,1,"TB06_TB96"
"353","chr1",17925000,0.0318276826821468,14,1,"TB06_TB96"
"354","chr1",17975000,0.0036308941308641,12,1,"TB06_TB96"
"355","chr1",18025000,0.0137685202843171,3,1,"TB06_TB96"
"356","chr1",18075000,0.00262682982577636,3,1,"TB06_TB96"
"357","chr1",18125000,0.00424013999192354,4,1,"TB06_TB96"
"358","chr1",18175000,0.00762803156025272,32,1,"TB06_TB96"
"359","chr1",18225000,0.0119472493164693,21,1,"TB06_TB96"
"360","chr1",18275000,0.00469855826654048,13,1,"TB06_TB96"
"361","chr1",18325000,0.00724111915559522,17,1,"TB06_TB96"
"362","chr1",18375000,0.0106917181415956,12,1,"TB06_TB96"
"363","chr1",18425000,0.00231190194371178,32,1,"TB06_TB96"
"364","chr1",18475000,0.0046883704193237,14,1,"TB06_TB96"
"365","chr1",18525000,0.00710541199507612,11,1,"TB06_TB96"
"366","chr1",18575000,0.00304906519711475,12,1,"TB06_TB96"
"367","chr1",18625000,0.00277565491174268,12,1,"TB06_TB96"
"368","chr1",18675000,0.00615113255805996,16,1,"TB06_TB96"
"369","chr1",18725000,0.00623158931021363,60,1,"TB06_TB96"
"370","chr1",18775000,0.00401630620318493,8,1,"TB06_TB96"
"371","chr1",18825000,0.00534825833834023,5,1,"TB06_TB96"
"372","chr1",18875000,0.0140077821011673,2,1,"TB06_TB96"
"373","chr1",18925000,0.00379489440061998,28,1,"TB06_TB96"
"374","chr1",18975000,0.0059619286887622,30,1,"TB06_TB96"
"375","chr1",19025000,0.0162013622811032,8,1,"TB06_TB96"
"376","chr1",19075000,0.00677638899816786,14,1,"TB06_TB96"
"377","chr1",19125000,0.00400802208793876,9,1,"TB06_TB96"
"378","chr1",19175000,0.00389067665740824,8,1,"TB06_TB96"
"379","chr1",19225000,0.00841914156395387,28,1,"TB06_TB96"
"380","chr1",19275000,0.00372377891157679,10,1,"TB06_TB96"
"381","chr1",19325000,0.00996188942778622,9,1,"TB06_TB96"
"382","chr1",19375000,0.0119392247860751,12,1,"TB06_TB96"
"383","chr1",19425000,0.007678281908562,25,1,"TB06_TB96"
"384","chr1",19475000,0.00885123360148173,34,1,"TB06_TB96"
"385","chr1",19525000,0.00527863002043409,38,1,"TB06_TB96"
"386","chr1",19575000,0.00265428282374101,17,1,"TB06_TB96"
"387","chr1",19625000,0.00437461357399312,5,1,"TB06_TB96"
"388","chr1",19675000,0.00592899395633283,10,1,"TB06_TB96"
"389","chr1",19725000,0.00461117920226208,13,1,"TB06_TB96"
"390","chr1",19775000,0.0140437760400072,13,1,"TB06_TB96"
"391","chr1",19825000,0.000739027928908234,6,1,"TB06_TB96"
"392","chr1",19875000,0.00555012384665382,13,1,"TB06_TB96"
"393","chr1",19925000,0.0182424687384672,7,1,"TB06_TB96"
"394","chr1",19975000,0.00537142566542449,9,1,"TB06_TB96"
"395","chr1",20025000,0.0189208714126471,19,1,"TB06_TB96"
"396","chr1",20075000,0.011938893405794,10,1,"TB06_TB96"
"397","chr1",20125000,0.0178425859688233,14,1,"TB06_TB96"
"398","chr1",20175000,0.00963044173239582,15,1,"TB06_TB96"
"399","chr1",20225000,0.00430092252815329,19,1,"TB06_TB96"
"400","chr1",20275000,0.010339854173279,28,1,"TB06_TB96"
"401","chr1",20325000,0.00547543418636532,27,1,"TB06_TB96"
"402","chr1",20375000,0.0120895161763045,32,1,"TB06_TB96"
"403","chr1",20425000,0.00516526358236643,11,1,"TB06_TB96"
"404","chr1",20475000,0.00363160161365454,9,1,"TB06_TB96"
"405","chr1",20525000,0.0171748680548044,15,1,"TB06_TB96"
"406","chr1",20575000,0.0138705400617146,6,1,"TB06_TB96"
"407","chr1",20625000,0.0108152787564275,7,1,"TB06_TB96"
"408","chr1",20675000,0.00821045889433021,5,1,"TB06_TB96"
"409","chr1",20725000,0.0103535624975916,5,1,"TB06_TB96"
"410","chr1",20775000,0.00878101859072915,16,1,"TB06_TB96"
"411","chr1",20825000,0.00495572357609088,15,1,"TB06_TB96"
